cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(0)_pft5,cfall(0)_pft6,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(0)_pft5,nfall(0)_pft6,nfall(1)_pft0,nfall(1)_pft1,nfall(1)_pft2,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(0)_pft5,krb(0)_pft6,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
1.030837318300603e-05,1.042090657379324e-05,1.0365013132392465e-05,0.024964175648665224,0.008758592721012532,0.13692018769298828,0.02788165845161129,0.02400199605456197,0.03562936387971496,0.020483400323108948,0.03482775920936608,0.034249401792719514,0.018236507904476357,8.77575109861887e-05,1.0397948852629843e-05,2.069750154680778e-05,0.00035050308963614226,0.00010138397574438923,9.646077810987898e-06,0.0034808214804429027,0.0005332330435770029,0.00016530604745402665,0.00013714733553847546,0.009675652968688615,8.143692104009216e-05,0.00974503200482697,-7.755926518032622,-8.470338272421165,-9.85992736586537,-4.112837091564722,-4.230128205317217,-3.4918152136944367,-2.970358241514495,-3.7477774805842503,-4.182264034485623,-3.6433779250915226,-6.524203655624642,-2.856703608682288,-5.249736206228509,0.43231906029686035,0.8905871733339501,0.660681231161301,0.9044989143996223,0.00025324487204895417
1.0337015900968669e-05,9.917444468570295e-06,1.0130565421850033e-05,0.026382316630573013,0.009341352662979524,0.14171052184481822,0.028232962940701732,0.025607761666876862,0.036546788397013245,0.019881831023060095,0.03519762511430938,0.033189026718784057,0.018882145960521044,8.908438293657727e-05,1.0132951845659394e-05,2.0434178165986157e-05,0.0003602647691843766,9.83054440970632e-05,9.532314243780504e-06,0.0036042470947919786,0.0005343200115979506,0.00017303309024657013,0.0001437533532963094,0.01049674044151632,8.013161692985706e-05,0.009867369540358335,-7.274782665220498,-8.207068432454838,-9.407547111874607,-4.0929944510916645,-4.260607693198268,-3.698606539969367,-3.0763699882135027,-3.97436498318793,-4.057793550255829,-3.506456775241294,-6.879243035785526,-3.0631394323500367,-4.780042674121084,0.4724868099969457,0.9241696028608939,0.6482230878597697,0.8731902330172396,0.000240692234101262
1.0479007357263762e-05,9.869817472673954e-06,9.871689963320346e-06,0.025733825908324338,0.008991192284581128,0.1429233567299055,0.027025673288141063,0.0247998477391785,0.036226740938860205,0.020138503823443354,0.03448346236340795,0.03330970931226349,0.01817872858243209,8.879201408063932e-05,9.524810138386325e-06,1.900130893566913e-05,0.0003595425874772796,0.00010011330679804312,9.807683541367318e-06,0.003628040247537783,0.0005282730570852795,0.00017355176130772759,0.00014205915769243907,0.009976151217948646,8.01674272435021e-05,0.009883615704783464,-7.145244450041263,-8.226370592921862,-9.366674129177053,-4.088057478928426,-4.3395430563203865,-3.5686725136318973,-3.0372170797127267,-3.6832955555669593,-3.9771908164533754,-3.5163389636477436,-6.687871039871702,-3.0792827882165272,-4.832352455565969,0.4460347691626048,0.9146585199992286,0.6863937088255808,0.9048244868745406,0.00024893467566179737
1.0110868728570352e-05,1.0192770318188838e-05,9.566484166272693e-06,0.0248999652207026,0.008578528412925595,0.14257967058708626,0.027223928958950615,0.025204543053830165,0.03535787926244386,0.0206286374833186,0.035350583906473554,0.03228009443040913,0.018598394954848572,9.015957232714146e-05,1.0078334647109424e-05,2.0549876727930864e-05,0.0003436663510912636,0.00010144624956783286,9.521872328215122e-06,0.0035546691921294724,0.0005518413763075884,0.00016630731088431114,0.00013952861827581342,0.010338135687750872,8.076144991777585e-05,0.00987017667063548,-7.245492216745091,-8.30422969726027,-9.244265056807352,-4.1288973019759965,-4.199860364247269,-3.456057219495802,-2.964692148113495,-3.9449741022790326,-3.904425456200411,-3.4997651068419424,-6.543552503001597,-3.099913768325073,-4.757615307781961,0.4375353040624664,0.8975090139027778,0.6723751105019686,0.8859216289062671,0.00025490154397617647
9.881784075825292e-06,9.703495499859115e-06,9.88916984352231e-06,0.02653738657777375,0.009344425212875167,0.13953626467870628,0.028943333426951594,0.02521687318384221,0.03662397463340161,0.019228946059352218,0.03524643508889415,0.03409406386944662,0.01956918501651855,9.124215742280071e-05,9.837417092397557e-06,1.9869905734085256e-05,0.0003502161383025257,9.56191919810957e-05,1.0108050582838106e-05,0.0035187895664607165,0.0005346737155091213,0.00016288522285905807,0.00014544911392381436,0.009693626421221685,8.021007802299813e-05,0.010260940978834046,-7.221963728106158,-8.144561040501582,-9.332116171671855,-3.9717583819907376,-4.298956677969488,-3.46792586096166,-2.8824839142752197,-3.9328520506345734,-4.023752731986544,-3.494646581264311,-6.877783792454849,-2.9111979661498397,-5.021074814575903,0.4308587690034123,0.9121498538850253,0.6794463655104455,0.9376835242126994,0.0002484777055478514
9.838527031663841e-06,1.0439716096922851e-05,9.920515885955768e-06,0.024592415447404054,0.008780800352215045,0.13554881174214917,0.028676894284329242,0.025459274656950727,0.035553430668622314,0.02086074904827619,0.03439544239873424,0.03243117129569541,0.019721122932957143,9.157838297904257e-05,9.916330836892591e-06,2.0404483083428298e-05,0.0003575032066861735,0.00010418848906494093,9.946964671581693e-06,0.003638917920411616,0.0005720323953056233,0.00017206930767032244,0.0001346797503113874,0.010004037987264864,8.19566189655736e-05,0.01048250914843736,-7.453436139246294,-8.908572699745056,-9.26517242191472,-4.1748346690486455,-4.354744926735272,-3.5392437938670724,-2.890313993815876,-3.7146208750367236,-3.859101029565184,-3.551262592119245,-6.662904085691504,-3.095977484238055,-5.218652370620943,0.43617600716176486,0.8758057168131151,0.6739417178022523,0.8838508672835507,0.0002462674723969183
9.950386378223593e-06,1.0056265823924643e-05,9.654399630376083e-06,0.02480356020853692,0.009362201127076527,0.13496265303672064,0.027287103655236653,0.025999813682525498,0.03547468436007355,0.020243758334879187,0.03312950891051656,0.03274480014357455,0.019873157637242577,8.906885021890191e-05,1.012718331645989e-05,2.00110802227163e-05,0.00036745692497091085,9.960017906188914e-05,9.657161232210558e-06,0.003506152364499493,0.0005298446848102885,0.00017474090486752986,0.0001466771816559806,0.010037310021216427,7.68369554429434e-05,0.01010279946326529,-7.294057156926563,-8.648185366323409,-9.895418732601803,-3.967346075652341,-4.317058629516954,-3.705933154012682,-2.985487413117623,-3.907546481177594,-4.096293280318165,-3.5011540333856574,-6.903891587410754,-2.9218133961042527,-5.19352839351245,0.46784966672054734,0.902845188488709,0.6376380710483591,0.8962021272465226,0.0002510047696458608
9.791373247485938e-06,1.039155809387858e-05,9.741282285416815e-06,0.026193010029303358,0.008665909629618943,0.13886529697601316,0.02874822825124955,0.024712818385810548,0.03674120944162386,0.020268761752359917,0.034770117452855215,0.034025723796628854,0.018163801466406806,8.650474486671788e-05,9.811855007366178e-06,2.010408353836681e-05,0.0003527790639076511,9.871168949812721e-05,9.643526991003474e-06,0.00349408306900342,0.0005421723897072983,0.0001642929101026633,0.00013507659724950458,0.010060730575445034,8.381764025055121e-05,0.009708698551117183,-7.512436293857634,-8.725355348741584,-9.826397090183935,-4.1245847412885075,-4.347977444516736,-3.401932120519892,-3.0077522266689027,-3.7294050410155757,-3.9886253017513846,-3.6641468912218755,-6.669322015595745,-2.9925757513618203,-5.040466693131721,0.46363817032059695,0.8990669035536384,0.6589527216655676,0.8682216344278205,0.0002571967931683999
9.50564724523383e-06,9.859785427644469e-06,9.89307068764845e-06,0.02489427072089741,0.008877992837548894,0.1456281162032077,0.027282910107711656,0.024227600668049725,0.0356220609843296,0.020144330636127902,0.032421624032035384,0.032561939757961504,0.018115211933746288,8.918955324305693e-05,9.679570031514204e-06,1.9128363156517662e-05,0.0003345047796083832,9.776320355164599e-05,1.036215286763809e-05,0.003570929694033519,0.0005537971088290777,0.00017712523782379775,0.00013522952632932951,0.010289944794012835,7.702240826029936e-05,0.010350088343055498,-7.577512308775062,-8.194283988802505,-9.159460793273391,-3.9371967052171266,-4.48572797368655,-3.5629866278333413,-3.03129343488493,-3.768968147068119,-4.002722246379413,-3.5323285951704593,-6.572676049375182,-2.884696295955666,-4.943626361116788,0.44119631705157636,0.9287057233927399,0.6711600294821326,0.8740504772466259,0.00025600277851686086
1.0414587984553535e-05,1.0214082489899579e-05,1.0412728219966971e-05,0.024632490153134547,0.00919560690968541,0.1354904289733576,0.02805768216928423,0.024782800254946787,0.03518595806618475,0.0204962451776112,0.03486537886569767,0.03316753766753042,0.01980045007616163,9.250068698480376e-05,9.995382049636273e-06,1.9254508503543505e-05,0.0003540016792102425,9.712121320971028e-05,9.534856302268983e-06,0.0035228505250754676,0.0005466482515416002,0.00017746424065465065,0.00013508751245154871,0.009547162657287835,7.7409643415672e-05,0.009736355006919616,-7.489259347424166,-8.613041940576855,-9.622942311551046,-3.8260448077365017,-4.296609394308805,-3.441988278064205,-3.047035314990818,-4.000568970017306,-3.879501538158966,-3.6458802634540164,-6.412784091777429,-3.030258497382839,-4.957472228585679,0.4328242084232105,0.9140145874373299,0.6675737541045785,0.8748271221889624,0.0002525420344660727
