cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(1)_pft0,nfall(1)_pft1,nfall(1)_pft2,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.031342067509234545,0.0772284145749201,0.0019637817201684764,0.02582362682390447,0.0012720743158634678,0.00034560874766495264,0.001541650898705268,0.000581900743278635,0.00015660511855392602,0.0021284527414930777,0.006191440897438306,0.0015574913599133143,7.640226229134474e-05,8.473409175413553e-05,0.00145,0.008799491414534642,0.00183045267670801,0.0012070985007667523,0.00753619703950995,0.007249544800770134,-3.4250183322385577,-0.7695503726040438,-3.363591555323466,-0.10467152197951034,-6.4646966168195075,-10.191703114630835,-13.02755977796467,-10.584672049704997,-6.476303312998308,-8.483239184103473,0.7809702144057137,0.8815090301237349,0.22527739022877663,0.0008390744178908959,5.123216897533121e-05
0.03035951786498686,0.07954252712541207,0.002142408824732707,0.026077296863879117,0.001345790205385005,0.0003586128697895856,0.0015374507836876045,0.0005676442262364722,0.0001548768570610119,0.0020432654297111294,0.00626498407540783,0.0014944694982498502,7.373687927592315e-05,8.55851259304866e-05,0.00145,0.00852963110290338,0.001879477596277603,0.00122679714267173,0.0073346578498826925,0.00752328481226013,-3.3878913259315233,-0.8114043146557574,-3.325622728684552,-0.10293099959291854,-6.104835430881831,-10.181205988861874,-12.211435686738751,-10.300409464845824,-7.067984674792249,-8.172661403636036,0.7587264710189251,0.9358049033108745,0.23357972472233873,0.0008264182042779455,5.008551544499489e-05
0.03183912806438875,0.07509595048896103,0.0020518618036365326,0.025756142476315694,0.0013461119394255765,0.00036132060496249106,0.0014937118003267539,0.0005986588222751382,0.0001511526462663772,0.0021472556479870306,0.006152896230699006,0.0015294073572006224,7.936460706716343e-05,8.654712114501515e-05,0.00145,0.008677126758833455,0.001792177319454738,0.0011897489271656605,0.007693353072675203,0.007242982538510172,-3.5387922290626768,-0.8053234635399144,-3.2601980827597283,-0.11053186358260565,-6.388913455734763,-10.557302364097893,-11.997361983684057,-10.375764428204942,-6.726677815803841,-8.800829569589759,0.7807066968223519,0.9012977328233306,0.22576346541552308,0.0008792921098772972,4.86458561502534e-05
0.029961722510419286,0.07777921629974975,0.0020940284800585675,0.027465077740926998,0.0012495554860095543,0.00036063869282461917,0.0016022461297130835,0.0005720846388531652,0.00016214252516176807,0.001999439821809608,0.006016175973800473,0.0014645513424161568,7.995733187822037e-05,8.52381121971965e-05,0.00145,0.008682406530760255,0.0018688345125177164,0.0012404872992984254,0.007567987482899839,0.007569467978784661,-3.594144228338098,-0.8173277653718516,-3.273348712195591,-0.10364504070425284,-6.247119992741439,-10.291646276014083,-12.40890505407123,-10.332583348615943,-6.693020732450903,-8.535915225647422,0.7818383960330816,0.895822048774101,0.22467820323290602,0.0008833112893266064,4.908158067224102e-05
0.030118657765054097,0.07965611875204001,0.0020457065613888495,0.027527531775636535,0.0013488546570180088,0.0003522338373232849,0.0015878478934250654,0.0005921164436476402,0.0001569059396413226,0.00206411488871104,0.006138619433616034,0.001469923746480016,8.053445231602797e-05,8.811256563521502e-05,0.00145,0.008733890119718505,0.001921298972149202,0.0011734841835958467,0.00764827645282561,0.0072562296108336045,-3.5620742611290517,-0.800581295262189,-3.40555271377184,-0.10490263851077072,-6.391833626189786,-10.004956989955502,-12.495424611863495,-11.151960773490694,-6.648953133462654,-8.742052194058138,0.7753653160854865,0.9271795586912183,0.23099869060500214,0.0008326217803531536,4.930162749598429e-05
0.029524181514159066,0.07931188212886037,0.0020342080699566768,0.025652983750714536,0.0012473750397683967,0.0003503498030261828,0.0015856084933430574,0.0005877124640521848,0.00015183132283588192,0.0021700726747914735,0.006293260093221349,0.0014540299576634884,7.472728838958163e-05,8.704462615927455e-05,0.00145,0.008331121245572361,0.0018455511250281167,0.0011833337895913922,0.00768786874353598,0.007593025227334844,-3.427574012174696,-0.7765878320378813,-3.257996763427821,-0.10390322050287863,-6.452168664299633,-10.258729723297787,-12.090646612557764,-10.918953300937167,-6.580956629766387,-8.20503437444914,0.753859799449347,0.874397148175607,0.21896390692457798,0.0008761605686181582,4.8183358826073885e-05
0.029343631726356248,0.07501052471273922,0.001978287769618919,0.025641384803331488,0.0012610782696527297,0.00035663204634426394,0.0014965498108630627,0.0005791251437447662,0.00015277752646584896,0.002106908669365702,0.006274130169461151,0.0014856445599761227,7.608959751414066e-05,8.824985386952722e-05,0.00145,0.008672885689770283,0.0018517067431629692,0.001189037298579272,0.007727993276043027,0.007304345130552348,-3.672120099460222,-0.7680082187460749,-3.150622144094735,-0.10088760593970526,-6.395671980914459,-10.721778147235781,-11.98366921558698,-10.7861989932041,-6.668536598717053,-8.837511684674483,0.771713687084921,0.8764137775824556,0.2282918671767724,0.0008359883364641637,4.8378178295524676e-05
0.02951223844053441,0.07791212616071172,0.0020454036718207803,0.027114055255576985,0.0012747763608358257,0.0003684306137036206,0.0015279814283090216,0.0005900330206402212,0.00014892540665625948,0.00204157636251875,0.006122970562119584,0.0015478748387555295,8.029502904747135e-05,8.856336114126019e-05,0.00145,0.008137537582937332,0.0018169870046079366,0.0011717525622193551,0.00742485197779456,0.007448522547076439,-3.39857507400808,-0.8288528808159659,-3.432602918016558,-0.10890867003868673,-6.535961082387848,-9.978814402460763,-12.598371488430889,-10.90363664570545,-6.630063054865844,-8.480559173024945,0.7833924881041114,0.8879941590156113,0.2190323802870129,0.0008486686891438564,5.013477546190195e-05
0.030183750304995382,0.07383137151587038,0.0020101911904501363,0.025750112344646633,0.0013237541839179567,0.0003427033859071114,0.0015911785242638842,0.0005847746114647904,0.00014896115454603428,0.002049612228595502,0.005888489335704596,0.0014760931409221782,7.467894111491795e-05,8.603226485017457e-05,0.00145,0.008179953419473932,0.0017387622046870805,0.0011613063040205064,0.0079816713571011,0.007260473526271915,-3.5214039974922047,-0.8300676599722421,-3.160757627657018,-0.10375001255408153,-6.121214346473638,-10.096172713755651,-12.00695918934182,-11.063877280816026,-7.094833409496276,-8.930694025490087,0.7433053839687295,0.9378304848142032,0.2338816382317318,0.0008282633851234288,4.723929205575304e-05
0.031655381705852075,0.07275729868332508,0.002004094221694443,0.02551121986955776,0.001255076322422337,0.0003696806695151566,0.001508011025043801,0.0005904125672792689,0.00015736733742157896,0.002129094683854449,0.006185115225636743,0.0015080629385252828,7.41585827418189e-05,8.707706618270322e-05,0.00145,0.008629404675405013,0.0017469250250889059,0.001154507317437687,0.008047429987336874,0.0074053610440054365,-3.383417868378766,-0.7713354717920989,-3.16364132516215,-0.10208073179358727,-6.1308299919987075,-10.584701737620621,-12.630532767313408,-10.401572904260492,-6.580222444249027,-8.46658890038169,0.7589507327080632,0.8608787960821928,0.23384255844640542,0.0008428545432536648,4.806795115543039e-05
