cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(1)_pft0,nfall(1)_pft1,nfall(1)_pft2,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.0003126159212356991,0.025175916509087206,0.06642163737834123,0.0022979060961698435,0.010934342499011597,0.001904753295746674,0.0013932995768532654,0.0025802573129312463,0.008355640841554633,0.0010018054009239055,0.019617145547602462,0.04375304728268483,0.011587345701796412,0.0,0.0012084684515695566,0.00127126770082924,0.009989470427476992,0.013743678644444307,0.008587349717488351,0.014900297286404806,-4.799698791591823,-3.8673148982784933,-3.939488160197944,-6.369047401638887,-9.88256531849446,-5.316536330886967,-7.811781267815925,2.099462080604467,-7.3136816248820145,-3.5796383766498683,0.15846115058316193,1.0441899109022843,0.9402248298816714,0.003538113333377717,1.98655349088019e-05
0.00030281565320597207,0.025930300820671104,0.07246340090198297,0.0023204788329603933,0.011567980623448267,0.001976422906665202,0.0013895036341519962,0.0025170412356536904,0.008263429728352053,0.0009617100267726905,0.019850161940742593,0.0419826371448348,0.011183107482912083,0.0,0.001134170058564985,0.0012322808228665116,0.010257017898374,0.013967961752990981,0.008357699736996202,0.015462926756596026,-4.747670326333704,-4.07764859365513,-3.8950185090704528,-6.263140184717107,-9.332446436447123,-5.311060469797524,-7.322404669534219,2.043078801553032,-7.981866682683775,-3.4485851176566213,0.15394782970954923,1.108505988274382,0.9748757153029863,0.0034847460548869565,1.9420914152140877e-05
0.0003175737640236287,0.024480748311187062,0.06940079911728811,0.002291901025899205,0.011570746145988365,0.001991346045993842,0.001349973603676325,0.002654565786293519,0.00806472506208348,0.0010106554227785113,0.019495019478722186,0.04296411147847989,0.012036621835458889,0.0,0.0011965395304903324,0.00125358960704088,0.009780587371253808,0.013546141356443303,0.00876642595579899,0.014886809590110496,-4.9591374812949836,-4.047089754426794,-3.818392196461817,-6.725637166973692,-9.76671579239088,-5.5072524134175,-7.194038577038274,2.058025404283366,-7.596429252966782,-3.7136507164259376,0.15840768209142161,1.0676305825263313,0.9422535286308191,0.003707698711290248,1.886267891540438e-05
0.00029884791364332883,0.025355473972667145,0.07082701653340398,0.002443970012540338,0.01074077786585373,0.0019875878240136497,0.0014480637973349711,0.002536730860145488,0.008651088277985948,0.000941082493053657,0.019061830949054753,0.041142176311154674,0.012126515865894253,0.0,0.0012399348910406187,0.0012543523787968932,0.01019893457733029,0.014123833964869215,0.008623574308436778,0.015557848979956856,-5.0367058030565754,-4.107416429548773,-3.833794408088772,-6.306588121642084,-9.549956485214535,-5.368672018371324,-7.440814220592622,2.0494604682351873,-7.558420348786607,-3.601865874395548,0.15863730718561644,1.0611443709912192,0.9377240441140112,0.003724646328921808,1.9031633321889375e-05
0.0003004132366453154,0.025967330886921422,0.06919260832685935,0.0024495274622381704,0.011594321666034427,0.0019412661486376524,0.001435051087035657,0.002625555649268339,0.008371691102153148,0.0009715233057923599,0.01944978445008029,0.04129309788611661,0.012214043300604865,0.0,0.001208424253728983,0.0012617902431781556,0.010485252915220808,0.013360955633226996,0.00871506202559635,0.014914036860403754,-4.991764092406214,-4.023258360559057,-3.9886336893671848,-6.383110368480889,-9.771179849557589,-5.219119584606018,-7.492694378686736,2.211983390546778,-7.508654861687484,-3.68884866327553,0.15732390024974088,1.0982888520657645,0.9641034298045297,0.0035109045871438305,1.911695760048371e-05
0.00029448373819179004,0.02585511218435912,0.06880369105542236,0.002282721483999514,0.010722035449861065,0.0019308826714804596,0.0014330271818900192,0.002606027575643363,0.008100935740985441,0.0010213947829907947,0.0199397525168529,0.040846609570682715,0.011333315244331612,0.0,0.0011698766140567807,0.0012036019870073952,0.010071868352817377,0.013473100432919136,0.008760176669582427,0.015606267193278355,-4.803280230495585,-3.902681097403854,-3.8158139787138445,-6.322297832788876,-9.863413869258231,-5.351500987540126,-7.2499753087693675,2.1657665261199535,-7.431866490975833,-3.4622454101668105,0.15296036775235725,1.0357655441357625,0.913874676590111,0.00369449398516973,1.868334321827355e-05
0.0002926828761961269,0.024452900112804096,0.06691228027744456,0.002281689355860333,0.010839824015379173,0.0019655059955301104,0.001352538515669478,0.0025679497826904675,0.008151420283048844,0.000991665186206261,0.019879140697256333,0.04173472697884924,0.011539926230780968,0.0,0.0011796023540323372,0.001252976897298577,0.010105461881950039,0.01353803895668114,0.00880589779272747,0.015012930731343483,-5.14597841362201,-3.8595649253037814,-3.6900552370203172,-6.138803872495804,-9.77704753268806,-5.593051760863989,-7.185827913556521,2.139434804757813,-7.530770445695903,-3.7291293212423646,0.15658297399895835,1.038154338814774,0.9528061460658355,0.0035251002970951234,1.8758885461529977e-05
0.0002943646141115915,0.02539880164657099,0.06918236359301272,0.002412734403596678,0.01095756841027091,0.0020305314331518754,0.0013809455041284395,0.0026163173598986902,0.007945891051917843,0.0009609150283201234,0.019400202100044676,0.043482899970320336,0.01217773180800481,0.0,0.0012078815969413092,0.0011756348413937698,0.009915983177606263,0.013341239886983228,0.008460474188723307,0.015309264698128065,-4.762642150644847,-4.165334991150635,-4.0203152885150795,-6.626869169454007,-9.991507126225141,-5.20548221559753,-7.554424932655069,2.162728478581997,-7.487322318406385,-3.5785075031358313,0.15895263703193455,1.0518718584812532,0.9141604591778861,0.0035785693624501656,1.944001497502321e-05
0.0003010624906976628,0.02406850451697072,0.06799136021174494,0.0022913644368128794,0.011378566056208362,0.0018887409771321311,0.0014380612150369301,0.0025930005848541302,0.007947798374810989,0.00096469729413221,0.018657264805970478,0.04146640851478583,0.011325982783636515,0.0,0.0011845472011993907,0.0011817626822487042,0.009489080949841461,0.013222301775776336,0.009094959024312345,0.01492275956002518,-4.934770232433525,-4.1714397682989945,-3.7019260652212926,-6.312975443377288,-9.357484843162299,-5.266702574816502,-7.199793397792005,2.194512093190634,-8.01218692683634,-3.7684490994509825,0.15081884584801156,1.1109053871429213,0.9761357910599,0.0034925266030870882,1.8317276511414444e-05
0.0003157410183973,0.023718364376121306,0.0677851404248722,0.0022701066762907335,0.010788233203537681,0.0020374208650397476,0.001362896830176127,0.002618000341063972,0.008396308906299728,0.0010021075459103394,0.01959710310086458,0.04236450406905225,0.011247064016350143,0.0,0.001232243866373895,0.0012466951695761595,0.009533628538558964,0.01314489045711195,0.009169889702453731,0.015220553027980489,-4.741401382133287,-3.8762857739100776,-3.705303494374686,-6.211403133266875,-9.372184256083509,-5.521545389099652,-7.5737099622542745,2.0631444969281234,-7.431037376144723,-3.5726125232819377,0.1539933330650384,1.0197524048648166,0.9759726864337633,0.003554052934994306,1.8638593305166888e-05
