nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2),cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2)
3.776500492648849,1.262847151205372,1.256603692213245,4.627815845869796,-16.227462578254478,-13.537556826737255,-6.523294484654162,-3.8068257472656413,-7.493249415255702,-4.831796207907345,-8.610918898232809,-19.85840476613021,-17.577089065526696,-6.509754374757833,0.09870933217767688,0.11360707355501434,0.16036580380542037,0.1859085945154421,0.09608483514069338,0.035728419794733915,0.0549629127708925,0.019809078216256683,0.07950534616376537,0.08799659543920978
2.2823229538394356,2.838463276364002,2.942694679838535,4.566924152569694,-3.295164166504403,-1.7984630392675633,-8.346129171741795,-7.661049973619727,-12.944202457874233,-3.7080044401426875,-18.531482169589513,-2.497319188359061,-8.421894536883308,-10.087569523482921,0.009428516933251162,0.14529638814416337,0.16333024868902274,0.001457367684513963,0.18046804938484776,0.0446642944754028,0.11062910846379567,0.06568201416308388,0.0027259509649581798,0.013643905818337562
1.2496432397078918,2.787401694943601,1.2716025486358382,2.0907330345478097,-19.963244353409156,-4.08313645624971,-2.7226916581765153,-6.980872297013267,-4.288008338598148,-5.173297448605135,-15.681241416329012,-5.306600219536568,-11.029940781594133,-12.239580475038956,0.1005462773328609,0.14012096137574462,0.1443610594576144,0.01086994239899007,0.009671935044723355,0.15415406749656985,0.13520556013281243,0.02951123689380686,0.06431594482703511,0.02539529425392674
4.3318944024224155,4.883021751113544,4.524488908873728,2.643403271259503,-17.062085886093726,-17.696024014272467,-15.765225392625076,-18.29039746541259,-19.997697234989463,-3.376502569413077,-9.363230307272193,-5.854558068326279,-18.478381097250427,-6.580518396430291,0.036285939777600223,0.11311457973837973,0.03768537215992725,0.09823213274687931,0.019093033900417864,0.08595617304921016,0.1663664847353353,0.004283519427546373,0.033241781606004404,0.002577762435153053
3.1412427319333904,1.915420213131358,1.660413707985469,2.380318888126543,-0.4446200743046198,-17.786957318385547,-9.960327386929977,-18.880593900580177,-15.503102268229728,-19.21156205847449,-12.94208044477111,-18.976526711470026,-14.181571890175874,-7.887611279561185,0.16906688675475792,0.18502016036515082,0.005724880292472553,0.16676296547142655,0.030312333585339173,0.14589640590247557,0.002947340287000811,0.07181114120872387,0.07499005227530102,0.016857776982297425
2.7347377403772084,2.155362769114335,2.2293521111672936,3.497045589243574,-1.498796129612284,-19.11016801405866,-17.651538279354384,-14.488182789655593,-14.36316519423534,-2.7012727262629923,-2.169400565486626,-5.819714408538946,-5.278698266791363,-8.942086782462253,0.13506035175324443,0.01134187219422648,0.10795827754762762,0.12193702268341217,0.11885197768024498,0.009258930022575896,0.10912326691145412,0.05837133558212406,0.04980474472733751,0.07910010445868357
3.962434472386505,1.6674369332885688,3.202822651865975,1.0441225414454833,-3.782795653233137,-3.570865089803437,-16.106369187971943,-7.535955409002828,-15.470463694362628,-14.068605742662484,-9.136593608813357,-2.867934874214267,-17.722197343603685,-3.4158288022698784,0.10340629975637075,0.06704547874571848,0.08523806748780013,0.10276134407116842,0.14725726475399603,0.0385093902712996,0.10541851949333783,0.0057055215385190695,0.06068565744440053,0.0793731697836537
4.856403251404398,4.041165944419708,4.281326427219874,4.026592928461321,-9.061080537542479,-19.81438340409723,-15.258459410611295,-19.052286860055645,-5.449759034525467,-2.3452735714954187,-15.812046002972462,-4.2323254278717695,-5.372272605937262,-12.953081952227986,0.0529111106469847,0.15751744977655738,0.03668888010491039,0.16156872482311804,0.03358205364553143,0.025471758387130696,0.17706602226749943,0.061516787947907034,0.022420265388810326,0.017573099575755823
2.656030785351832,2.2081078161870966,4.072531320555081,3.914053324426239,-7.665751302579949,-15.957726119246107,-5.539729658240642,-15.379359169968971,-16.466304067541092,-8.454500729727819,-14.113192478923853,-8.024267434104988,-19.58879677653347,-8.665970796194939,0.08138010387729751,0.057851126568941154,0.0374809229958637,0.16567699966404284,0.044643312173174556,0.09410374883808564,0.07511004387247691,0.06623788929168341,0.050571350759798295,0.07576881660702034
2.6867564133962203,4.246099465672672,1.5430488094829582,2.3086146799047347,-14.321126277706169,-0.8666055302092595,-5.3190983067920765,-6.464592450406219,-3.8239188554345773,-9.908116577116811,-1.2202520422208565,-9.417352399043992,-2.1895423695552694,-4.8894029382420285,0.08501059682483919,0.10483285515911019,0.06999536454709157,0.061494778441620705,0.08111846253045425,0.06262048479582343,0.059722178201728836,0.04246694793379812,0.041217099692376816,0.011385795974357692
3.2310250841166037,2.850749998272808,2.5723786203549466,3.4346368238414935,-14.797388453530406,-8.691448250679448,-1.8224915620769266,-3.7415128109729316,-2.3456456491920292,-17.437835701377303,-0.16570669962104745,-13.612961301812758,-11.389438472668706,-5.395370239367372,0.02089535815438517,0.0797024170271341,0.173990211337048,0.1258614524846885,0.023641040958191913,0.1776988165938877,0.10504718110960669,0.061753770223429094,0.08570328873927613,0.052905719113633044
1.3768079412818666,2.8919271111790907,2.6615525649227045,1.8308440616059491,-3.9549838868282947,-17.336180090942104,-16.435205011928275,-15.851320462359833,-15.555855406575372,-15.769803765057182,-2.9174057084010485,-14.977558198059445,-5.700140641100559,-1.058781644890935,0.0432998576912381,0.11091880001680399,0.09139762739179688,0.15561557527013192,0.17802206383151006,0.001082956949704572,0.013909963146736823,0.04704580216060231,0.07108309363475204,0.0711987747535117
2.3920814073552386,1.2504594956580983,1.7546564174690678,3.8592798347996644,-6.13671097033601,-6.628277750803507,-14.415651352048265,-10.06347006555749,-10.531503245214738,-19.82162769911271,-16.6000209699822,-15.316367392542848,-7.16739254454909,-14.150385944191775,0.023925541547461644,0.06455194602443044,0.13426664845739472,0.0727176466168008,0.0625653511779623,0.08923554471530457,0.19830845515409679,0.02063842958942255,0.03197021437294087,0.004368049349990426
3.2144021239321283,2.707053118294634,1.518456068335003,1.2353043009490765,-1.630002246688484,-4.861892921749289,-9.31309017742862,-7.157145056494597,-1.6906160514882487,-10.990017167073688,-2.570244059232415,-7.852501308738441,-17.20074956363857,-4.380295543544671,0.12733154294151539,0.004019649704887428,0.07926835256916087,0.01489213305078105,0.150624570651033,0.0478960958049572,0.17536763298442523,0.05469789242525018,0.05413951014486077,0.04147563331425876
4.565125824426831,2.9445989061075126,1.3627993700328962,3.335855536921382,-2.089860097222143,-10.131717354761268,-17.848561733829335,-15.081275266064853,-4.911465378027872,-10.016955233809778,-19.32916623886052,-19.47350193486782,-10.732980286077867,-7.235881011510921,0.0647962310290042,0.10430250639015239,0.005300166349566067,0.18956732522513672,0.1849497524779038,0.1753360365520342,0.04349923148079431,0.043615493170308134,0.0320735533686859,0.034740529791216855
2.3644491558824585,3.058962295416452,1.5842380891813383,2.434732215714469,-15.90667833915265,-9.102925919876698,-16.826853561585146,-3.6885815500098325,-3.097312284422884,-4.389385600833188,-7.403752994153322,-14.628112548498448,-7.758289866908141,-19.64331614347404,0.1301780502291825,0.03579635623564242,0.10342820432122368,0.04834169455815269,0.013894678730764184,0.003391239393709997,0.03692891404079079,0.04608632917844706,0.03235922113863691,0.03797848707923728
2.060265623798533,1.8677049249626492,2.010695235426557,2.8250518875981974,-0.4036947150222794,-9.93294701163931,-7.8515548367279795,-2.7786454201862085,-19.269894375191377,-7.457558982954858,-2.3468871690153463,-14.503638254472198,-8.212188552303932,-13.830915644985891,0.14704614797441193,0.0027684947382579685,0.07450131201436108,0.1363107420042756,0.07147421974629727,0.13939646101983436,0.15605190396511473,0.08481422875300089,0.026659832536147173,0.05256811581772846
1.9981900797421115,3.262662728392719,1.0148026072092289,1.791012666171307,-8.110808748097762,-0.5808851586651187,-4.817127830252156,-14.778736829762986,-10.978226306796385,-3.8078882280564734,-15.44653587623672,-14.532306176484699,-19.513009361154076,-13.083200511521145,0.11220596643135654,0.1806080426451382,0.07009324499477954,0.04948623988150984,0.18977925293156367,0.03488600688878353,0.056452346054310404,0.08809677252510253,0.019201810332187715,0.00852438754635926
2.4663465151539725,1.9465776429762434,2.9110071077790933,3.087335986828297,-18.815181954609756,-0.4502041041857652,-2.364840104678187,-9.967279384514958,-15.891536048455055,-15.094912324794699,-2.6891987125316774,-3.620115987533449,-0.7346685707933034,-18.684452585843207,0.008206839427499293,0.0060049664901241275,0.038417216059103566,0.18778864325332237,0.19683192571767377,0.02998536480542877,0.1698037907572267,0.08371170537526815,0.05844375904228664,0.01888978232124129
3.2591129172003788,3.5287083536280917,1.575477749105262,2.457811600280472,-9.868986294573835,-10.119250960669039,-1.1861106388603133,-13.005239045841932,-3.1793952901836064,-8.735317002698741,-16.7368410616906,-13.388909957753636,-13.062872392388005,-15.025043133190286,0.08756162462071258,0.047087923767232386,0.14923187582183411,0.01632832171420502,0.055445438647532506,0.06000706517115721,0.09095875638317237,0.015315918149149689,0.014887998443115965,0.00793497285477188
3.4806228090160474,4.0860735512593696,4.7079958277134235,1.7990566163837034,-4.048548983869768,-3.35322835604099,-19.964345913021187,-10.378747143126278,-10.946371015756865,-16.123998066163008,-5.779891695603034,-19.043250064670737,-19.25695317731661,-11.641447512795342,0.09564242594871439,0.07436102909659827,0.02589327757946431,0.094732956236471,0.047304386669518514,0.0017590117476233567,0.13129641480450877,0.08089330325278374,0.02359793716834045,0.04445730926570279
1.4845290375125697,2.2270050841200786,1.623652745993497,2.003956454683282,-13.644640168032158,-7.101046968803246,-14.489453733491175,-17.57815714992415,-3.0801078440871237,-5.122002012964913,-13.95240110984486,-9.630414948440148,-18.16191825687764,-11.261722811552806,0.15894034705416912,0.04199721396894476,0.07361205214399855,0.061646310278155036,0.19135476746432895,0.046059109557762316,0.14255934358523412,0.06581930464932109,0.05785272673448491,0.036255808890495865
