cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(0)_pft5,cfall(0)_pft6,cfall(1)_pft0,cfall(1)_pft1,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft3,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(0)_pft5,nfall(0)_pft6,nfall(1)_pft0,nfall(1)_pft1,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft3,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(0)_pft5,krb(0)_pft6,krb(1)_pft0,krb(1)_pft1,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,krb(2)_pft3,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.36895729296615176,0.16704609028724823,0.02372551506004635,0.15729365866073716,0.017906456229625622,0.007374130108608082,0.17192352128687796,6.720558895277351e-06,1.968473142525688e-06,1.6386720258487155e-05,2.0486917181980043e-06,0.008603864874595296,7.678529643990045e-06,1.3651168375629352e-05,0.00026722728551258697,3.2081127397552055e-05,0.0007180306150546114,3.548439151053623e-05,4.823038905493949e-06,0.00043957802695878946,3.005495336524925e-05,3.1116432461934425e-05,6.367554864286362e-05,0.0001431996639365915,0.0039802295158345045,0.0007601124963765037,-7.423972863060826,-11.988019931438423,-2.221078375047568,-0.9459525310598861,-0.4820378652570782,-3.579844168661524,-1.1386373259138896,-16.003496566442877,-20.848586211910835,-16.62977431014377,-11.30861966974938,-4.285055413023432,-13.334329963820412,2.2035715608210813,0.22413241017867536,0.07424380682890373,0.017340536330347045,4.051917952783267e-06
0.36998247312747057,0.15897564308673495,0.023188864250614727,0.16622904618085074,0.019097876555424807,0.007632123819356637,0.17408973047824067,7.170173266725521e-06,2.019159579945483e-06,1.5905464818448076e-05,2.0704485361358454e-06,0.008337485802991509,7.950377246535175e-06,1.385757067902313e-05,0.00026041686243344646,3.1672976157278535e-05,0.0007380281128719944,3.440690543397212e-05,4.766157121890252e-06,0.00045516491882801555,3.0116218835520852e-05,3.257093463464849e-05,6.674262831614365e-05,0.0001553517585344415,0.003916432777446764,0.0007696548241479501,-6.963421967149061,-11.6154156755802,-2.119173770464385,-0.9413887237510828,-0.4855111092249189,-3.791848721649267,-1.1792751621485094,-16.97105462950898,-20.228100848025306,-16.004813664526015,-11.924021262028244,-4.594709148525055,-12.141308392267552,2.4083104192940543,0.2325840374813145,0.0728438276239551,0.01674030418155908,3.851075745620192e-06
0.37506463133118456,0.1582121871052162,0.022596298326040272,0.16214305192469786,0.01838199311514364,0.007697443641024909,0.1666453566565878,6.943957366969979e-06,2.0014773999370278e-06,1.611080305875468e-05,2.0284389625534086e-06,0.00836780273329286,7.65420150839246e-06,1.3812091079210559e-05,0.0002447876205565286,2.9452028850287148e-05,0.0007365486720605985,3.503965737931509e-05,4.903841770683659e-06,0.0004581696541176286,2.9775390490261212e-05,3.266856683439577e-05,6.595603750006099e-05,0.00014764703802563995,0.0039181830065261655,0.0007709220249731102,-6.839427987579497,-11.64273390974706,-2.109966593309357,-0.9402532201535378,-0.49450606920860213,-3.6586390475890043,-1.1642665472232119,-15.728150372343068,-19.826296220020076,-16.04991976284148,-11.592309802444284,-4.618924182324791,-12.27417523713756,2.273481839521961,0.2301904010254762,0.0771332369122191,0.017346778019794763,3.982954810588757e-06
0.36188821353299006,0.1633890889235352,0.021897682256598196,0.1568890831890471,0.01753832475531455,0.007678933687333073,0.16786783820659404,7.057272055072446e-06,1.953473992400213e-06,1.6502909986654875e-05,2.079446112145503e-06,0.008109150994790657,7.83090313888361e-06,1.4024822361999783e-05,0.00025901320043071217,3.185230892829283e-05,0.00070402506780696,3.5506187348741496e-05,4.760936164107561e-06,0.0004489039379774934,3.110378666460953e-05,3.1304905578223266e-05,6.47811441994848e-05,0.00015300440817871288,0.003947215864731295,0.0007698737803095674,-6.9353851498684005,-11.752927442122477,-2.082392339112393,-0.9496463794544792,-0.4785887391816655,-3.5431847124242677,-1.1364653234435065,-16.845551751030467,-19.463560899159052,-15.974270323284046,-11.342157671869435,-4.649870652487609,-12.084342881766181,2.230159253735446,0.22587441686372128,0.07555790215642345,0.01698438322846015,4.078424703618824e-06
0.3536888156419388,0.1555460625131916,0.022636309771822564,0.16720610705747677,0.01910415821298923,0.00751502454055318,0.1784700077715123,7.060724491475818e-06,2.0234240128951163e-06,1.5383156847481775e-05,2.07331971111142e-06,0.008564842105385228,8.23965684906044e-06,1.4193224487991221e-05,0.0002528216192746172,3.0798353887832144e-05,0.0007174427747511741,3.3466717193383486e-05,5.054025291419053e-06,0.0004443728538216105,3.0136154874150472e-05,3.0660747832293284e-05,6.752994575034238e-05,0.00014346567103408093,0.003920267563374034,0.0008003533963490556,-6.912863680543214,-11.526949331439297,-2.1021819586713444,-0.9135044278578697,-0.48988110981512767,-3.555352563338845,-1.104952167138834,-16.793789016216206,-20.058407368952928,-15.950907409277649,-11.921491906921737,-4.36679694922476,-12.753530029022794,2.196128316559431,0.22955904971103375,0.07635253179947306,0.01797673270704918,3.975643288765622e-06
0.35214055951731216,0.1673476050620636,0.02270806086295275,0.15495128120658927,0.017951858497861874,0.007300271718112891,0.17682709418056541,7.128596903946204e-06,1.964277937492945e-06,1.668859923862095e-05,2.0232613175726023e-06,0.0081471033345853,8.303630708613534e-06,1.4245526241184399e-05,0.0002548497025081396,3.162694877931386e-05,0.0007323708548399612,3.6465971172729324e-05,4.973482335790847e-06,0.0004595433488062669,3.224182591722604e-05,3.238951673794304e-05,6.252988407314416e-05,0.00014805976221151997,0.00400562975194241,0.0008176357135781141,-7.134429072486553,-12.608250538580354,-2.0871019981997367,-0.9602119738811885,-0.4962383753721588,-3.6284684273259065,-1.107953697629419,-15.861913554702271,-19.237618632382446,-16.20932459854976,-11.54903374853194,-4.643966226357082,-13.255377021377194,2.2232307875442,0.22041238862978682,0.07573394906723788,0.016944683769921785,3.940279558350693e-06
0.35614422924937883,0.16120093553092962,0.02209892075393085,0.15628165687983572,0.019140500082023122,0.007268702884977668,0.16825738520074343,7.279947831107139e-06,1.9599273127112456e-06,1.6195006667903348e-05,1.948794641795092e-06,0.008225890702734336,8.367645320944244e-06,1.385515447849585e-05,0.00026026861123301914,3.1017174345210264e-05,0.0007527617577261232,3.48600626716612e-05,4.828580616105279e-06,0.00044277695574536455,2.986397314385262e-05,3.289240562212327e-05,6.810012005456242e-05,0.0001485521883140031,0.003755406197273859,0.0007880183581346926,-6.981871510610106,-12.239725877278893,-2.229073272396617,-0.9124895974000384,-0.4919438903403041,-3.799360040248296,-1.1444368416950887,-16.68573094819731,-20.420022002386055,-15.98060991676851,-11.966745418178638,-4.3827200941563795,-13.191562119521622,2.38467445690945,0.22721736195308478,0.07165434030940597,0.017181475068069045,4.016076314333773e-06
0.35045283127401666,0.1665756370890642,0.02229779515131909,0.1650362678435486,0.017716970798332062,0.007478888137136708,0.1772669527636402,6.919589148026953e-06,2.029901074122865e-06,1.6215009401887932e-05,2.0453010266385416e-06,0.008547674250728885,7.64791640690813e-06,1.345629364593389e-05,0.0002521646736893108,3.116132948446855e-05,0.0007226931109193881,3.4549091324344514e-05,4.821763495501737e-06,0.00044125277614271764,3.05588074198659e-05,3.092572425461897e-05,6.271413443726999e-05,0.00014889881251658647,0.004096587167245691,0.0007572784869871403,-7.190904020480528,-12.348944099454263,-2.213525239262487,-0.9486544904963566,-0.4954671971658606,-3.487695115154848,-1.152971686889746,-15.925043863453524,-19.883297129230655,-16.724571837741493,-11.560158160365958,-4.488863627042731,-12.802785400554571,2.3632080573270247,0.22626648804181007,0.07404956621928693,0.01664504904860193,4.115148690694398e-06
0.34022612620140924,0.15805137442659806,0.022645238804027298,0.15685320342593345,0.018150563134544405,0.007843114258372757,0.1682315270022997,6.783728187053923e-06,1.968069667642519e-06,1.611546450890232e-05,1.9071543548256108e-06,0.008179953957378815,7.627457656314227e-06,1.3873930504475522e-05,0.000248764949809915,2.9648962892602374e-05,0.0006852569342263163,3.421712124307609e-05,5.181076433819045e-06,0.0004509574070750901,3.121401886127528e-05,3.334122123742075e-05,6.278513722433156e-05,0.00015229118295138994,0.003764470203722131,0.0008073068907583287,-7.25319478195949,-11.597321927681662,-2.0632890629057954,-0.9055552421999391,-0.5111643504898626,-3.6528098201316612,-1.1619958167058897,-16.093983464363607,-19.953570398201375,-16.122902574120506,-11.392638485583648,-4.327044443933499,-12.55681095723664,2.2488197867710698,0.23372563446149286,0.07542135788020782,0.01675679629235674,4.096044456269774e-06
0.3727589331431401,0.16373072090484125,0.023834734895504396,0.15520378291835474,0.018799907459801285,0.0072971273889936876,0.173008916455349,6.939184071385099e-06,1.943975583767113e-06,1.639699614208896e-05,2.050904639158686e-06,0.008332087492843247,8.337031611015422e-06,1.4388995753191695e-05,0.0002568813186756522,2.984448818049243e-05,0.0007251977256964111,3.399242462339859e-05,4.7674281511344915e-06,0.00044488569488095904,3.0811083268708376e-05,3.3405033534993057e-05,6.271920220964762e-05,0.00014129800732785996,0.003783396321940969,0.0007594356905397301,-7.168719047354413,-12.18998759354583,-2.167694373338868,-0.8799903057793954,-0.4896136286537941,-3.5287610917969165,-1.1680302040798134,-17.082949056385587,-19.339315167722447,-16.64119594223121,-11.115492425747544,-4.545387746074258,-12.591979460607625,2.206146349090798,0.23002834372057407,0.07501835152281763,0.016771685685394108,4.040672551457163e-06
