cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(1)_pft0,cfall(1)_pft1,cfall(2)_pft0,cfall(2)_pft1,nfall(0)_pft0,nfall(0)_pft1,cfall(0)_pft2,nfall(1)_pft0,nfall(1)_pft1,nfall(2)_pft0,nfall(2)_pft1,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(1)_pft0,krb(1)_pft1,krb(2)_pft0,krb(2)_pft1,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.040265440093737226,0.025971086712134574,0.03544055617335411,0.0003780135213071177,0.0005965112432745396,0.0004257288553438047,0.0001897849200880056,0.007691873894192251,0.007836931509946545,0.03498573418367778,0.004791336610283036,0.008299634712408733,0.0185245278527451,0.007938423020509936,-2.476975051252275,-3.1055735435603515,-3.2351790568362273,-8.632614084133092,-2.8918513361388953,-10.840484228599376,-5.661061609713884,0.5270104484056175,0.7833437008682762,0.7990097995919478,0.027912196631989055,0.0003571188111860468
0.03890741880086365,0.026757594968577072,0.03388741911217431,0.00039315294253989413,0.0006318744020721283,0.000442295944700874,0.0001954777328731106,0.00794288194716372,0.008063112522722146,0.03351368660357211,0.005115563974691441,0.008022178185090939,0.01817606413559341,0.00816529704997565,-2.4403666401970714,-3.064652726568537,-3.048987772576065,-8.494077633653616,-2.929837396923294,-11.269960549936664,-5.576647420448985,0.528328505076453,0.8240658668643738,0.8456204759072552,0.028093060869001346,0.0003409820170851343
0.04090499285276064,0.025223693045151603,0.0346407478883437,0.0003770163355391114,0.0006145013050039204,0.00044588100552022276,0.00018939689696025614,0.007674572617618156,0.00797113862742193,0.03385307180294534,0.005177874137046897,0.007720670717369844,0.018421706660481072,0.008065605686470828,-2.598632542668204,-2.8695352846906874,-3.195634739793641,-8.635899042823045,-3.02851032991978,-10.827526788762329,-5.671454065123773,0.495848738435833,0.8144072257787389,0.7912978558484028,0.02753985064635658,0.0003531867466243002
0.039418322365627624,0.02616954283096672,0.03377644580834571,0.0004020466814190133,0.0006059478456557883,0.0004449772324864385,0.0001967229873822449,0.008185111009947392,0.007782456811201366,0.03378500977654709,0.004920582277830974,0.00779457589512308,0.01971419533494121,0.00824025203892584,-2.4324351307258905,-2.9526723377584667,-3.17550787481815,-8.310347657092226,-2.8547244515262737,-11.339863138586187,-5.613671272227263,0.5240335856887381,0.8051427783634268,0.7924019911415885,0.027814730128281916,0.00033394370306777404
0.03841287359888406,0.026797247466517446,0.03360313839017044,0.0003726799411161864,0.00058827078509639,0.00041577983107216905,0.0001978356026796475,0.007804715105026531,0.007665184493431517,0.03530302652277715,0.0050827925755054515,0.00818131425832614,0.019865959217963778,0.008223448160588115,-2.4680386394167177,-3.0839829962992846,-3.1918907843084283,-8.361476855392628,-2.8808323997373386,-10.852363077299636,-5.7188659581797205,0.5308403391810502,0.8342734938725331,0.7933870672777468,0.027548417177462318,0.00033383448303224406
0.03860157509587054,0.024699210748943153,0.03369326007687762,0.00040304524113398375,0.0006001931960831478,0.00043890994470951523,0.0001878347760175313,0.008089857637747864,0.008364851184149683,0.03287988736301335,0.004962420421617183,0.008243022369336288,0.019195064179551226,0.008189327785118968,-2.531271656768856,-3.0803396106337093,-3.284357974218452,-8.145936343835842,-2.972738245904928,-11.11191021169031,-5.725045144928122,0.5318880268977674,0.797164810461765,0.8333817575412301,0.028238594383838606,0.00033543370599737796
0.038232343016255436,0.02574602289909647,0.03377498120357497,0.0003756445622609735,0.0006333425257259354,0.0004544739089137881,0.0001961438847176068,0.007802441058531493,0.008090696535791248,0.033848110337519215,0.004927599515588002,0.008253083744427575,0.01847472965510797,0.00803511712842445,-2.4780654180680006,-2.9348169536522515,-3.1287585056840603,-8.87704414340885,-3.0001798794112613,-10.580516880654908,-5.589263087318562,0.5196086958352121,0.772118954148631,0.8120822905584203,0.02648335664210593,0.00035973886292250625
0.03716385961587454,0.026676365155286437,0.03311683854399643,0.00037330558840752305,0.0005979684832598915,0.00045612407307397257,0.00018116836755164875,0.008007933959747067,0.00795736635068562,0.03565724851885272,0.005197378409890446,0.008334268144501396,0.018920267375074462,0.00839854498918558,-2.5847211992357697,-2.9674127185672,-3.21259131657895,-8.383152344887359,-2.9897830250858624,-10.965416051605999,-5.955373923236256,0.5042436428582552,0.8414226060776112,0.7804928495806299,0.02891228276975228,0.00033860924833756896
0.040660122074780966,0.026223274545441357,0.032812415091156746,0.00038130428001002337,0.0006220948952041309,0.00042807957340575316,0.00019657577857965972,0.00781401643882004,0.007749093747965079,0.03410213903234078,0.0051341269946634524,0.007622915615655913,0.019801016199106097,0.008280531311690587,-2.4432136180978303,-3.059805869827028,-3.188069821828735,-8.45414481748252,-3.075355668351696,-11.373409083596382,-5.571018270717865,0.5046954877881559,0.770070025765446,0.8025998323867117,0.02681488550706983,0.0003359324884243636
0.0371277867300719,0.024470422318127783,0.03561386279021909,0.0003796047731225591,0.0006298458919140574,0.00043195955926721163,0.00018891484203650282,0.007666218523329601,0.007805545481356258,0.034611895069583544,0.0051818304120307065,0.008178012614948561,0.019124362591734254,0.008409897518584085,-2.534029800822008,-2.8690673146486594,-3.2678400375525114,-8.371100074860733,-2.8904014074300086,-10.917505672950362,-6.071333484054141,0.49978225042723273,0.7724912368335237,0.805438692069235,0.027049403945116613,0.00035493505848963015
