nmax,nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2)
1.0396144810340764,1.002971433335288,5.250371147156938,1.2636433450483358,9.770792982961371,-15.5809030266263,-10.593971885639592,-18.78336116275675,-9.611236518191957,-12.438873109566572,-19.111265425343248,-13.331027092745128,-12.210423197565174,-0.3005623236286965,-15.86307114880443,-9.158885654135018
9.885839942787658,8.128172871461217,9.940307507938801,9.714684831941524,5.4058558788473885,-6.142120587575741,-17.802181773871094,-11.221138381568643,-3.9005310088927203,-9.943827112554848,-6.016289246937086,-5.15954853331289,-14.955964089266413,-2.5735824784429475,-10.84953362490734,-15.817316437931279
8.788742936095993,4.760369254956283,7.752811945417477,5.932297649994336,4.436845770110503,-3.883459340732472,-8.3690483602722,-12.22781416170207,-17.81900238033097,-2.1806382560425135,-19.294155251700836,-2.822571767475683,-12.836765654825207,-7.2771586063220255,-1.648225495669866,-16.98103835147242
6.102554280749292,7.879895761331729,7.818254494471517,5.730687231395536,6.622655139158122,-4.925212816756394,-3.263550008627508,-4.839919372170312,-12.955301630693272,-0.16514461895111054,-11.353396394985843,-19.513152415097224,-12.783922663449307,-17.45711920398052,-17.58329194700534,-14.397452701872803
1.4803794475953476,7.1966096956860675,1.6658999578171456,2.8296059989236055,1.8360974304470745,-18.74296215502968,-14.671741855763122,-8.619210543558639,-0.8027574267078492,-2.5764225784428376,-2.568914883638037,-16.496265982850613,-14.72834684939338,-18.479772995773416,-4.508480035687819,-18.61065560043732
6.0102610373876795,3.2308801509155565,3.1910107062587025,9.916525497228447,7.8110182628068365,-3.3449067700081017,-8.61754456165415,-2.666815680864392,-7.1547382705895775,-1.1711432745527297,-14.401362137691828,-8.15314103892039,-6.266386176055848,-12.180547629946648,-2.493811150159342,-0.5019170542273308
5.443925422353955,4.515765893239052,5.247441357008128,8.674630711587383,6.809215829663509,-19.10902978688991,-9.210818782130275,-19.6557275574547,-4.507146117032233,-13.466585756504973,-10.607051105865146,-4.106305692438124,-19.075668536013346,-16.84502344172695,-12.080588508742215,-15.424489245443345
4.041112831975568,9.983572641032186,8.428729938164295,8.955116334640977,9.433491702091978,-13.215375981747506,-14.088168539850194,-15.34215639781571,-3.480673464968362,-6.476917940524821,-15.300177548590742,-12.497822798711947,-9.916435897737315,-9.490012860252303,-2.3143182018208783,-12.426733954350397
9.176716274504612,4.972308042878106,7.717354073131184,9.372288879865504,9.168181335669397,-18.866637940815945,-15.90648452996626,-10.509582031907726,-11.412069629933166,-7.246255869739581,-1.2002898885742965,-17.76314624556882,-11.008012563828617,-16.17102034604593,-2.2072587918808466,-0.8048543025471098
5.308315137013151,1.9360926795532667,8.067652000504058,7.274272154431591,4.192037439492794,-2.3405912680176293,-0.5809453933241286,-8.898708402309111,-8.742014564248583,-14.079481248235822,-8.368329883932049,-11.251117821555555,-13.986398564131768,-18.663014589174363,-14.971113591788415,-16.06269247141448
5.87837786098554,6.415030195872345,6.477145518754148,4.493629009411112,4.791067603169464,-3.398655250151265,-10.522967011008468,-0.3433106904712666,-11.251617122823589,-7.073339202105005,-18.997776320031424,-6.998535504065666,-3.056614751141378,-1.2450890131874068,-0.15331982836856994,-14.384644951580261
6.1783305834314515,5.056461869789326,6.074357325176539,2.41707661470862,8.705346153363474,-1.8995780274427077,-11.051732904052843,-14.419445754685821,-17.197414789705054,-6.393079986921693,-13.78658639154737,-1.9001824587235667,-6.646851750587087,-7.150862029032611,-8.867897893625008,-19.08905084536836
9.387301921170282,6.65143743969514,9.946557850447993,5.8362076429559835,7.390998027155918,-18.88142979846218,-7.428450081214125,-4.783472729351891,-4.507565532434111,-4.6747781206173205,-15.496975716856014,-0.5895702956560065,-0.19587579956371926,-18.495642084284135,-1.3647161860460315,-14.23996103334305
7.203556735758683,4.042998286625189,9.709788910358094,1.9135347247318193,5.479721352607384,-11.481848940352714,-13.5121332996681,-7.153873581485044,-17.391990705908817,-5.738417879139433,-0.48621673628473516,-3.9892815820742626,-2.88566661710005,-12.84322881073785,-13.53475653102375,-9.71073774166635
1.4115395328604543,9.508223210108794,2.29406655714573,9.127117352512832,1.7522399980032013,-3.6297639391966534,-16.97594573502352,-19.241180879579694,-5.682159939837769,-14.422720526528877,-5.781526559591445,-8.953803515590888,-17.834732934421694,-1.450611541306845,-10.998947922206797,-5.384499171806109
5.5091851481406255,6.439253274650842,3.724962331210232,2.8032427360310526,5.88313183067261,-11.23964243787706,-12.236747052664732,-6.615912817617003,-6.258918022978396,-19.086190883783864,-13.258984564550925,-11.80588545049509,-18.071845992833055,-15.305572752704062,-18.972328235267142,-0.17478223752129196
7.629014826728601,1.787051408524783,1.182244418110829,7.473590201370522,4.9527294911440025,-4.34274548961494,-1.6228268474141636,-8.073922258574187,-16.276542383946666,-4.434338682675595,-0.9793463108299498,-8.453397387506877,-6.428250799113403,-13.284253568770207,-12.407598876259808,-5.3803754927240295
9.349939885661373,6.66089548501917,8.108631176368128,2.544715156738357,2.907631812321762,-9.412509732015538,-16.486571574367474,-7.363598102603621,-14.196101610645492,-4.24850088852885,-3.918604102374566,-10.770629630468475,-16.40186836275106,-7.1291782744695436,-0.2435383365546322,-7.610441130943787
1.3219722164260705,1.1556457819037433,3.8832577344307557,2.7620542617436437,8.317460864289774,-3.1883672259835905,-14.853486450921524,-13.519668938697137,-15.298685342469218,-1.9231873073118493,-9.997278241016584,-6.942872822767805,-11.731906474677896,-7.442817549259832,-12.321478003237452,-13.240399089188415
6.710320658561322,6.3195587024409035,3.6417515875115467,2.344136052875261,4.317190244543239,-11.737566981076007,-7.489181764850365,-1.800877603626411,-19.27992252909479,-15.151145850417286,-16.14505274863675,-10.004341266993707,-11.44895393984112,-5.492151285978251,-15.17592334035721,-8.169482521579805
8.954715372399633,9.196099659264743,9.62906144252528,7.959350368719897,9.153891156330236,-15.332835647493043,-16.068139207425506,-19.870887132767525,-5.933797287160944,-1.3444029625064893,-16.27998663367064,-7.324822849005113,-5.145450791486628,-1.5404767205536771,-7.127481542057289,-0.6911547182998312
4.10205826911293,4.149356803942669,5.88711259012911,4.451516930043164,1.0128315545877937,-5.437736700768953,-5.040830874578182,-5.135205366733269,-13.134088734451716,-9.60643948110768,-12.836526988284279,-19.68087563939015,-8.807266068698768,-17.53716274492818,-18.407177650580334,-4.965568532933936
1.0855558217629506,9.631075992478536,5.637298277013192,9.847147876355336,1.5219781522543758,-8.387761977568328,-13.048391984079368,-3.2146983929957145,-12.811667568837704,-14.816297176758752,-2.9346927707117274,-12.544403476100108,-19.665016934774826,-12.23324689329726,-6.975006846682257,-14.938245177753002
4.8878883318264155,1.5104362445400297,6.292835123625615,7.806654314743544,4.719813052609993,-11.637370607250945,-18.243178278160162,-15.981376796211547,-16.92196146775454,-10.414413403635395,-9.467814735080074,-1.1160913874432268,-18.542693064883046,-8.062627334214563,-9.522679306167998,-9.726961351077
8.858433586445438,2.849846236259378,1.3669594690723432,7.050443568707733,4.106417177223822,-19.64996066737076,-14.997657254920766,-13.844397193085445,-7.724916301993584,-16.565542698419485,-11.78021847572738,-10.398738656085133,-10.861175911854591,-0.6185787433310459,-19.094465667973108,-1.0757330895972537
6.2374349259463,8.161549434728546,4.873533562144679,5.084540931312824,8.913938491142412,-2.17090352379115,-15.250091259517177,-16.035086616166097,-10.124920039987973,-2.084487160158936,-13.58513364121709,-7.024909154751288,-5.90778141396204,-4.504374168606301,-8.777903287372832,-11.991141952248505
9.703143899190756,6.501976779725674,7.557086904699437,4.104845611262905,7.029542629027721,-14.869826522933895,-15.12257134118014,-5.777028183992416,-9.624244748367593,-6.402795452594445,-14.638174034112975,-8.085405512971066,-11.16572037090806,-8.120490291773995,-14.211493328340035,-5.762525823382436
8.25336429543519,3.339248264719513,3.7055850387007787,6.950388427471837,7.260266568731898,-5.988416280490744,-6.414299754960847,-12.183126432644478,-12.1424118793668,-14.92912928947681,-16.879009372062377,-6.217710150001578,-18.145543159150975,-1.3379334929430478,-3.548942556938119,-2.9356357748506063
9.160019331536713,4.677444736509161,8.62030651015361,2.422551702624844,1.194776151474121,-4.3806612461893835,-18.51154670486091,-0.3283591202141629,-6.571551050929038,-5.006350766182102,-15.108503260070467,-6.590078660998207,-19.139923248626353,-3.327268173520345,-16.62448054867171,-6.122574470007967
3.020324511094555,1.6160785248343847,5.333443106944548,2.523575892455105,7.5649958949389475,-15.272439716668652,-13.184796130907007,-8.70795889983699,-14.3291312762115,-12.478036487421765,-3.7691267562963056,-16.43372399373559,-18.36418836930952,-13.465680075852916,-11.554902336423826,-9.201080285482304
4.351813265575063,8.109205302005247,1.3538753890162594,4.885907843787022,4.440303231907642,-7.113188032943507,-0.7711025872418205,-9.843529408085644,-0.3611507458597636,-13.985237041227371,-19.385724162405026,-16.703302967219386,-12.137014792986111,-13.704955207147812,-18.068622793430784,-11.390063856954736
4.043041944936064,2.103572984116946,3.6650541755071804,8.977924498198515,3.7184397894040617,-5.792287077483174,-7.820263114810665,-11.499094868073403,-15.243389827606983,-12.656607483015687,-8.21706645192625,-13.020011026487836,-15.723560971872786,-17.682391297056522,-2.492637935599653,-11.237771782537079
6.62687489568637,5.413693250231248,8.85309866522167,5.922413672033898,5.32703276154202,-1.6004402906079207,-5.678177038697445,-17.78015684379754,-16.4636812221834,-4.336255027505107,-3.366558708518909,-9.150702501103101,-8.96634096545388,-7.424534039256255,-11.261596091775475,-6.464037442670312
