cmax,cmax,cmax,cmax,cmax
409.0453280416163,335.21841868750386,428.18210898032703,134.00043860598922,18.04474527218257
363.22016464650375,389.82371869755355,427.13214495821046,118.18176528373388,11.455197985583006
374.8249661995483,377.1887432189592,380.3021652092485,163.53233467083209,7.947304504343167
381.76187930786296,257.4695185917831,348.31013027935944,155.97446613336749,17.869023709959933
450.0391171188021,328.3713382119553,442.9680171591207,171.92452005758318,18.95247804293825
429.13819599082484,296.60276946276514,307.92400295470827,172.60848514838506,6.819544970083012
395.4162692407951,345.8447634191015,384.66248816696213,160.0583196987136,7.493829955245509
406.9606107232473,361.094960881054,445.47282969506773,172.76311376996887,18.839056356409365
464.33180874712656,356.50905440063207,328.80350537045166,166.6685651892513,14.350693489398607
440.37037556858996,338.1614562378833,379.29849059839137,133.4442527118104,12.789690389634547
379.6333858517717,394.9313915248678,327.8665432048062,108.49662898894664,11.54369039535736
448.7461159259093,328.78902848803745,341.5131197926963,155.81711838904408,10.205035031182998
489.930153518995,416.07612512864296,375.35577299581433,132.78839940182584,16.05698620934959
355.50694152246,335.45842108785723,350.44850914055,192.05358851025545,5.180045409090238
432.92223135775237,383.3194445919927,372.7526981286062,108.54030301627216,19.586920850418533
427.7015647064147,360.55352397742206,335.4914674061261,148.3498085106804,11.437242379374828
361.2343763002976,269.1088636385441,425.62087794281615,123.98199522065903,7.924374072479458
425.7367176875209,388.3744836452523,309.2919777868482,157.68079196382558,6.7881566426086
355.46915762384276,259.4939113891991,425.1246162312662,111.79724836280616,5.677270466184379
415.6849830714368,401.91882494956445,339.3612564733953,142.17126175259165,5.5988379884562685
417.3617771202314,353.97035451468406,385.6360580628217,133.24266921743651,9.732997709947032
365.9935428404897,316.02369771632834,314.9242003309447,176.65959447120517,19.49411446622279
495.511168500006,405.7127978875709,390.11882240094286,170.086569724388,9.278087040206211
444.6155630258931,332.01691889917794,372.3026009665399,175.77765603751578,9.228775333958776
397.70594175417796,416.4355224031546,308.43364422764586,148.56342984133403,18.692012006117928
441.55445117272353,348.35327335818374,337.4616268844033,134.32754890644483,17.780726237070393
433.8827197652687,342.6535948762204,314.93695703100434,101.60281564551231,19.455277830305736
406.54792509302627,358.5783511779108,311.95726097809273,168.31142857230464,18.988500630589414
436.34978794961296,272.7007580275739,387.2582291210215,176.63472131046524,11.09624804861028
481.9756621912202,366.7629316043256,434.8873377433804,162.35053112473372,6.969319580072364
396.45375666577837,286.32309068544225,436.32397465752933,176.04000672874827,15.145975533650091
395.14494794474325,283.1280589690384,413.46766319833677,147.41579458790795,8.386843282259438
442.49329672479126,257.26009338492133,348.925538119238,146.85569945911345,7.2193750116410875
497.6981716386259,287.6375256261306,319.55296950648983,120.35348738868964,16.535916997395866
413.8258488907764,351.7748691554568,303.1513735479541,103.44313085733145,11.687383247405243
472.49828648024356,409.34299816736177,313.005985139346,153.83631021010228,18.698445294189057
408.19591315968296,399.3218496571063,320.05434815991543,193.53944896677987,16.27134976296954
491.20015891803524,371.7911020394512,354.51058979991404,193.81811725247223,9.133501644637677
399.8258783092599,376.1455152403133,414.7974449288079,192.94034838491538,8.072036135843142
469.6997052828836,382.93828961145346,309.56918343803966,138.7223141210207,9.24148185590148
395.67356365310457,426.9304383198462,396.4166120219892,171.76761577934997,19.64926455972514
406.5802673686458,394.3312303215051,365.1796444956743,186.95336718149798,7.7098631196695475
492.15292655964197,289.3789075139583,348.9330760471397,175.61922341067805,10.9063271234811
441.231706514967,330.0232301924971,411.35549056346724,122.8331252368611,5.876869808553155
394.9894096209599,335.37555967631744,325.2030078289018,135.47972896563886,10.999745274403528
358.60877655324106,354.99530467315685,432.65151419569315,115.17429129530524,13.967120201022711
449.7108807366269,325.48024247547187,405.1646381046405,141.0731543491012,12.569559319661524
351.10295668316405,374.509620544244,399.2014018417087,103.84008773263446,10.523751610926997
496.8547761187501,325.732581262351,375.29181076977625,190.99301581597186,15.758928137986347
437.31051966863356,393.604842641393,429.654939968396,145.68880717372667,12.12662547397753
407.9076403477754,424.0071052033229,404.5749381435526,108.32230662080723,17.944394349695276
422.0839911254402,262.37570315604773,382.45758827449663,141.7164278975702,18.16624107293937
380.5991905414081,398.76362970859293,383.6533036778179,105.46103032134691,19.57767951988227
426.89228661548,302.35783376168484,370.4110262983887,185.7857783517489,9.573546865775953
378.90145947300505,273.23282444755864,344.6789097585317,178.00480870400435,12.074395477928926
384.122240554031,279.9132999297549,349.9094214765569,193.9924372885709,10.145400688850366
498.2186113931953,337.3414820377641,326.8745877435226,189.11400917935094,11.905330597022402
456.45070152567865,427.06808497764735,307.5263025479961,109.66945597875672,15.806851121941342
392.2737504943208,283.1742514510178,305.90428197295944,102.18467119862018,16.61728404679686
370.1650141054325,334.18971087480713,390.88452227692244,142.8351800568846,5.406599785043497
467.5252253881863,251.89238041749763,414.2834841566226,189.33044937881226,11.492598815857583
430.33137096466976,335.8570106711777,358.3812927935158,188.74245353703603,18.409002660049858
400.3724546962302,360.7125557226456,439.0361343218796,196.20584989413516,12.634385606330714
417.923720792649,300.16497686713467,443.8307809785615,114.28143044728674,13.697443640715875
392.38254012779583,300.2214922626034,360.7452881064283,199.87929358156543,5.824494602597331
436.78127273052974,264.8629884463499,323.17812449857786,143.95629417728986,12.65690197019662
388.8188612546786,306.9622835573949,313.04505303838994,130.32197838442505,19.498376590708162
491.70610725087226,310.2780922246573,385.62809044181427,190.95953911109444,5.09275733961345
471.6025355506388,420.70651950200545,313.69886015003357,116.1447686032921,19.41119454157033
430.63102154605195,252.55539420491027,338.6447998145294,144.99436742688596,15.393633665371516
459.9740567205199,429.17587232658207,343.12667990756387,153.82201018684754,12.999853217894074
410.84678891708563,280.44914089163564,446.6184844775764,185.33171866665862,12.474995424413558
440.48681340260447,290.9069896407392,381.568060558762,169.4970133121476,12.727505425798832
