micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.18351648050859906,0.8030561964536815,0.3726768851859722,0.028474118105585353,1.4526622124927675e-11
0.27989603035437044,0.5550543714915438,0.054498936456550844,0.018368651502466162,3.0173974395058372e-12
0.08463371098512787,0.6838274124963647,0.19423518343308654,0.06300909862244289,1.2652599686343096e-12
0.2418208158281168,0.5429063250242648,0.27120005864332364,0.014291128855123812,7.215416126133012e-12
0.1416839835221504,0.7313043047201295,0.09734931483086823,0.012426406620121335,9.343039855603061e-13
0.19954213376923524,0.16240123349836727,0.21025163391491702,0.024282272424103992,2.0800399636506576e-12
0.014895236432035344,1.042663485010189,0.13635081577148617,0.003461665372849171,1.6512171735294998e-11
0.20947743138549396,1.5785557166731325,0.18340707920761606,0.01367552020770916,2.275573508343071e-12
0.0012688887856365392,0.6017787749788921,0.01162235218604248,0.049018950737636964,6.518778542922444e-12
0.07583393725902161,0.19505385846375,0.2863007741555532,0.02718000431469692,2.828770858988383e-12
0.06198577504465752,0.18676353949647342,0.08750865017930944,0.04266574787832791,1.2101951691443818e-11
0.14973807446561133,0.870113552041601,0.10519423903159465,0.040280977558447464,5.077138576696252e-14
0.095235950464546,0.8398981029405453,0.04875189450279139,0.004672924322525943,9.439971979318553e-12
0.11069440328768214,0.3485379630238044,0.09937299926263561,0.03977083911448118,3.503590117429489e-12
0.0038951316225890025,1.4476297214606466,0.1801058626549099,0.06398169370854694,2.7246167879594607e-14
0.0636216734760848,1.3443597564701384,0.3972692646032967,0.009280341985784476,1.3787296244584562e-11
0.14234377234023138,0.4104370002350746,0.3291969615931001,0.02044129112558157,1.3393810070133381e-11
0.1381400041071392,0.3193471001650756,0.13976701619454632,0.017112210175898417,2.760386905173683e-12
0.23706464829249516,0.9008951124873368,0.2515105431011352,0.010138730116060224,7.44880987889285e-12
0.05867940715707616,0.8604605202512562,0.20099249755797693,0.000996998224145176,1.1826621359093488e-11
0.03186374415847786,0.4630088169731982,0.310863016549926,0.030114598888539117,1.5835805826555082e-11
0.19073212151779328,0.310713385002123,0.06423061850688083,0.021125501247937873,1.6274135554631471e-12
0.280559428092638,0.68792539580714,0.3680411390159073,0.012681965815222223,1.3336539649991478e-11
0.0647296739319256,1.562162622829132,0.14204046707454515,0.03681082379524138,3.094462223287579e-12
0.06551614278852744,0.7933174508175368,0.15479030863416787,0.015308415672775789,8.389517921136572e-12
0.107780027858287,0.7708913342588759,0.26276137872243377,0.007654800304898684,8.309649508730662e-12
0.07984578425469042,1.1880531669668029,0.08367522621809367,0.009968656846962723,1.5904282316748086e-11
0.17222392207126394,0.01902332827228404,0.3784575803029814,0.04558656763912591,4.451658683738064e-12
0.1523562083403395,1.2552586709516405,0.3734208678896014,0.033338142003032326,4.077006195697119e-12
0.2520011042760266,0.19351104638375982,0.013917190199977515,0.041160291286404534,3.4207520251370777e-13
