micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.9330855642174115,0.14637804368101623,0.06579153891860272,0.020571722998004492,4.29008730624943e-07
1.4034309703780095,0.10348937854172649,0.011328646766515368,0.013714442085316404,1.0099582692641427e-07
0.4505241031167252,0.1257589881926513,0.03524746382851242,0.04400617407473219,5.1059908981607794e-08
1.2176187076141738,0.10138853312612843,0.04842163166387883,0.010947551716093505,2.2063935955511048e-07
0.7289372483424287,0.13396949443691006,0.018663396221642474,0.009682204484566295,4.1627663459282575e-08
1.011292947463387,0.03558516471647868,0.03798901841686319,0.01772725628414848,7.428113885118431e-08
0.11019079391177483,0.1878149837737035,0.02533932881841955,0.0035989872065900026,4.855968945487058e-07
1.0597785608546457,0.28049052145592657,0.0333940045457484,0.010529817276567552,7.985384487770446e-08
0.043692350741134194,0.11156975172167338,0.003989411617443418,0.03451285943386723,2.007851884236822e-07
0.40758000186339893,0.041232008235766955,0.051006438824922236,0.019693574353748265,9.561996937897891e-08
0.33999907321498923,0.03979830622918006,0.016978958127290195,0.030201757491466245,3.5990562323610154e-07
0.7682423154662998,0.15797473442865745,0.020006221085501295,0.02858352048788111,1.6446984352581944e-08
0.5022644841637284,0.15274936853174811,0.010344918864028642,0.00442091292285306,2.840392014025983e-07
0.5777038515746296,0.06777507244783429,0.019009792656082162,0.02823735511501662,1.1485231825416659e-07
0.05650877555116316,0.25784858659293175,0.03282893144184949,0.04466614931206136,1.5776515642456723e-08
0.3479824816600216,0.23998939967726984,0.07000104530745671,0.007547374910198867,4.079379430246289e-07
0.7321571081583036,0.07847969964081526,0.05834902947105651,0.015120876115990788,3.967235870471631e-07
0.7116421433118943,0.06272689531258102,0.025924083846082583,0.012861856899004853,9.367102669428548e-08
1.1944079584989356,0.16329800186277219,0.045051354227044316,0.008129852570320078,2.2729108151209174e-07
0.3238635449884166,0.1563053691000022,0.03640412120181974,0.0019265344977046368,3.520587087601937e-07
0.19299943611133186,0.08757130630213607,0.0552107866242594,0.021684906386993996,4.6632046613997993e-07
0.9682988808038598,0.06123380743474619,0.012994430181368708,0.01558516155639328,6.138128621139035e-08
1.4066684422187765,0.12646768069517247,0.0649980328170237,0.009855619652757174,3.9509138007230274e-07
0.35338967566811263,0.2776555507351279,0.02631323309600669,0.026228773290242466,1.0319217326529209e-07
0.35722775142570845,0.14469385526615638,0.02849563840910538,0.01163785348555964,2.541012607294429e-07
0.563481300242559,0.14081555233993426,0.04697717293795924,0.006444328769046272,2.5182501097473635e-07
0.4271583647801336,0.21295822368775266,0.016322786457925176,0.00801444570908907,4.682720461114564e-07
0.8779763320898483,0.010789835220201329,0.06678102727245941,0.032183742330141596,1.4187227240747094e-07
0.7810191674298377,0.22458053475890286,0.06591888730937769,0.02387231064435095,1.311946764929652e-07
1.2672999098248758,0.04096519910772262,0.004382221728133207,0.029180197660721746,2.4749143134015258e-08
