cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(1)_pft0,nfall(1)_pft1,nfall(1)_pft2,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.03951547783276329,0.0073897945523255576,0.006368507998610258,0.01209424261142023,0.0021692008009708825,0.004783849897057254,0.006114480157413612,0.006032868389717814,0.0008183880388947101,0.006958403193342754,0.011257165268069648,0.029073172051715203,0.027782640833216268,0.008765595698703674,0.0034469737712554465,0.0032092262805949873,0.006551620236304626,0.011158053368432163,0.007829815105984362,0.007944706630980968,-5.211773432734785,-5.1400156962609715,-7.627959971935827,-4.592425750667975,-7.663287408287452,-7.211570381360507,-9.931277207056368,-5.004032145006969,-5.137657982986759,-7.754404490904635,2.7220819313714446,0.08654114842690944,0.08652924319861892,0.026656898395497907,1.4637762564380347e-05
0.03827669807851066,0.007611226215958948,0.006947792413218363,0.012213046489265229,0.002294904594059306,0.004963850457539462,0.006097821703832502,0.00588506364465676,0.0008093564788349654,0.006679906212517154,0.011390880137105146,0.02789676396733054,0.026813410645790233,0.008853633716946889,0.0032350488247658966,0.0031108066375294674,0.00672709194296082,0.011340141654948763,0.007620423740137862,0.008244695684668634,-5.155278101516656,-5.419568441285624,-7.541854187384006,-4.516060950800415,-7.236705952360706,-7.204142696268682,-9.309122734272375,-4.869643558796806,-5.607039407063044,-7.470509897888229,2.6445510718810916,0.0918715841455286,0.08971817716034568,0.02625481796835276,1.431014726999854e-05
0.04014216225117155,0.0071857443776303,0.006654150089237545,0.012062636978416868,0.002295453230038984,0.005001330407672899,0.005924344591673081,0.006206608131792672,0.000789894474037197,0.007019874233803755,0.011187084055816374,0.02854893733441162,0.028859857115332156,0.008953150463277427,0.0034129483252241027,0.0031645991708686714,0.006414623739031986,0.01099767915867417,0.00799309410148073,0.007937515110696078,-5.384900614923938,-5.378952945153389,-7.393484038367909,-4.849546151487541,-7.573453626669615,-7.470265585611437,-9.14592829694012,-4.905268532075535,-5.336280329857608,-8.044709203295374,2.721163437376365,0.08848388185218281,0.08671594510422997,0.02793459070278778,1.3898816042929543e-05
0.037775165321912524,0.007442499396882595,0.0067908958453012595,0.01286300006600178,0.002130800635865058,0.004991891510849248,0.006354812348016781,0.0059310997173409345,0.000847325454071175,0.006536630186685257,0.010938501770546314,0.02733829172510159,0.029075393410261958,0.008817735744537567,0.003536727038203107,0.003166524734747857,0.006688997845350296,0.011466689321245949,0.007862844138077755,0.008295307374010586,-5.469128508409065,-5.459132621540291,-7.423307063337679,-4.547389250272062,-7.405370865182069,-7.28228939018017,-9.459659216952577,-4.884854152744295,-5.309580131516803,-7.802554887733821,2.7251079898272144,0.08794631278612716,0.08629909494790239,0.02806227765871097,1.4023308763497435e-05
0.03797302628222964,0.007622095515662499,0.006634188751841864,0.01289224980125353,0.002300130240748302,0.004875553115491797,0.0062977062092931715,0.006138779881577671,0.0008199600716740084,0.006748067905401477,0.011161126242938243,0.027438576600960298,0.02928525538764654,0.00911509299674638,0.0034468477035893815,0.0031853011024855723,0.006876780474085941,0.010847332789541437,0.007946261249688944,0.007952032450228607,-5.420328359949846,-5.347278840053111,-7.723119574924388,-4.602565906170567,-7.576915213006058,-7.079430266367443,-9.525615522424326,-5.272224772609703,-5.274621260569757,-7.990981666573307,2.7025459847204263,0.09102480072816742,0.08872679969181167,0.02645190191418588,1.4086179284566941e-05
0.03722352202226257,0.007589156370961865,0.006596899355619425,0.012014323599997443,0.0021270824366420964,0.004849474674656203,0.0062888243234022435,0.00609312152901966,0.0007934411064326733,0.007094468359895202,0.011442291078584271,0.02714189254305178,0.027173559414393318,0.009004616499235297,0.003336896382376724,0.003038408924855802,0.006605661130565117,0.010938379567651523,0.007987396097180239,0.008321123536805308,-5.215662353465037,-5.187020613988867,-7.3884918817778305,-4.558716796992396,-7.6484367035308845,-7.258997891796102,-9.217041807397326,-5.1620676626672015,-5.220679565262008,-7.500101555604006,2.627588224257577,0.08584294748938619,0.08410422872333297,0.027835103487606074,1.3766673950306825e-05
0.036995888311259606,0.007177570197968231,0.00641555085016784,0.01200889134663333,0.002150449827108436,0.004936432279906478,0.005935600680276126,0.006004092302242746,0.0007983857834666946,0.0068879706498494115,0.011407509399020275,0.027732031786220957,0.027668944550596604,0.009129295227882127,0.0033646375870049886,0.0031630524280338674,0.0066276935342718295,0.010991101079304193,0.008029083923161586,0.008004761786906683,-5.587782639303313,-5.1297152723794435,-7.144987495230559,-4.426407781969974,-7.581465220094341,-7.5866473789964415,-9.1354899126209,-5.099306452856933,-5.290156843407094,-8.078239786575624,2.6898181839168127,0.08604092779231703,0.08768710643862213,0.026558855412326738,1.3822336655864192e-05
0.03720846442400645,0.007455217210292248,0.0066332064865436725,0.012698602124193045,0.0021738084548203512,0.005099745782903223,0.006060264442578044,0.0061171799490306695,0.0007782553509133559,0.006674384262080529,0.011132673749308333,0.028893663656769885,0.029198192380898675,0.009161727014613123,0.003445299857047358,0.0029678078243653796,0.006503423431793434,0.010831326205388995,0.0077141319249813605,0.008162764435152261,-5.17153532089073,-5.536111694506639,-7.784464084748962,-4.7783291128084775,-7.747764703049798,-7.060931973437526,-9.604094837523744,-5.154826528055417,-5.259635742070745,-7.751954732092937,2.730524798135912,0.08717781859456583,0.08413052940190857,0.02696170272335702,1.4324221560543416e-05
0.03805509370864847,0.007064739966782721,0.006519013057122901,0.012059812825330946,0.0022573277364650343,0.004743634437697305,0.006310916123543364,0.00606266327954522,0.0007784421624663727,0.0067006553627160645,0.010706344246735628,0.027553738630547327,0.02715597858724289,0.008899889467259437,0.0033787420168438992,0.0029832771294551978,0.006223438492185999,0.010734764154811402,0.008292645565819325,0.007956683316462373,-5.358441333673318,-5.544225502456106,-7.167972766075037,-4.551994852800159,-7.256121610210687,-7.143973807782733,-9.153244518199116,-5.230582232650158,-5.628338535519303,-8.16341639735038,2.590800670589044,0.09207044331036979,0.08983414240413996,0.026313438273382443,1.3496940587358011e-05
0.039910498365071254,0.006961964613819282,0.006499240699589916,0.011947929875214388,0.002140215025118337,0.005117048815322789,0.005981058031708184,0.0061211149069209676,0.0008223712471708319,0.006960501851062622,0.01124566404661226,0.028150508185805282,0.026966757360661415,0.009007972363727919,0.00351478955173762,0.003147194646324181,0.006252655144443899,0.010671916379676096,0.008360966220609738,0.008115464157814178,-5.148470941681488,-5.151938811592509,-7.174512421315133,-4.478755753906678,-7.267520050020392,-7.489653170624651,-9.628612289860138,-4.917469802288647,-5.220097135146871,-7.739184710810617,2.6453327389416805,0.08451579861736708,0.08981913182431558,0.026776990744363533,1.373370033012297e-05
0.03914722760100168,0.00729113446609851,0.006980713310828491,0.012143161944971547,0.002162457518039793,0.0048102271250066615,0.005834108603257055,0.00617821672216623,0.0007823382112216037,0.007043218235654684,0.010496357078772365,0.02918360759785331,0.027468718744217503,0.008608592747715891,0.003328836177631266,0.002946578289192517,0.0066125497694743355,0.010885021991482528,0.007637707274436428,0.007672749548340329,-5.294304528866908,-5.070093554275206,-7.169042059547845,-4.614838136222532,-7.932080767118392,-7.757745185888777,-9.90020761921728,-4.871433313835759,-5.463993113831107,-7.929194296756498,2.703736836895427,0.08893216044822772,0.09158568649167897,0.028502876801135286,1.4204725297805307e-05
0.038405220505166496,0.00734825853538339,0.006676686036187121,0.012240915826346467,0.002270514569723628,0.004661285706718173,0.006042920456457139,0.006310341124941995,0.0008101709952942211,0.006523735007207219,0.011268647882200049,0.02684065240514424,0.028274928577927703,0.009088569545743826,0.00349016640636984,0.0032052880629258747,0.006666735856771201,0.011512334830816682,0.008072071397677034,0.008112723279983173,-5.573237411976239,-5.226458680624063,-7.342353976021247,-4.6351645419987495,-7.2849326097318485,-7.177594296938178,-9.705348422731813,-4.925412423113987,-5.186386231446873,-8.070410004688773,2.725539056644366,0.08832919848717305,0.08560110647869623,0.026335342821758086,1.3380087076025824e-05
0.03771904313709272,0.00724360559567729,0.0068203002771555134,0.012314818905450511,0.002173986006835075,0.004664883971143466,0.0062076523908536395,0.005982361210181428,0.0008217963414012925,0.0068184385667523105,0.011157589832867595,0.028627509342830565,0.027742564769959205,0.008728474946022895,0.003382528267338525,0.0031743599916153873,0.006682904982646181,0.010683788955023895,0.008142029117477549,0.008355565967255927,-5.14696138434692,-5.41634265313471,-7.559778357969239,-4.649073481634512,-7.260494574143772,-7.130949782026371,-9.571101131169005,-4.8243638251872785,-5.402388478909998,-7.49550889375718,2.8115660390868022,0.08606559542529449,0.08843235412664012,0.02651325938785296,1.3555750898313311e-05
0.03646195149245888,0.007268273224751174,0.006425062734456628,0.012449957687837649,0.002262774337493967,0.0048193550235381775,0.005909064728828329,0.006114942070920126,0.000828193593619974,0.006824098581647,0.011435414403856693,0.027785713092179656,0.028364566126433788,0.009116538771458748,0.0034405418607146914,0.0030827193759169675,0.0064293656915142714,0.01108213079476232,0.007722670730992396,0.00792435568749977,-5.226276529768264,-5.201690930059872,-7.177422210940188,-4.7567176365038355,-7.218022570382427,-7.196765543168609,-9.857451136677076,-4.853499733886792,-5.536952752041483,-8.073841080264025,2.6246576455570643,0.08704140092240936,0.08912648825031531,0.026517455811230117,1.4267010698420757e-05
