cfall(0)_pft0,cfall(0)_pft1,cfall(1)_pft0,cfall(1)_pft1,cfall(2)_pft0,cfall(2)_pft1,nfall(0)_pft0,nfall(0)_pft1,nfall(1)_pft0,nfall(1)_pft1,nfall(2)_pft0,nfall(2)_pft1,krb(0)_pft0,krb(0)_pft1,krb(1)_pft0,krb(1)_pft1,krb(2)_pft0,krb(2)_pft1,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.0017813383165884676,0.005411431821471364,0.0027953446463652703,0.03366674782015299,0.014531230691339237,0.10209614052490079,0.06116823598008675,0.003516362419428606,0.03075781667582755,0.014988961743175537,0.0023599032422182992,0.01717044039284197,-13.135853920246161,-5.0457335431007255,-3.827743198908859,-1.5843996004903496,-18.16547522595311,-2.0029527906764777,4.383183503383165,0.45491852387669535,0.21354645948278528,0.0034123282333276953,0.00019962756711211925
0.0017859156037941346,0.005583972943130713,0.002729909175186611,0.03504394699131022,0.014666535828311853,0.1016586596523655,0.05947441144115014,0.0034000174591028226,0.03311801813803438,0.014356739887762668,0.0025181777574700363,0.016059795494140654,-14.070170790487705,-4.739837183931294,-3.765045127128617,-1.5817232319344448,-17.152774828328855,-1.934151030016173,4.302937805871619,0.47319471346128655,0.21575350595878723,0.003237132177008289,0.0002100964218797805
0.0017212366392461158,0.005595682782289072,0.002646706269356613,0.035840042248462926,0.014691164920515401,0.10609741294105965,0.06301926630254541,0.003625491339493652,0.0319662959892595,0.014475047977497515,0.002549362993934427,0.016585006805777118,-13.127345064880911,-4.868330435542204,-4.020803466832227,-1.5278572074281267,-17.952035229694662,-1.9718987441784352,4.4484071830309695,0.4762590668991603,0.2138147076995309,0.003402665556208664,0.00020316183501774005
0.0018119499324843556,0.005365575732558171,0.0026540048096146316,0.03593324230805174,0.01555208693194161,0.10676071390678198,0.06106795575339755,0.0034574956177491397,0.03144670460801213,0.015129063101529628,0.0024204936415053,0.01594399061909442,-13.442122389989631,-4.914715847404363,-3.783151764538098,-1.5518273288502495,-17.936000937973287,-2.037558757013527,4.1992014274956855,0.4554378385420685,0.21180979776738018,0.0032433905754743093,0.00020401359172321281
0.0017436509433462306,0.005565438152111459,0.00261042634625333,0.03347110923278463,0.015113032864979252,0.10406495846726915,0.06166885232838093,0.0035817385587197993,0.03090268577709377,0.014085279879112306,0.002441892747184546,0.016105500782336305,-13.689195346654662,-4.905531029145927,-3.758964333355473,-1.5603024369776797,-18.504500875641465,-1.9286618295772395,4.230278222442207,0.46636108262639825,0.21564028725811896,0.0034250716838462193,0.00020308568545937596
0.0016975905676268113,0.005465300703830913,0.002587304329719748,0.03537338204915803,0.015556786466468759,0.10400538202611793,0.06341430082401278,0.0034567841702569215,0.03061294466387327,0.015305304226362046,0.0024252455944830296,0.016911507685023176,-13.169657124626498,-5.011017339744059,-3.8155065691757746,-1.4623307044513512,-18.451617967342138,-1.9388368543413386,4.315579450577165,0.4763390371349399,0.22051005254356593,0.003478161164818938,0.0001968489765140317
0.0017070785219955253,0.005108437237775105,0.0026561922145162875,0.03357991011303915,0.014758327879548989,0.10914914018812316,0.06382122277077928,0.0035486024216895952,0.030860879465051966,0.014620553837233066,0.0025610141964713035,0.016339965664080806,-13.080117326374928,-4.943730283935594,-3.68998965209009,-1.5709441810431406,-17.281886548975898,-1.8917044682298507,4.406649679056254,0.4585225359498531,0.21107103350848155,0.003398569176636062,0.00021479311785519995
0.0016904295859481084,0.005104802466418693,0.0028105138249072906,0.03332201758599397,0.014905950327247272,0.10962892241893066,0.0632241016208374,0.003397767334412733,0.030108018292107918,0.014827749732328237,0.0025278747944088666,0.017046742665708235,-14.137783004874617,-5.017174989594435,-3.8474900385389983,-1.5096044929174068,-18.352926188806403,-2.062557858951591,4.391776637929104,0.4555934922861612,0.22540422333985996,0.003265064093865737,0.0001969200994553001
0.001655110374494739,0.005600099019304387,0.0026008956856264165,0.034004100501053985,0.01442199256205315,0.10988980527462375,0.05944858182673604,0.003499833083429729,0.030379821004204076,0.014840252092185535,0.0025524457536209963,0.017066279051836837,-13.638531342991044,-5.038627855430161,-3.9120025853551876,-1.5414462668600624,-18.272496703106626,-1.9438986206249702,4.195278447706884,0.46845243497694533,0.22458624254811818,0.0035388303637697675,0.00019723096964999483
0.001710592065638015,0.005184068661930763,0.002679581620746308,0.03398274814749194,0.01559386686665877,0.09990207441249807,0.06016217608531184,0.0034571974253117454,0.03206323095535221,0.014349493972115901,0.002371524728571898,0.016569914018553133,-13.519110034482015,-4.757436592148886,-3.766595678564233,-1.5688169680110444,-18.89669625517361,-1.9893578402210685,4.243868445020806,0.4409143231817884,0.2104894648139888,0.0032789985086585046,0.00019725709005317206
0.0018001090287359785,0.0055420425265307926,0.0027427569055854958,0.03620915953769899,0.014541092817275246,0.10365147142212595,0.06336900732785233,0.003564233191229715,0.030649026479987077,0.014997276355934619,0.0023903798818874842,0.017247814926426987,-13.39174726576037,-4.781716640491369,-3.8480506461997184,-1.493917998449277,-17.193155278827735,-1.9408977037165256,4.610944972061532,0.46534918642439205,0.22922160953344298,0.003355332782168671,0.00019744006025882986
0.0017250864420561426,0.005335379366298681,0.0027114439942422987,0.03422832432289553,0.014696563648319495,0.10286755095913747,0.06088102361790035,0.003534317833855408,0.0302189797952654,0.015181437681051464,0.0025159336161620217,0.015841697060399684,-13.44006140217899,-4.848136235757151,-3.8289870693318986,-1.5580398776744147,-18.16062314696286,-1.9244894310832552,4.208592290360802,0.4635017295265982,0.23128003595183771,0.003450750206867796,0.00020463757631374897
0.0017855967366937234,0.005318532695958578,0.002597373824944198,0.03394467323949518,0.01529701576791257,0.10060005000606273,0.05968595713590728,0.0035653831705542687,0.030497424348830546,0.014052165649221779,0.002493581167427968,0.015783101048852836,-13.712176394244777,-4.885635785032093,-3.9951484886011484,-1.5307935768367176,-17.795311570626488,-1.914952028429687,4.431931955832018,0.44014667062926843,0.2296933570981486,0.003308463846541317,0.000201306653339153
0.0016942389893744966,0.0052917937598522605,0.002778922919543447,0.036195477021450574,0.015601288390165927,0.1036036199052473,0.06096374694488983,0.003436784240063297,0.030744815803516106,0.014642969211719693,0.002424659852448657,0.016906601617996644,-13.568814906860295,-5.088755892786662,-3.9655315618821727,-1.4620235349331052,-18.331664269013164,-1.9521230842271848,4.4874143927460235,0.4652330629751689,0.21964585858878286,0.0033379403182880597,0.00020976458946888026
0.0017034346115082546,0.005300420155002011,0.002734185681893929,0.03566974245493075,0.014621977155717995,0.10861960528068633,0.05868372523850158,0.003608023648060912,0.03055658682328319,0.014655741483281873,0.0025593773788379457,0.01584329053211616,-13.331101776713322,-4.985175670485418,-3.9431610196788696,-1.5143024765437416,-17.10341889602458,-2.0718854829575966,4.352307984202672,0.4606297242658082,0.2276660533104997,0.0032429858610509635,0.0002041664540210357
0.0017845760282621255,0.0053607692057244674,0.0026949412580044674,0.034724108547645564,0.015273346862760143,0.10628073631239038,0.06226336942742009,0.003688426730854512,0.031555472019525854,0.014472752076449224,0.0024538972549093207,0.015875869926190705,-13.856496271864403,-4.9478320543149215,-3.8367581607441696,-1.5491346744356438,-17.16808160754566,-1.9558082049234986,4.290228420380869,0.46217280822619844,0.2169555574962994,0.003457023749504339,0.0001991693497249998
0.0017091240275599355,0.005349830664566623,0.002695889473239314,0.03456195961800439,0.015451741788924929,0.10216696467624474,0.06072512465107694,0.0035183137785370355,0.03147889530908608,0.014010689752287904,0.0025062859859527045,0.015988526542073226,-13.060775796655792,-5.0112302181137665,-3.993979088645811,-1.5637344675389169,-18.009971238866427,-1.9688338803074195,4.480798680975194,0.44953597904715964,0.2290077781993399,0.0033994118769845897,0.0001962722411207028
0.0016576821748121066,0.005540716449748163,0.002569586884654474,0.03375710862277733,0.014420248238900783,0.10515938245111599,0.06314684305602046,0.003486073717157548,0.032046177745755446,0.015290490335615178,0.0024771368625123727,0.016102260064675276,-13.783587955936207,-4.898067412219984,-3.856203606588654,-1.5156866418218313,-17.92800383211384,-1.9839677472517525,4.21243433475486,0.44691135409002475,0.2113170216831425,0.003413139808389199,0.0002032094430697291
0.001735715989418461,0.005497419279641787,0.0026222329276832683,0.035381947865281024,0.01532992715729634,0.1028173176895437,0.06272811275238221,0.003497437144401933,0.0301959282086517,0.014807371355837238,0.0023923202867647568,0.01708435158550007,-12.995492133217816,-4.761266341404619,-3.944895002851562,-1.4765360747711327,-17.818791039661992,-1.9777896088655398,4.276071305653306,0.48036630844889067,0.2169854414674044,0.0035591575643567027,0.00020436519652178628
