nmax,nmax,nmax,nmax,cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2)
3.5909445950914054,4.284102037942019,1.3107778926215714,3.199381466985195,0.09760954020403435,0.17950659971542116,0.14762530037279833,0.04905770341769862,0.006362508116699673,0.16205200336218756,0.07080948521458795,0.0020363636350843087,0.023063353432875022,0.06389884778350985
1.4238100814444883,2.205024827016298,1.907956136349755,2.1757436624608446,0.1498467271317086,0.17578939649544006,0.029587602607691034,0.18111051309749965,0.18904388683641402,0.07226699948333197,0.12066938210755118,0.07360258420581425,0.015310887113535515,0.031724597253577166
2.114911141842528,1.2353229047042182,3.7215637248850575,2.1666778550758257,0.17383230666863164,0.10169001760855446,0.06587032828580325,0.11939065251967719,0.17227723302196588,0.022277508033467106,0.0011753257404102841,0.015514888116799115,0.004281719297342956,0.06255866167442439
2.7105772175075447,4.854246522470518,1.6938931342928807,3.4710991226001866,0.006616395405805905,0.14874375161279857,0.00010985659995610461,0.007738269397312713,0.05449766361275506,0.04733748512816405,0.0673485400873069,0.0746058534152807,0.04469214149855966,0.0766357775033057
2.902793821714709,3.202728316051097,3.9393494250854664,2.6305288280037074,0.10341991102750238,0.08787758607039642,0.19661358381065017,0.017824589392804457,0.03357742191312881,0.02518820609838081,0.15452789655957141,0.057348532035271495,0.030404604531501962,0.0711723594859742
4.889155502728698,4.478485075132072,1.80475701986762,4.8876644461523675,0.07034389207801016,0.0736442867745971,0.18425493549614047,0.1375931229237866,0.14705204050649032,0.0279201894230996,0.008659979425351723,0.07754962174542593,0.07965760240496528,0.00818250902693346
1.7650519884420452,2.6728635314293725,2.584858122321392,2.1587652075323547,0.0201357416324576,0.06622339204297169,0.048098259197671335,0.016427215313407767,0.03765047207597825,0.12020268352733977,0.033739734255141686,0.029013809380627916,0.04599102420021302,0.04105682703801155
1.3373851207931269,4.965671695152997,2.989052671916128,1.7716960214529434,0.13742323057252123,0.12354452850560026,0.04884497432912469,0.1642132557479767,0.1432090605880897,0.039575449303530914,0.00017095930182309493,0.03467579924598356,0.0773605119226682,0.004363733000848748
4.33957304654523,3.7638150571938485,2.754988403911561,4.226586034514864,0.029480505451390897,0.03563499258459245,0.16250886086902297,0.13173511921566025,0.14480912868815524,0.16314418018871749,0.0413171811540145,0.0248484206227062,0.040998842458719265,0.052002732048408294
2.7750341353536454,1.8855900285033753,4.858673517997747,2.6686736951108125,0.012893283374392887,0.07177292159339427,0.008828600115251285,0.1920425379885642,0.005230223692650497,0.029885393445938387,0.06254482878472745,0.0786293281849359,0.08454737569029953,0.045692220808922206
