cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2)
0.00147389072020733,0.03247612491029837,0.0386834835051109,0.0191581587449834,0.005339875529589939,0.004007878999222272,0.002827239841930401,0.005655395621133158,0.0028315588589347992,0.022794270841179947
0.0016760100787259207,0.10343011898535362,0.046904947420841586,0.0112780709125669,0.006042666826787553,0.004700599334879168,0.003479964150032278,0.0038758381188159366,0.0026401395476907813,0.02187053824423477
0.0011337062058407344,0.04315939920501381,0.06290097904974364,0.005540262500918884,0.006155358250740374,0.0010556895241636444,0.004316456289118274,0.013142728882391477,0.002212090453668252,0.008758727609339496
0.001978684210476526,0.03151257777745275,0.035220390656965556,0.004762789292027832,0.005279562166901505,0.0034043447351943417,0.002610627434812146,0.015904653491563836,0.0016915245904182549,0.03670191036942278
0.0012746358588880012,0.10480750536720013,0.11969589792254129,0.00510637045044739,0.0013106511046105298,0.0016194590694589097,0.006032903548164632,0.014636501201590435,0.004709635492579589,0.03807472967050981
0.0005547064192915369,0.01970140062304645,0.050365090835588044,0.005397233142394536,0.0027856165857561743,0.0019066838387725416,0.0015731592380272114,0.005847680405451705,0.0041387845652767884,0.019815817692955515
0.00303572356105447,0.09031522802040477,0.10081926693883304,0.012040092912580859,0.0066012999811937935,0.0015551968618739307,0.005997709518358434,0.013803720862993175,0.003579503503477559,0.008003493968050042
0.0007682896579244316,0.08490249511115965,0.08950743776879003,0.02116851018669986,0.006263514947871456,0.0012144912179186402,0.003355598371161201,0.00519976815230742,0.0014546084174912248,0.009391948497423457
0.0008140523958439142,0.03382055169495661,0.08542026302082698,0.012928974519310507,0.004182988338205513,0.0009938088567620974,0.002665982423377886,0.005944649923801455,0.0012376274335669534,0.009207971004612563
0.0028716869985955583,0.0714525838955985,0.018801694212241506,0.011267182188912827,0.007758619315578951,0.00387760240513036,0.002102579725062171,0.007160776335118913,0.0010510971093699007,0.030524443005984565
0.0012631867969374695,0.06383915706414789,0.12094310618506322,0.008590935451273637,0.005644765496665727,0.005553621864857879,0.0029851990050852725,0.02039658709811979,0.002103301602337187,0.019206968467116156
0.0007588645166980334,0.03548859401333369,0.03840292053498259,0.004607296784142665,0.0014536423907383503,0.0022784584573081056,0.005504496256248723,0.01796529421398534,0.002791589641709413,0.02846115721299768
0.001994007597340473,0.09865472107199917,0.04033750933194088,0.016869853808225282,0.003922605165673439,0.0021413231731457847,0.0029393523873642276,0.011921499855769235,0.0020928678932361513,0.03153302354442755
