0.01074465, 0.04107844, 0.01813211, 0.00797355, 0.0013278, 0.00156611, 0.00541174, 0.00327398, 0.00799532, 0.00817246
0.01007207, 0.04603561, 0.01688797, 0.00672001, 0.00121285, 0.00148161, 0.00498601, 0.00329749, 0.0066286, 0.00804497
0.01022238, 0.04361642, 0.01799306, 0.00775358, 0.00134801, 0.00140132, 0.00528192, 0.00326946, 0.00770449, 0.00822002
0.01069784, 0.04136387, 0.01602697, 0.00721041, 0.00123182, 0.00128222, 0.00497242, 0.0032244, 0.00769588, 0.00831127
0.00923887, 0.04016475, 0.01845748, 0.00780166, 0.00140082, 0.00142442, 0.00521878, 0.00329039, 0.00686973, 0.00732489
0.00936712, 0.04748631, 0.0182988, 0.00776787, 0.00140886, 0.00135761, 0.00560839, 0.00327028, 0.00688941, 0.00777922
0.00936655, 0.04729072, 0.01782022, 0.0074584, 0.00134409, 0.0013556, 0.00504796, 0.00327123, 0.00662909, 0.00802634
0.00986976, 0.04621033, 0.01734632, 0.00656829, 0.00140084, 0.00139071, 0.00485606, 0.00328078, 0.00760113, 0.00758048
0.00960082, 0.04435314, 0.01759287, 0.00711042, 0.00132974, 0.00135263, 0.00532601, 0.00328379, 0.0071824, 0.00783007
0.01099589, 0.0474697, 0.01735229, 0.00691389, 0.00132053, 0.00128291, 0.00508463, 0.00327662, 0.00710732, 0.00826081
