cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2)
0.0017565187626943106,0.06066348332137312,0.06929113113401478,0.01468775449933112,0.004611983403945325,0.0033943838665629698,0.0038436319789240535,0.012020719416151087,0.0028908745145246398,0.02297256944549066
0.0017834680104967895,0.07012401586471383,0.07038732632277887,0.013637076121675588,0.00470568891023834,0.0034867465779838893,0.00393066188667097,0.01178344508250879,0.002865351939692104,0.022849405099231303
0.0017111608274454312,0.06208791989400184,0.07252013053996581,0.012872035000122519,0.00472071443343205,0.0030007586032218194,0.004042194171882437,0.013019030517652196,0.002808278727155767,0.021101163681245268
0.0018238245613968701,0.06053501037032704,0.06882938542092873,0.01276837190560371,0.004603941622253534,0.0033139126313592457,0.0038147503246416196,0.013387287132208511,0.0027388699453891004,0.024826921382589705
0.0017299514478517335,0.07030766738229335,0.08009278638967217,0.012814182726726318,0.004074753480614737,0.0030759278759278546,0.004271053806421951,0.013218200160212058,0.0031412847323439453,0.025009963956067974
0.0016339608559055381,0.05896018674973953,0.0708486787780784,0.012852964418985938,0.0042714155447674896,0.003114224511836339,0.0036764212317369612,0.012046357387393559,0.003065171275370238,0.022575442359060734
0.0019647631414739294,0.06837536373605398,0.07757590225851108,0.01373867905501078,0.0047801733308258385,0.003067359581583191,0.004266361269114458,0.013107162781732424,0.002990600467130341,0.021000465862406673
0.0016624386210565907,0.06765366601482128,0.076067658369172,0.014955801358226647,0.0047351353263828605,0.0030219321623891518,0.003914079782821493,0.011959969086974321,0.0027072811223321632,0.021185593132989795
0.0016685403194458552,0.060842740225994216,0.07552270173611025,0.013857196602574735,0.004457731778427402,0.0029925078475682796,0.003822130989783718,0.01205928665650686,0.002678350324475594,0.02116106280061501
0.0019428915998127411,0.06586034451941314,0.06664022589496553,0.013635624291855044,0.004934482575410526,0.0033770136540173814,0.0037470106300082893,0.01222143684468252,0.0026534796145826533,0.02400325906746461
0.0017284249062583291,0.0648452209418864,0.08025908082467509,0.013278791393503152,0.00465263539955543,0.0036004829153143837,0.0038646932006780365,0.013986211613082639,0.0027937735469782915,0.022494262462282155
0.0016611819355597376,0.0610651458684445,0.06925372273799767,0.012747639571219022,0.0040938189854317795,0.003163794460974414,0.004200599500833163,0.013662039228531379,0.002885545285561255,0.023728154295066358
0.0018258676796453963,0.06948729614293322,0.06951166791092545,0.014382647174430038,0.004423014022089791,0.003145509756419438,0.0038585803183152304,0.01285619998076923,0.00279238238576482,0.024137736472590342
0.001883111759947081,0.06363923297307056,0.06700773965334544,0.013721321396305376,0.004086558171314221,0.002989465010956347,0.0038336927591136926,0.013722241753686946,0.0030372256403992473,0.025276945000152817
0.0016928401106418595,0.06654714734624513,0.06742595818669307,0.013355961756307107,0.0042757913662508215,0.0033956060841244303,0.004314706117056908,0.012670212640306206,0.0029929171335177614,0.021304920720756692
0.0016421491669200614,0.06980525519982056,0.0748371564115839,0.01400216846305448,0.004440985303298404,0.0034244748374485504,0.0037516516601686038,0.013286534901030581,0.003007237882105689,0.02497976391909803
0.0016878377889881595,0.06966821337586497,0.07000296369346755,0.013462066850290798,0.00429589362824317,0.0031734511115870255,0.0043030359070836115,0.012939216485445808,0.002850829562282139,0.023822176059986128
0.0017849833410780516,0.059251887420304794,0.06892723266730306,0.012613386651453578,0.004901191576564521,0.0031595885460934687,0.003768279385360012,0.013192795503557796,0.0027119990595318943,0.022971374177446657
0.0017996852678943557,0.05939662686184511,0.0685203937956281,0.014538742913400947,0.0048430718282234915,0.0032557930459746237,0.004353646109400226,0.013023691875653925,0.002913617324877927,0.02092940857382346
0.0018804034765838099,0.06717855712519151,0.07542387592648406,0.014672667555451824,0.004662804002953459,0.003224334566001706,0.00421861959295918,0.013890100994621155,0.0029031587539309215,0.0211408799082259
0.0019004900851732787,0.07119859136919579,0.07649384437445686,0.013511991153881783,0.0041720343637792045,0.0031854730157665208,0.004296430389450616,0.01407565699878013,0.002931677278796029,0.022611928406406648
0.001858072687667242,0.0654013158212642,0.0741575021647512,0.014330579746786717,0.004193546469521174,0.003227827210301905,0.003787942223339394,0.013065402032937573,0.0031133104202251114,0.0224635317700831
0.0016532031772888616,0.06725807379317619,0.06687536353567476,0.0148902006096947,0.004129860704618755,0.003479905565861338,0.004139818168834652,0.013437108753338041,0.0029045784686081485,0.021591605836625054
0.0016448227329872766,0.061622799155719304,0.07012748709023531,0.013873541870785999,0.004846687476247197,0.0031109729004316702,0.003947479815673516,0.013407164553450847,0.0030031614250063884,0.02076177047064486
0.0018938570534237438,0.06259668786162957,0.07219049874804673,0.012797385296366072,0.004143113717148572,0.0032302660233556194,0.0038328133898695373,0.012467604955869627,0.003081005011510768,0.022925976213488273
0.0016336608254036928,0.06946488474816226,0.07928119091938217,0.012973057698340406,0.004426641833864434,0.0030249231831944723,0.004053535349636385,0.014270544591254607,0.0027615010467381125,0.022733428052654738
0.0018648357292326092,0.06174351093600085,0.07980050865428902,0.013031944312754283,0.004635659292982351,0.003624787788620802,0.0036553986361965917,0.012711468518676688,0.002921626141122641,0.021849279107190228
0.0018707747718262032,0.06509337883170642,0.07153087078205699,0.013798804015211972,0.00419419039692699,0.00319512537640019,0.004373203015991248,0.01176192868393235,0.002621942275585851,0.02237031281293248
0.001648038140779746,0.06347764967658816,0.07853289648121509,0.013019035586770695,0.004543177824500952,0.003347604366447994,0.004014743422527766,0.012039820187046631,0.0026969911981324633,0.023461028539316746
0.0016264681172518927,0.06641078034354055,0.07839695877941108,0.013767178156337902,0.004854754579770761,0.0034045121570998402,0.0037053029520956104,0.013604946538884843,0.0031682977774522294,0.022661577183681583
0.0016522739291575635,0.06575164508211921,0.07488780893637263,0.015156502227507786,0.004176303491025222,0.0032737491933987105,0.004245923507591943,0.014096262735574827,0.00305221126952349,0.021131039865412017
0.0017669347187356918,0.06568561448663557,0.07232952908193814,0.0153841894976497,0.004445063697509395,0.0031288576774671263,0.003964435530322706,0.013812857533919167,0.0031093616089545137,0.025037856275984587
