cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(0)_pft5,cfall(1)_pft0,cfall(1)_pft1,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft4,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(0)_pft5,nfall(1)_pft0,nfall(1)_pft1,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft4,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(0)_pft5,krb(1)_pft0,krb(1)_pft1,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,krb(2)_pft4,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.06703254090688089,0.06044841142030097,0.03239022243006523,0.020957958525947295,0.018669281598158817,0.06832275087767262,0.0009016675950044154,0.00028788302899500595,0.00030299052186540804,0.0007164328590023593,0.06135884696655744,0.002076221763401422,0.007676552760040957,0.0009769193605340472,0.0010034234824491484,0.00010367835935755225,0.0005000308339233748,9.12778932373132e-05,0.004895186591503014,0.00794792525903459,0.0008830811819153216,0.007764829658500844,0.0030803309070041775,0.008711691127512876,-2.3873433859362674,-3.255615494983932,-3.2070633709148164,-3.184864051697432,-3.1144375772970068,-3.423212311349039,-4.7496777863940265,-5.270850659171322,-4.152938518104534,-6.327791756579547,-1.986521058024772,-5.602192581046769,0.6359297464702617,0.7960417256974386,0.3449572648867655,0.034859618679256965,9.741238252748248e-08
0.06811986367848621,0.05743948194626817,0.034204501612454224,0.021490639877387505,0.01972593922803064,0.07091436414806784,0.000913648103090787,0.0003070992633293046,0.0002998569556254246,0.0006883914399714913,0.0655156446645246,0.0020195865275157354,0.007824478275651765,0.0009735328048880687,0.0010400233657057068,0.00010350531231050784,0.0004902404185339227,8.997360337389973e-05,0.004762507950484334,0.008241155574856234,0.0008729608879665029,0.00808296329630171,0.0029862842209931752,0.008274419509371364,-2.498685516250156,-3.1139534933602384,-3.003837348915499,-3.0950129636896153,-2.9664728042037685,-3.4720982883558844,-4.844626347921105,-5.422822976194636,-4.269279775176946,-6.363383349360466,-1.8479930327151872,-5.834523479678197,0.6039191688706107,0.7462723608542353,0.3779967348641131,0.03286274468344781,1.0151096664022101e-07
0.06574032538168145,0.057190021723075746,0.033449922742235336,0.021924926508704125,0.019211254123125483,0.07143091934282152,0.0009144237231554955,0.0002876194536082794,0.00030372092045990063,0.0006951456238320382,0.06626256028332896,0.001952215135442696,0.007942098623020033,0.0009884288922199476,0.0009528935591040906,9.627399784416303e-05,0.0004996809717564698,9.131043084012283e-05,0.00492000367863188,0.008292653978139162,0.0008639720966988311,0.008144280901805996,0.003117664094860376,0.008196093291844396,-2.5006163028903834,-3.228460510614848,-2.9919299699023933,-3.0647206117509365,-3.0126584438301127,-3.599347957361279,-4.811880905035475,-5.594820844838359,-4.304500258122257,-6.7652686764316385,-1.9276726177338035,-5.629648447685521,0.6252306960234064,0.7950118544583122,0.3586307282740011,0.03222699809068562,1.0049082692317075e-07
0.06415743824074575,0.05911105090205012,0.03269672138490347,0.021214794241172112,0.0189613339951265,0.07130210816911438,0.0008733879336978204,0.0002971588570876355,0.00029931952462753655,0.0007224379481817019,0.0650566024792012,0.00196295901704831,0.007652085489844956,0.0009854175946733498,0.000990254404514156,0.00010213207855914216,0.0005105453418205795,8.605539129067219e-05,0.004773434364285176,0.008123816254551068,0.0008818635749645423,0.008163319448279876,0.002924909470975199,0.008584077613377256,-2.5016950502653432,-3.154501510890261,-3.07748468822033,-3.222501997330976,-2.9541691682182543,-3.5786963789827864,-4.794541883330165,-5.393374339628488,-4.161500551785958,-6.265689628397357,-1.8604873344954311,-5.608175599718222,0.5971822120211224,0.7486092222684839,0.34259326449223965,0.03159903953740664,9.862329876843817e-08
0.06446525702358688,0.056209325786212225,0.0325432851407393,0.02262976985548949,0.019730425950745804,0.06968469546845041,0.0008706365821789173,0.00030251802486616576,0.00029419154404107826,0.0007125926937412146,0.0649224776822264,0.002062919294221891,0.007811013078107049,0.0010003401436235687,0.0009635788008920835,0.00010114472549326278,0.0005249130026268852,9.378511417988679e-05,0.004756392037912645,0.008293996399887291,0.0009019952859170077,0.007810247000860077,0.0028847084042917226,0.008383727120237586,-2.524817754222266,-3.180399767531803,-2.976347219987431,-3.353751369496355,-3.07337956666713,-3.4945870770625205,-4.864114109436265,-5.216409445368043,-4.0334351788069736,-6.70651412791292,-1.886923322213711,-5.783262730894098,0.6357450855531244,0.7674347046213577,0.3612002501514248,0.03249112587600428,9.850222423129597e-08
0.06619740407102347,0.060557387317963327,0.031561861717549586,0.02267856880330362,0.018305566122348044,0.06676320587756036,0.0008793294832605065,0.0003026204521149943,0.000297669841085932,0.0006950218603886546,0.06656431711057781,0.0019714441769052076,0.00824300661809212,0.001014103220160625,0.0010133785509046436,0.0001011071586822694,0.0005040979152303432,8.95401062253603e-05,0.00496776351583192,0.0077333728775382795,0.000873406429736019,0.007662355177489629,0.003142933450738349,0.008293408124713129,-2.503607399669896,-3.1426271560896932,-3.100740803114065,-3.2839598477241903,-2.9427919763589037,-3.5754696828767853,-4.6144984251681205,-5.237662978742555,-4.042638951494888,-6.283573209822768,-1.8514316934392276,-5.611231610299043,0.6160978449664832,0.7401169424905555,0.37582520420004434,0.03192088361561591,1.00099821650991e-07
0.061881503036702624,0.05831779116188793,0.03269278982605842,0.02114100551471033,0.019770051555606058,0.06743738060653313,0.0009371075160353228,0.00029123723108020615,0.0002933906287477637,0.0007302918332391292,0.06634269945015525,0.002009690653002381,0.008306226038125452,0.0010174320914187749,0.000994044143754442,0.00010273727312886818,0.00047780973456145,8.875596900279233e-05,0.004823693189111796,0.008041012659139713,0.0009363059667338473,0.007844626421251758,0.0028921337090255087,0.008322567287177009,-2.559376227988908,-3.1590161513632635,-3.1076373347024306,-3.12860133358067,-2.9213919626926375,-3.6146833485609373,-4.815147192566546,-5.318211013134114,-4.204276992913154,-6.6885587729395874,-1.9111661641278017,-5.8669754751205145,0.596284835164844,0.7781295201898885,0.3740594300576433,0.03474007083295289,9.907941546855758e-08
0.06311214295413815,0.06029022830721782,0.031829743583006484,0.021132325264978238,0.01847858023684701,0.06933081051811477,0.000928894955878781,0.0003055503863356107,0.00029603207104356697,0.00068778957229632,0.06479025339667357,0.0020837312082654653,0.008367873000901565,0.0009881552993915737,0.0010336126021954163,9.923081987094752e-05,0.0005059992956849618,8.728094363246603e-05,0.004818186623742968,0.008002846475102863,0.0008660954056875133,0.008222663574977784,0.002894936543206315,0.008349758320720779,-2.3997723247526577,-3.28228075338375,-3.1953266648904406,-3.299641880377587,-3.125551539957813,-3.653938887521242,-5.0087498441448774,-5.137904692003072,-4.265039103093795,-6.314227358815129,-1.871196346927249,-5.58860383564044,0.6380921464512118,0.7486782751807525,0.36297647326295884,0.03315447891416719,9.784328374964615e-08
0.06459081499389305,0.05711342536851643,0.03208985013566559,0.02233008655824457,0.018718953128777444,0.07283948071386082,0.0008873834762101248,0.0003120673094120688,0.00028826941842211885,0.0006809174343500219,0.06226616811470344,0.0020446321212538466,0.00779319356440943,0.0009606805860401782,0.0009795023184943003,0.00010199361746892537,0.0005061368924540551,8.956052897905783e-05,0.005181323622616915,0.008159828342115575,0.0008986563618883604,0.0078039537119061735,0.0028924309458496318,0.008072586889190169,-2.6194991104057244,-3.0508928855103647,-3.1335879848459047,-3.082612901780464,-3.0482315322384164,-3.4664890652383415,-4.574074593788536,-5.607333194583416,-4.392179413235965,-6.338553933759534,-1.9177230893026513,-5.65655240777129,0.6067153249259234,0.8003115326873742,0.36450138032448715,0.033011197033824026,9.807251880666395e-08
0.063479390907703,0.05921901470011077,0.03161283828550228,0.02120928947525717,0.019404991820313522,0.06768718331018167,0.0008822296288379922,0.0002904737517251208,0.00029478302049388563,0.0007167624370604588,0.06542065200149158,0.001985722803768029,0.008339114190330222,0.000989661537064822,0.000979126430372737,9.563296612755682e-05,0.0005147437198749969,8.912289275729217e-05,0.005225793992276768,0.007681665991919663,0.0008859355397970273,0.008337181442832417,0.0029665023032284707,0.008541436860563344,-2.404672856950021,-3.3542784326331887,-3.183352154839025,-3.327079228417792,-2.9053569587380292,-3.610519146556256,-4.673898966609253,-5.147201219088226,-4.018720460847234,-6.450606534910498,-1.9443334014270308,-5.837200972768051,0.5918132344384079,0.7469991155166029,0.35550212828177463,0.0323470022925553,1.029410803225348e-07
