nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2)
3.2988118785571445,1.685230046398592,1.0464427371113925,3.621844291029727,-5.587222368530924,-3.21263621903198,-2.6892693311792377,-4.99054381557069,-4.978688251461372,-5.364314755129927,-6.012377377413418,-8.97065215754567,-6.612228874592523,-3.015897030834097
3.1683932101476286,1.4479962727384452,0.9608888042267485,3.5693477906253963,-5.918334022370539,-3.305948106736649,-3.015993207886204,-4.314729290406399,-4.677133176970373,-5.012352698592503,-6.591573079008658,-8.667688576684542,-5.827595489876366,-3.2091100405847115
3.4462569310583193,1.405653352803118,1.0215518737570437,3.3177180205191648,-5.478061911582336,-3.7597310207048,-3.2247228995139903,-4.936809533748309,-4.689303038713209,-4.735602277426576,-6.895029925261169,-8.101850089732945,-5.731327411207526,-3.196913222471213
3.0686165978227806,1.6724320446331093,0.9517959700718489,3.6672100947443336,-5.774053291307293,-3.4638469346126897,-2.977559064812535,-4.35691464363874,-5.3383145966982095,-5.4333868080619485,-7.234533592280372,-8.847516854701343,-6.321395973725746,-3.4699995104147954
3.105231099014623,1.4518851974713016,0.9090836376913346,3.427684981250479,-5.866412747627378,-3.2922308319239884,-3.1439551303996383,-4.516780593825039,-4.666192081454883,-5.193976965652996,-6.1724292192164345,-8.695603048436624,-5.6724427981629155,-3.5116076394243314
3.567955796357082,1.4527301195540092,0.9011422698105044,3.77585078281032,-6.248228812617141,-3.6080149459482813,-3.1100495045447083,-4.253861526112704,-4.74186255105921,-4.754345131310885,-7.13292755641454,-8.402208927997194,-5.990313550817286,-2.920677344183055
3.255799571541287,1.4918308787709416,1.0459651643595111,3.649476279915107,-6.464655291091591,-3.430828298361745,-2.725560605103598,-4.848317652117386,-5.134526207450092,-5.213115513496581,-7.010386349339567,-8.1898247780376,-6.228188708433673,-3.153626251749472
3.062546621174005,1.424649439832082,0.9063239011425067,3.6486614630262135,-5.777227177291592,-3.455913776903645,-3.190464219616395,-4.416841773108454,-4.792533732882775,-5.41321767269934,-6.289301560103858,-7.506247052119219,-5.939291801613073,-2.983181623842563
3.6745109642788005,1.641143426472208,1.0267238718936396,3.815629921745262,-6.364406492278937,-3.233733340631365,-3.181609809109087,-4.686588284981555,-5.180061591440126,-5.5579740389211985,-6.407944621712579,-7.560485156225389,-5.862639601552008,-3.1533489847208043
3.598930330337639,1.6574092388088633,0.9014282845041347,3.5593963721795,-5.900893203778535,-3.258254389224804,-2.725720566726873,-4.498982109405374,-5.312279871018619,-4.967899019981378,-6.674991526918677,-8.53295109258809,-6.030900706950325,-3.5019405329414153
3.696674062210468,1.4691370430941026,0.9994916780659268,3.410315429486286,-5.741808593252961,-3.130451993674628,-3.0146429570481392,-4.6524914916028415,-4.442243261219989,-4.92200585816371,-7.19299362833565,-7.772881500693834,-5.759669641393117,-3.1932497665776403
3.712376642396261,1.4661296806248396,1.0344705554197742,3.7376041216358313,-5.68516505279088,-3.6074692805421833,-2.8719920483043597,-4.773044422452029,-5.010324997702633,-5.186847924597002,-6.105085394172363,-8.749896092766349,-5.977767280564953,-2.9993718466559067
3.0729386997762242,1.5739819166031679,1.0355563639090961,3.2083690040896924,-6.014511669959138,-3.2612820848865773,-3.0356519463415754,-4.347160778974643,-5.066355232388007,-5.033337406689554,-7.230850885019858,-7.605534348399428,-6.00292227530232,-2.952623053593977
3.6711245182534133,1.662544271920918,0.9516282922527041,3.6654070510620897,-6.380666640241459,-3.488088560003629,-2.967493841230044,-4.40992263053742,-4.4828683013785575,-5.559132230691927,-7.18255601602723,-8.41828638992816,-6.000396940900389,-3.103494127752103
3.5366299691768184,1.6686569617310978,1.0774625363789876,3.750572265701273,-6.170437975385145,-3.163056575846584,-2.7503609413158223,-5.020655395330184,-4.98387476222776,-4.644472963165129,-6.119957152011823,-8.468142901337211,-5.586276363969311,-2.982917152907199
3.41669626056407,1.605209389641836,1.0304355283751,3.3558960422216515,-6.254615065617043,-3.268701870372792,-2.846985821913968,-4.879237006759762,-5.026041709470082,-5.5097001128090035,-6.859625146759457,-8.312026109470173,-5.696156712106835,-3.1153381139580376
3.2248182989525076,1.4667277419813716,1.0946480842391493,3.4758237121515725,-6.470455866212536,-3.540485651938112,-3.1239386690895725,-4.652452496587829,-4.955058191395326,-5.1422932246334305,-6.2446731737714,-8.564821469028868,-5.928157729426661,-2.8955622185161305
3.4821633870435638,1.4460503714163537,1.0881374167226916,3.8742112541023728,-6.497837268264538,-3.360409503176257,-2.664119403752032,-5.0483362632065845,-4.809907728757699,-5.63065446361498,-7.2666145695287065,-8.77893550696647,-5.9451166261662864,-3.1264625463052322
3.621345354719667,1.4892766778661972,0.9339377730762908,3.592110913110319,-6.5233857289929364,-3.5852605597057314,-2.9913360903527257,-4.275374139206815,-4.99224705325839,-5.6547554656073915,-6.171311740264577,-8.230060629876528,-6.667942609190665,-3.354091915362691
3.517045063011509,1.6084832191507985,0.9719390499696214,3.405139471193709,-6.371233386574216,-3.663978242328635,-3.1665726679622614,-5.034313713877519,-4.891070181288275,-5.151561783527816,-7.046732588025812,-8.445940846475533,-6.450438927799553,-3.389307308439105
3.6476494630387135,1.4957919906147303,0.9751575454247912,3.2633460965226173,-6.093936169195409,-3.129800168919752,-2.929702830698152,-4.689659510278046,-4.671664262077205,-5.243558258386082,-6.025565332418936,-7.44125102954871,-6.600024695217977,-3.1105220105032085
3.1313317379256773,1.5527570821707042,1.0540429785655683,3.349894784852849,-6.1474685709828005,-3.1638897508457,-2.6854922154894787,-4.679159807358378,-4.919659878691464,-5.291552798543153,-6.95070147385114,-8.980397410318556,-6.220212431893483,-3.0866921426823977
3.583481250043596,1.475026832116203,0.9878357715010613,3.252317478781794,-5.4304208920985495,-3.7692274061277686,-3.1482282711022016,-4.832256011667139,-4.791138073748328,-4.813493149672972,-6.193061266752545,-7.790398352989936,-6.26104106423559,-3.33734139052804
3.492128485351563,1.4778408425221587,1.0910188770009965,3.720752645727439,-6.065224863013681,-3.5270873149017032,-2.902564036832396,-4.415389820236077,-4.739429334363631,-5.4155814937783004,-6.004143339877576,-7.570359130431342,-5.637043276106973,-2.9060664334841406
3.624271533097478,1.6088461223316781,0.9948765488776296,3.266082530820425,-5.989939050140199,-3.4316955218385905,-2.757189103246909,-4.5884820337913155,-4.780940620771836,-5.269325600993783,-6.829674555653966,-7.454298576026152,-6.044519642136825,-3.2805503460571117
3.385838441667516,1.6560981031392406,1.0317820593502947,3.312326661319919,-5.484682496880517,-3.548269301962358,-2.6706416732195573,-4.729771290584321,-5.309664715630759,-5.227738403212156,-6.501266001854675,-8.43499267824546,-6.148233584209481,-3.2291947451621987
3.682474307378814,1.510665669144692,1.0922839867655192,3.8397038013550304,-5.6349493617471555,-3.152859297603864,-2.714459020812682,-4.201946297855942,-4.484176329697785,-5.338496976618848,-6.079680902452105,-7.903120033681768,-6.627645385602124,-2.8948940388709286
3.5965304072063806,1.4784347318453406,0.9236717581088834,3.6915147175856213,-6.154731416135861,-3.710455689333667,-3.0886919158442927,-4.93223726525791,-4.667265742829595,-4.817762730093115,-6.983317619682342,-8.703208972398313,-6.808226376080835,-3.144075313223313
3.297105109837283,1.6313402535503676,0.9682013708003419,3.8577515000600737,-6.430095302211614,-3.4010058788887627,-3.0980139299969838,-4.886724872898755,-4.49264889598387,-5.564629493879954,-6.65698565535565,-8.735390244416696,-5.976861505277959,-3.4531348662375687
3.30873398951193,1.3946427417340728,1.0811218004924548,3.2614315099430544,-5.783176365108498,-3.7605427572650556,-3.2158582166931584,-4.718297235954656,-5.008673119077724,-5.0968988876376695,-6.374970326358426,-7.919009854406662,-6.413922885535528,-3.3615196988401155
3.581040135103971,1.6354229789166488,0.9182797867410037,3.54779845005421,-5.469070512019973,-3.4841749288033776,-2.9155029958102925,-5.010564889965219,-4.734493052250828,-4.755579026920435,-6.175178937130272,-8.628877436016655,-6.346590398512164,-2.9447185127185858
3.102263109112043,1.6080148321880048,0.9145910124820923,3.780396065581047,-6.247490672587795,-3.161130658642911,-2.7050542513102633,-5.102574808006094,-4.757288296657973,-5.016761411478898,-7.066023424452479,-8.933487666909528,-6.80264131914036,-3.362162038565723
3.2999755159428656,1.4171084175860276,1.0554737112195813,3.5932495989700284,-5.909066411096371,-3.730384525715368,-2.7206065145606297,-4.643141346990499,-4.403081157293,-5.117720461253951,-6.059883356656844,-7.574861382679637,-5.72573254600361,-3.295494593354281
3.5502251989376963,1.5716556213176793,1.0924803919443158,3.462876015854054,-5.742854503538233,-3.704333398450728,-2.7869215447264772,-5.080796961679769,-4.403862767297261,-5.633975191508869,-6.0424026828942665,-8.841474706464837,-6.234349375267012,-3.515497469516353
3.095285723368041,1.5625304522340626,1.0939064492651192,3.5681696090410915,-6.155278365762315,-3.585066595399386,-2.9231792282129865,-4.768629014478179,-4.9622907684369455,-5.563192750805719,-6.045443685854139,-7.840779630931257,-6.7585102402549335,-3.4497688216901867
