cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft3,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(1)_pft0,nfall(1)_pft1,nfall(1)_pft2,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft3,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,krb(2)_pft3,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.00131881129006925,0.014176481272667647,0.06262708242406374,0.002130188055401255,0.0029786805188190086,0.004177415024428341,0.00010010233036046832,0.0030118195679358557,0.005465870757647634,0.0007939213122088465,0.00920716330497793,0.008304894619851289,0.007675260108793163,0.027342013337170075,9.663587290735818e-05,0.00828141013108594,0.007996435751074484,0.0010302541985865847,0.007707758880846878,0.007939311920041513,0.007764975134561267,0.010074581336676283,-3.370283500718312,-3.6212555789710072,-3.295277447516926,-6.10326057990012,-6.56950937948447,-6.314284506664259,-4.233427328143447,-5.448359849353911,-5.5504300225281575,-6.322171971364496,-0.9876234824491484,4.211252467989278,0.23729709860121218,0.09840468279829494,0.07254375154469364,4.4452998267310924e-05
0.0013403318454545405,0.013384942663936679,0.06460931845250421,0.002144531446678063,0.003151102102114463,0.004331370144897354,0.00010152717242220219,0.0028766789537587835,0.005408960742585331,0.0008070838735369145,0.009318965678438406,0.007964865368683611,0.007931476716029541,0.02764800630421316,9.513724768523629e-05,0.008161687177547582,0.008234027011427737,0.0009991917710067862,0.007828783221967534,0.008238687165002504,0.007679200390897993,0.010098467944824378,-3.541450280879248,-3.434690090154772,-3.4491877285146835,-5.841385266586093,-6.15520222740482,-6.141823776884242,-4.6199096680802265,-5.251362950668272,-5.548178814510589,-6.149006670794832,-1.024123365705707,4.240331616738142,0.23010555001440092,0.0948585423704588,0.07670524158501657,4.169471121485226e-05
0.0012923486194742315,0.013187775688183334,0.06831686857048185,0.00228793521242303,0.00302615399144638,0.004365965144668111,9.990562254517325e-05,0.0029781367086540635,0.005280063080857051,0.0007824532657669179,0.00914850054976268,0.008038681537898081,0.0076549331679929425,0.027546816521653663,0.00010023906377873819,0.008167027669777957,0.007988580595959738,0.0010136073607050098,0.007621516970053102,0.008293078858355275,0.00783387217993584,0.009485066928916857,-3.431089301304364,-3.402533881896203,-3.3717759387627333,-5.9035890721655875,-6.104909483067896,-6.191663873333489,-4.375028644700216,-5.653491622467414,-5.556992803326273,-6.52698202098567,-0.9893935591040907,4.503182306005508,0.22517536117743733,0.0950416818556015,0.07275441602812521,4.4396715132498005e-05
0.001260653406575181,0.014198582535817997,0.06540968324099765,0.0022928296578017225,0.003151845074997289,0.004358252898520438,9.713524260478294e-05,0.0029536950654987055,0.005664492408230745,0.0007807501897644629,0.009122000219194671,0.00784295333783511,0.008240244252740862,0.027995827868964374,0.00010400307159337984,0.00773068541670087,0.008164519293427106,0.0009564217369942262,0.007860300091168709,0.008123648400282775,0.008011277911491749,0.010154517408527452,-3.4453940675361276,-3.5679953311920656,-3.4504520791749784,-5.95817714175271,-6.29559160461619,-6.083644244219724,-4.555061891131958,-5.621437296882854,-5.508308774268407,-6.284990846442104,-0.9850544045141559,4.171738625178598,0.22717948518654313,0.09472657621687124,0.07535780952296493,4.1838012368212e-05
0.0012668273172940202,0.013663975165388632,0.06673509363513871,0.002258643106236944,0.002995395731479881,0.004256572934720785,9.675135023786074e-05,0.002912145230295372,0.005479105157234391,0.0008142921985266512,0.008882835434282926,0.008250917305957346,0.007768459326775003,0.028486553757867232,0.00010128521517763252,0.008081594255880913,0.008398845305466824,0.0010421209526458538,0.007612585479826078,0.008034610453270651,0.00814368124623983,0.009659686434970272,-3.585389975267002,-3.3426899909450554,-3.48199523168585,-5.792360497323315,-6.09624434886949,-6.167688721795304,-4.345041026342305,-5.616378059110201,-5.471821491198597,-6.084792904828483,-0.9857788008920835,4.174034031506257,0.2211947031926059,0.09898345423303126,0.07198763492425424,4.2855930649394194e-05
0.0012427077510366908,0.014136390012569024,0.06519877679578137,0.0021438765896657688,0.002922138799622573,0.004083270816261354,0.00010413615196209886,0.002966508826141584,0.005398714953006658,0.0007823376812811971,0.009360832608770013,0.007871938164300773,0.00830591527488753,0.027636689865910294,9.922680128270965e-05,0.008217998318592427,0.007829870828746756,0.0009940014731232407,0.007681772808741348,0.008319943078339768,0.007770560416375656,0.010318215961486632,-3.4608704274789868,-3.444342289679761,-3.4521830191652754,-5.915009042299887,-6.0428683029855605,-6.655361162097081,-4.297665174094863,-5.270771486489321,-5.362367049938333,-6.243950287011938,-0.9621785509046437,4.314532118546946,0.22820215351457582,0.09442217883406218,0.07668693072465403,4.469297921676826e-05
0.0012699644922154587,0.01337145503774136,0.06488220259405741,0.0021249819644151157,0.0031580398375538016,0.004233334828318504,0.00010321145601181427,0.002941122589698044,0.0053055868923702915,0.000823225730279149,0.009330828072345155,0.008032183924885548,0.008365871426696843,0.027676821010308703,0.00010124801191963702,0.007926402192020057,0.008060078089065253,0.0009845990266481213,0.00794098498913263,0.007999033263708679,0.008323124806317193,0.01033614248161965,-3.3155501508863634,-3.455834472750561,-3.3048604781354047,-5.905744621604124,-6.348531641827664,-6.514935201526385,-4.360130821143608,-5.680099295756548,-5.568630401211249,-6.114982175938282,-1.000344143754442,4.440105108418653,0.2231908194908983,0.09555713041639868,0.07192585222322878,4.174554304287597e-05
0.0013324193415063948,0.013879419539758844,0.06304929511111716,0.0021735629840446843,0.0029172636840125304,0.004453641186757637,0.00010302827877212415,0.0029680819094324426,0.005253663770836313,0.0007743375452556111,0.009193559570117906,0.008335988472729346,0.007983526356339898,0.028245902605135233,9.931683345921619e-05,0.008157548914427404,0.007647669463167666,0.0009756032564319179,0.008017248363586233,0.00795109355961625,0.007695501474668237,0.010091666369240209,-3.614416148269589,-3.468423518392799,-3.3116739975353275,-6.150007726712215,-6.359992170422167,-6.545938977259474,-4.3340673064874595,-5.741810822730031,-5.285412688119825,-6.1945083861669135,-1.0154126021954164,4.182147746373312,0.22400328024097266,0.09850244034319604,0.07425059921907878,4.152319980367789e-05
0.0012808938098353645,0.013151001637986031,0.06513210342440813,0.0021645028376581616,0.002985328841189467,0.004139531560602744,0.00010345365403184527,0.0029972918932584277,0.005292856249017335,0.0007679945977258398,0.009217664225865504,0.007663321122609083,0.008339895746424152,0.027153615032998547,0.00010335966589111045,0.007987591982604207,0.008089337478490291,0.0009703144253661434,0.008205638768479143,0.0081569138439333,0.007978557608646204,0.009948548951210058,-3.3241028049622203,-3.3398208351831404,-3.6148466588054786,-5.722346188241377,-6.412217689934849,-6.431528868746627,-4.6364945017254735,-5.439588333448079,-5.399070575531483,-5.997477692053121,-1.0255023184943004,4.449973721645146,0.22422464917414106,0.10195339847923235,0.07696002784790981,4.317967733887122e-05
0.001235284774519982,0.012963969068284101,0.06519137179828866,0.0023111815877200253,0.0030981706539288598,0.0044688663521040214,9.963422787345299e-05,0.003062393823556618,0.0053368205001960945,0.0008072481429434874,0.009354461891911449,0.008174924512338226,0.007757797427771944,0.02774671615758737,9.788252563438835e-05,0.00811485184939666,0.007937428760070269,0.0010464525305582248,0.007704048111717292,0.007952939958635967,0.007862918372242976,0.009700600263865728,-3.3275779884253502,-3.402251177430382,-3.4049952438789703,-6.069275034502416,-6.518973933787246,-6.505869250477019,-4.301359709478711,-5.57128771036208,-5.510941005852028,-6.541677683508379,-1.0254264303727372,4.200989323161477,0.2258621488232486,0.0965922511602274,0.07431103586115881,4.313365470656819e-05
