cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(0)_pft5,cfall(0)_pft6,cfall(0)_pft7,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft3,cfall(2)_pft4,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(0)_pft5,nfall(0)_pft6,nfall(0)_pft7,nfall(1)_pft0,nfall(1)_pft1,nfall(1)_pft2,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft3,nfall(2)_pft4,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(0)_pft5,krb(0)_pft6,krb(0)_pft7,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,krb(2)_pft3,krb(2)_pft4,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.045521131390108036,0.09333443708186537,0.08440185381125367,0.0871246849744294,0.05090217880431188,0.006838293040841926,0.015448767731118123,0.007074504962344037,4.913680734153982e-05,0.0001742020945109096,0.000227876141326639,4.870364274290758e-05,0.0001922797068649742,0.00022782168015378774,0.00039750017652481935,0.0003112592150228792,1.001577637059417e-05,2.031546341191879e-05,1.398188476104227e-05,6.955454742109362e-05,9.695519884428722e-05,0.0010201871459334293,0.0034526282094275596,9.679233851693706e-05,9.850021648394777e-07,0.00015724733014997724,1.759371275759942e-05,9.990416294542017e-06,0.009891315081260465,7.82544856274695e-06,0.006757732642276314,1.2699398218087222e-05,-2.038061501748486,-1.3319288590359535,-1.0456083712662512,-0.9581811419709975,-0.9874335996057355,-3.9045048114241805,-3.254722780257043,-3.648859767716964,-7.621561225741596,-6.947625858522567,-6.619446607041457,-7.559092102346906,-6.384424774666239,-6.653738058141223,-5.02628283051718,-5.832755169760431,0.7789179315100925,0.0862006676081904,0.029437251330043008,0.014880479668132766,5.208510933991145e-06
0.046113503550421125,0.08818598703925855,0.08919375442693903,0.09312983614879267,0.04960224572461028,0.0070992066784662435,0.015259616546936994,0.006717897607768254,5.054660072790849e-05,0.00016879350740572896,0.0002243033823681613,5.171497594663566e-05,0.00019998563041015392,0.00021442952603571816,0.0003832114319010831,0.00030671967810052685,1.0303101543720624e-05,2.0625958436359194e-05,1.3712436350298108e-05,7.215685413422425e-05,9.711152259697631e-05,0.0010220115670275343,0.003629084990601138,9.949649009669804e-05,9.554880112134682e-07,0.00016214561561625785,1.6422108521050236e-05,9.652474793280784e-06,0.009822347544320556,8.234311414027624e-06,0.0068074551575969915,1.3475178537707497e-05,-1.972874592129529,-1.425267624329671,-1.0233504492740138,-0.9600655062854532,-1.043148434664667,-4.047652474996369,-2.995914677873773,-3.989666829200547,-7.93567145800519,-6.773978037331728,-6.717218518791442,-7.166380615360142,-6.726545848688039,-6.567131854654151,-4.870008268570064,-6.103099148760278,0.7587412782579318,0.0915183822291111,0.030634469703475782,0.015265774465355727,4.886838250673208e-06
0.04454462262489526,0.09141462982340005,0.08726997976367536,0.093687318477685,0.04894488857540116,0.007154512590010713,0.015271651762132799,0.006849655230357142,5.0042992705949215e-05,0.00016876618021069217,0.0002159773631428868,5.032431483982925e-05,0.00020621643328359526,0.00021688359353185546,0.0004018655822919114,0.00030688314758136367,1.0282353931156722e-05,2.0022028885784175e-05,1.3317052448851295e-05,7.040432739686418e-05,9.599912490302312e-05,0.0010076746239006053,0.003515368882931508,0.00010496885526494699,1.0017239602181734e-06,0.00016110942215875066,1.636034252903114e-05,9.582838039732777e-06,0.009858323633445605,8.184973749704218e-06,0.006948720794344917,1.2996031090820969e-05,-1.9884505543685371,-1.4467713635685018,-0.9817889807156231,-0.9731634525170664,-1.0150411944962163,-4.191351222925161,-2.977881065710828,-3.761453281436859,-7.477807521670388,-7.174309836269154,-7.121254971424176,-7.117249891839895,-6.43707112652856,-7.048151330352859,-5.265822810549584,-6.17763469847987,0.7287919945266953,0.09282186387510047,0.031225228240234326,0.014641512677121483,5.200837914572819e-06
0.04343001742055378,0.09347113854348787,0.08476499271175472,0.08677600979466851,0.04674163525125278,0.007144262382250434,0.015015614428022961,0.0070950061209001745,4.881405670577086e-05,0.00017238948590667466,0.00022889179632722337,5.0529155797140546e-05,0.00020777884603291152,0.0002175440880104726,0.0004161886173260518,0.0002906547018391375,1.0006752627337174e-05,1.9134233511929818e-05,1.3914325082298238e-05,6.945664566791394e-05,9.551680268605253e-05,0.0009626434403227721,0.003532508214999068,9.967067612786244e-05,1.0021120979960987e-06,0.00015499077350346005,1.7040542724875884e-05,1.0074527326794107e-05,0.01006874673391718,7.667467203442788e-06,0.006543584880232252,1.2898227194537683e-05,-2.0053344538364946,-1.4361002559980183,-0.9757102638092986,-0.9606454134756496,-0.9793350945576218,-4.2127048023703875,-2.949830636686392,-3.8694699065818416,-7.845278819911715,-7.112707761708233,-6.6983861934965425,-7.481926674923398,-6.818409336157503,-7.122410736482753,-5.008452281872042,-5.960696863365707,0.7798397166229474,0.0906423430602224,0.0293010526444806,0.01563665199185041,4.925154686373288e-06
0.043224286997099,0.09308695920061726,0.08366832879654676,0.09390681457027691,0.04778436939625334,0.006970952764821232,0.015535377733674383,0.007035337657624807,4.863130974163922e-05,0.0001712770240248588,0.00022823370295872662,5.1568001827336214e-05,0.00020920155811389638,0.0002186259916818217,0.0004059740049126461,0.00028539562272543575,1.0227815005650442e-05,2.0854203759970692e-05,1.4060325636509132e-05,7.260191035634739e-05,9.923096640811424e-05,0.0009769671559749532,0.0036707984662425245,0.00010346521268292506,1.0109768983860643e-06,0.000156641269442695,1.7029601783668194e-05,1.0481572331973145e-05,0.010475885240316299,8.265898785146243e-06,0.006716860272302153,1.2625095838058633e-05,-2.0239043220200794,-1.3403682223127642,-1.006745897359664,-0.9848077753667078,-1.042809857263232,-4.2409269379065995,-3.1140581783952337,-3.8038423456513355,-7.501878214365213,-6.910933621149754,-6.824080214262999,-7.453978747435815,-6.744502114412889,-7.126050102193995,-5.117942241236452,-5.957657933390001,0.7529146666144442,0.08553157125971074,0.0287858169061153,0.015134115084214556,5.102478915673407e-06
0.04218415636738424,0.08810827683558327,0.08296954618044855,0.08680659187108504,0.048846625738634415,0.00668232606076604,0.015629157445765735,0.0070605915759442,4.7931832947216496e-05,0.0001742917516622942,0.00022199982470299078,4.925958776679457e-05,0.00019089390215478586,0.0002204136492351232,0.0004033129635885503,0.00030236084040607367,1.0191283919068837e-05,1.924982374616864e-05,1.3515945020561844e-05,6.964374591197399e-05,0.00010391023791344437,0.0009582240094442647,0.0033939762422446284,0.00010003929982940331,1.0029641122036585e-06,0.00015668508140807334,1.6203192190804626e-05,1.0276939438251157e-05,0.010401548774890272,8.353660252734538e-06,0.006878461290151047,1.3506491820942356e-05,-2.0351035885952755,-1.4351307712644972,-1.0101082785837707,-0.9684260369405653,-0.9820074894375074,-4.235661181877721,-3.237128511595084,-3.9534409741675955,-7.725471619292983,-6.661254515685383,-6.6351433518457155,-7.671833095666932,-6.2739147608831365,-7.06053795009239,-5.037774471316102,-5.779594824912039,0.7166214558880318,0.09264862503767951,0.02962510864302196,0.014422666012055088,4.803881179991127e-06
0.042518950711473456,0.09153844354652102,0.08527068039555655,0.09256357013643735,0.048946408422532395,0.00678127597456697,0.015491312861997333,0.007148004985372509,5.0684677134235935e-05,0.00017612997778221294,0.00022518922179643724,5.041220813075608e-05,0.00020858278076023697,0.00022346343989970135,0.0003929015579550058,0.00030853101555650575,1.0498351104761952e-05,1.9713271666513635e-05,1.3494457886726981e-05,7.122979677496584e-05,9.714624726774313e-05,0.0010140211680166567,0.0036984864956536223,0.00010037348056249648,1.0249894569152767e-06,0.00016325681590092996,1.7201602519480706e-05,9.88312607979986e-06,0.009786799005109394,7.923160986165821e-06,0.0069790968333832215,1.2389155393481328e-05,-2.0150426277619413,-1.3500747643373399,-0.9642417891386244,-0.9986366903199642,-1.0109524631070321,-4.138525493087097,-3.222870476637548,-3.920895961125969,-7.697631038486069,-6.844142394731774,-6.782421755677406,-7.633893181388427,-6.416512579550398,-6.471282515773302,-5.138810074605311,-6.142575526639803,0.7394468315747158,0.09277314960761693,0.028941380062494033,0.015526094683315672,5.0411087337740764e-06
0.0437390186361235,0.08532925567002798,0.08346382732491517,0.08775631021922398,0.051010189332159055,0.006932733683627338,0.015468615143145056,0.007066109757155141,4.8520877719820994e-05,0.00016431478155694228,0.00022526181645026613,5.2129836002822926e-05,0.00019162128585714644,0.0002243629433540838,0.00039611769950426785,0.0002975550815848049,9.9836368694829e-06,1.9415143626456617e-05,1.4253915584582518e-05,7.26280153096404e-05,0.00010408806544995863,0.001028786723784953,0.0033870307868752014,0.00010068934344915082,9.59985344552304e-07,0.00016492016948337814,1.7356446618228597e-05,1.0149255278290149e-05,0.010195190769467066,8.26044017517565e-06,0.006613409411346285,1.2964584782607397e-05,-2.0541082873348397,-1.423086113740321,-1.0246492850634732,-0.9914865739628785,-0.9783565897979297,-3.9928226685787074,-3.0902454303348277,-3.7201669618896225,-7.671613504901011,-7.013138716202484,-6.623843145603108,-7.536557202912639,-6.596111469229298,-7.114653464754092,-5.046382192774508,-5.893692891246055,0.7803269904856754,0.09118885281803156,0.030216093525570354,0.015024090063909564,4.79086545832655e-06
0.04183066811481755,0.08520945379809651,0.08962886095953725,0.0869233297365611,0.04845763771439176,0.0072875375379534745,0.015524106824309098,0.007145370930534637,4.849141094320636e-05,0.00016301641913146262,0.00020981572407558518,5.11941869846599e-05,0.00020198222595089658,0.00021138846502079413,0.00039738715869306175,0.0003001226676434909,1.0084596972814512e-05,1.980537370605591e-05,1.4514816245486722e-05,7.042261630710474e-05,0.00010323391385763623,0.0009537094260290396,0.0034042860918001333,9.876236685114519e-05,1.0478632379383815e-06,0.00016115041123821111,1.6943165222070255e-05,1.0261762113422563e-05,0.010179074350020726,7.992512451105388e-06,0.006908745554853929,1.265362154643338e-05,-2.0917109407861596,-1.3567264768019849,-0.9962051998341193,-0.9590805951250448,-1.0461498941323712,-4.091982141975973,-3.1264431078412667,-3.815063634390525,-7.971227742457176,-6.969536135599025,-6.678532449487707,-7.1378167862299335,-6.281726776706671,-7.084815582036479,-5.289276094608221,-5.89076382456268,0.7216955671015844,0.09133286259701554,0.031186673147642365,0.014497360050621995,5.046760576539665e-06
0.04586273216687201,0.08633324762699858,0.08578252507179276,0.08899830339797483,0.047140899373536535,0.006778829352866281,0.01496544399553125,0.007285468471855398,4.958914822702252e-05,0.00016190035880972936,0.00021000089040512656,4.963652791260699e-05,0.00019101038151653693,0.00021606201699291813,0.0004057955732703407,0.00028704299356434066,9.50843170603102e-06,1.9237196790163625e-05,1.3362525955764101e-05,7.282161943387522e-05,9.99128939440725e-05,0.0009664631727069721,0.003408923770594944,0.00010298462395437767,9.745317328958539e-07,0.0001666869605196543,1.7280810260954954e-05,9.686926301151378e-06,0.009649319242822607,7.768580316941834e-06,0.006965699883658683,1.263145872900923e-05,-2.0194064814631982,-1.4560958760497487,-0.9941930072235082,-0.9738089891111996,-0.972843420348661,-4.1362912515087515,-3.0628951923278422,-3.9759781910627874,-7.837851174527571,-6.787880270184026,-6.7308072701237,-7.174132987427456,-6.858167696101325,-7.1205050522002935,-4.85977093303578,-5.772463741380707,0.7670690905962392,0.08866929541118404,0.030406114100742197,0.015623808894840299,4.933455064691647e-06
