cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(1)_pft1,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft3,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(1)_pft1,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft3,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(1)_pft1,krb(2)_pft1,krb(2)_pft2,krb(2)_pft3,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.03294359502364392,0.05160852385621568,0.01730625741576442,0.014256041967867679,0.007008613136448249,0.015108004257443247,0.04272226417639355,0.05173074419860389,0.005045308387750142,0.005114349193080428,0.0020462515378424154,0.006226457716471898,0.009508178366248364,0.007061644121146273,0.0019823636931124234,0.003621770286857972,-1.7200995768636986,-0.4865751323565565,-5.48882790090961,-1.7117584038730949,-3.953241723988069,-5.415276766177954,-1.444450065919537,-0.6161130272553008,0.9760500855578811,0.5391862181460235,0.3350575558501311,0.008876182852600955,0.0007357951911671962
0.031882106902714105,0.05012680407993876,0.016681180157521038,0.014838982598710094,0.007119416111454506,0.015696259416490055,0.0415374999176127,0.04924462136143124,0.004990901691428839,0.005026805569764552,0.0020705543933221904,0.005967447036760462,0.008958445211665552,0.007376573772248872,0.0020795283609465675,0.003556691388178917,-1.8043026976481333,-0.4792937595253325,-5.492632651196671,-1.7789699473254743,-3.929906805795978,-5.429849273009449,-1.5186416103543339,-0.5768927023952948,0.9170712251446309,0.5642847139304072,0.30875446112153254,0.00929293056126867,0.0006962086753812882
0.03346584436543937,0.051981635532018525,0.016918424767105474,0.01515551139065054,0.006910486544082461,0.01581989039989406,0.04393100454069015,0.05247429386913706,0.004869333357329171,0.005161757890091999,0.0020339903556198706,0.006024575501438928,0.009162143092763086,0.006932770002742455,0.0019752729741515217,0.0035752513939426786,-1.8019103545166022,-0.48674119011371597,-5.348449194776963,-1.7101195393706532,-3.9593982514913093,-5.352504298774803,-1.5010830924240037,-0.5775470139903606,0.981927745455811,0.5395048317505593,0.31282521458213264,0.009700985354514548,0.000691417055167688
0.03227052376131436,0.04996298604294028,0.016416132178836803,0.015197267544411358,0.006860198798795013,0.015785331967104705,0.04306250721519143,0.05007793972347577,0.005228494596586466,0.004791435274875633,0.0019858282495123455,0.005874100731395079,0.009206888938809867,0.00712532465927773,0.0019936487690209847,0.0035977669849454426,-1.8562958846530093,-0.46850678856432826,-5.603897762618543,-1.7900269449413322,-3.9182943442095994,-5.101534435776438,-1.4109252800118537,-0.5781356438947072,0.9637719834418164,0.5586311407738896,0.3187008775196211,0.009420019755469394,0.0006939260048520377
0.03143707877267055,0.05322448539178301,0.015993321538735273,0.01475865946653559,0.007421164629870955,0.015387333051344968,0.044191919274110994,0.05188270452922432,0.005059057854657311,0.004952448988774619,0.0019709463356414147,0.005930137038838143,0.009616640401281677,0.007113052481187982,0.001983543481457259,0.0034599155529528064,-1.7998539912552705,-0.45958790425804985,-5.367684504348244,-1.7545832561556196,-4.0840451322521405,-5.205553939447544,-1.5375497996519163,-0.5923873869330863,0.9641150587737204,0.5306243073795671,0.3082925798357285,0.00911996281276397,0.0007386514989435032
0.031594691940406594,0.05119560833374812,0.01645184126842729,0.014969800289165535,0.0070451250687329,0.01558480859778285,0.0414552395053777,0.05005973364214678,0.004977871332365939,0.00521350836107836,0.0020795497952960963,0.006182586184565961,0.009300307620718465,0.00717622879305233,0.0020671585509016576,0.0035356086493586285,-1.8420011911804886,-0.47243875179218325,-5.341939439701818,-1.7214385540990669,-3.9034728864905923,-5.455468224323616,-1.469570074892261,-0.5878855955016886,0.973267499140248,0.5458859413072402,0.3160709940878527,0.00954524298876075,0.0006870517308248114
0.03130558207629268,0.052997942503280666,0.016498424112516237,0.01421189547320003,0.007437018340628903,0.01612364535385926,0.044461213452836296,0.05143145486259117,0.004948563217516069,0.005065604999944612,0.0020535252013352654,0.0061904003711780115,0.008807450020719013,0.0071458890483775805,0.0020280109461484133,0.003593235728220002,-1.834415697316242,-0.47654735036536544,-5.566497301754584,-1.6707179025274073,-4.154377235938731,-5.464839767023731,-1.4234269072562895,-0.5895247647464111,0.9646614519186919,0.5683104283787662,0.3237562908471042,0.00962047558755337,0.0007333712709599337
0.0304060848963807,0.05007937031270272,0.016035551028725722,0.014092874831568099,0.007022969927026135,0.016177771610385354,0.044086057085495615,0.05007753720323999,0.004882937031102054,0.004901734185860113,0.002072860933114242,0.006060223037219023,0.009125428706425952,0.007017469364806,0.0019102436246887658,0.003464841140726921,-1.8935360480810188,-0.47905365461751453,-5.600439076374549,-1.7956377102321586,-3.8853501539387727,-5.138072827557096,-1.5148888778022813,-0.5683307313595767,0.9869132331819696,0.5294783326863753,0.30896271614197,0.00896248831484789,0.0007232017104766101
0.031141386208159923,0.052082827374889465,0.017391560618972367,0.014385817362190696,0.007302968046683475,0.015200319999086536,0.041361757997314265,0.05164561155985402,0.004966925221348111,0.0049180780427140105,0.00202262355761951,0.006020132774803561,0.009345302105345114,0.00733103048331907,0.0020204848856866524,0.003472485846607345,-1.8157050922668707,-0.47185426622718146,-5.626059531882797,-1.7260199273005106,-4.110180082041648,-5.158968252988893,-1.5505289572074001,-0.6038883995497772,0.9425114279496295,0.5351854197876682,0.3339655403965757,0.009036034183600754,0.0007181517988166467
0.033266681649228254,0.04934098334281901,0.016613740886103272,0.014315225571926502,0.006983510743914207,0.016219034527867632,0.04415852125435661,0.052268164601185614,0.005073021512742053,0.005116679303876988,0.0019452069983167935,0.006250920826599412,0.009087849785431762,0.00723498427314069,0.0020519888418056163,0.003551115631530538,-1.7288829476413043,-0.4678118548496065,-5.605330177896511,-1.658962984723032,-4.269018634468746,-5.552465886703269,-1.4269288813197816,-0.561183002464496,0.9263177911875851,0.5608915611523362,0.3272081724472729,0.009395273054885795,0.0007169230926530924
