cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(1)_pft0,cfall(1)_pft1,cfall(2)_pft0,cfall(2)_pft1,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(1)_pft0,nfall(1)_pft1,nfall(2)_pft0,nfall(2)_pft1,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(1)_pft0,krb(1)_pft1,krb(2)_pft0,krb(2)_pft1,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.03468622638707368,0.049227432732779915,0.02042495211043302,0.0,0.010232763478635658,0.007732288157583016,0.02617733368813875,0.019229684735480625,0.00979616438743318,0.013810158230399123,0.0,0.0124494520686131,0.01754955270260062,0.014346547627427595,-2.8742818494731397,-5.093140611438977,-2.5274836381533023,0.0,-1.3851967900105309,-4.061590545303614,-6.922365490414924,0.3792317896639868,0.08401303236824702,0.03471381516306732,0.0014159899729965096,1.5261487657523366e-05
0.03351637368228713,0.05071823605252351,0.019529854698858352,0.0,0.01083939553111252,0.008033187444143792,0.02696255234424005,0.0198572048679093,0.010078890653402683,0.013229086817199516,0.0,0.012033267277636409,0.017219429181088493,0.014756560933690934,-2.8318014492846815,-5.026030471572401,-2.3820216973250505,0.0,-1.403392113126258,-4.222501896622528,-6.819143531186287,0.38018025091683616,0.08838045454339585,0.036738864671923735,0.0014251652432004161,1.4571881072014285e-05
0.0352371621705724,0.04781076996952637,0.019964009967229655,0.0,0.010541371319172344,0.008098301008727708,0.02612381304546017,0.01918643154404539,0.009963923284277414,0.01336305465905737,0.0,0.011581006076054766,0.017452143152034697,0.014576395818923183,-3.015453202512184,-4.706037866892727,-2.496589640463782,0.0,-1.4506564480315747,-4.0567357976720775,-6.935073420419899,0.356808114618106,0.08734457243282129,0.034378761713412365,0.0013971008046127916,1.5093450710440179e-05
0.03395648601355959,0.04960360048226624,0.01946589903165187,0.0,0.010394642271865385,0.008081886256853233,0.027134312264876274,0.020462777524868483,0.009728071014001707,0.01333618806968964,0.0,0.01169186384268462,0.01867660610678641,0.01489202175709489,-2.822597725694323,-4.842382633923886,-2.4808655272016797,0.0,-1.3674130122810852,-4.248692211295199,-6.864416423718036,0.37708966709483943,0.08635096730174815,0.03442673202429245,0.0014110454824652926,1.4271098421699745e-05
0.033090353085105745,0.050793396198753914,0.019366019230124543,0.0,0.010091403763385857,0.0075515892888325074,0.02728777704960801,0.01951178776256633,0.009581480616789395,0.013935405206359398,0.0,0.012271971387489212,0.018820382417018316,0.014861653302267677,-2.863912037179159,-5.057732113930827,-2.4936646752409595,0.0,-1.3799187194741853,-4.066041178555104,-6.9930488453406525,0.381987743245892,0.08947521498799882,0.03446952968575995,0.001397535386036426,1.426643089881385e-05
0.033252907941797125,0.04681662916816853,0.01941795778114789,0.0,0.010295924990937021,0.007971689316154286,0.025908347237323385,0.02022464409436966,0.010456063980187103,0.01297890290645264,0.0,0.012364533554004433,0.01818479764378537,0.014799989973106567,-2.9372876305145805,-5.051756961439284,-2.5659046673581654,0.0,-1.4239416197884607,-4.163285375850339,-7.000604776022023,0.3827416495280571,0.08549533614672358,0.03620714077140586,0.001432548180504187,1.4334773760571708e-05
0.0329348369739129,0.04880083087973772,0.019465054956797154,0.0,0.01086458024016231,0.008254369370820906,0.02705443571997011,0.019506102646328734,0.010113370669739061,0.013361096185862847,0.0,0.012379625616641361,0.017502375462733866,0.01452129601522491,-2.875547111126108,-4.813099803989692,-2.444342582565672,0.0,-1.4370861622379942,-3.9641889071264846,-6.834570011764891,0.3739055577412291,0.08280918658709417,0.03528176318493481,0.0013435047033716818,1.5373455680448985e-05
0.03201440354439708,0.05056426732514666,0.019085756950355835,0.0,0.010257761485412293,0.008284340430178765,0.024988838991716097,0.020019834899367667,0.009946707938357025,0.014075229678494495,0.0,0.012501402216752095,0.017924463829017908,0.015178093353949844,-2.999310479593187,-4.866556858450208,-2.5098369660773043,0.0,-1.432106069016128,-4.108398593766298,-7.2822515935860235,0.3628490093248519,0.09024195198278631,0.03390932693225348,0.0014667244946064135,1.4470480698186709e-05
0.03502622089634794,0.04970544737027811,0.01891031290779823,0.0,0.01067163443382193,0.007774983007142936,0.02711400752230075,0.0195350410970501,0.009686367184956348,0.013461370670660833,0.0,0.011434373423483869,0.018758857451784725,0.014964815623537207,-2.8351050824407222,-5.0180816265163255,-2.490679548303699,0.0,-1.4730953651404626,-4.261260828177388,-6.812260187650116,0.3631741527104057,0.08258944053387905,0.034869787886969365,0.001360323213026697,1.4356089248904428e-05
0.03198332894840428,0.04638296741142966,0.020524831450152575,0.0,0.010804597755051163,0.007845453139368097,0.026057322448687525,0.019165546308324004,0.009756931851695324,0.013662590159046134,0.0,0.012267018922422842,0.018117817192169292,0.015198609973344731,-2.9404881808738583,-4.705270396023801,-2.5530000293378996,0.0,-1.384502274158974,-4.090448072657999,-7.424047340997076,0.35963863305787547,0.08284911362961889,0.034993125110547,0.0013722203689952987,1.5168164892719236e-05
0.03477780147282076,0.046340102181032954,0.019589805524453215,0.0,0.010195459695239004,0.007792219886096909,0.02562702541282653,0.01974891706361362,0.00992723416832153,0.013674588010112879,0.0,0.011876596085381202,0.01794839999352698,0.015264398955310584,-2.97583791447906,-4.878457652808892,-2.5416386858892066,0.0,-1.5013759690019761,-4.181796117499049,-7.437673209028356,0.3888459765622079,0.08311410113297588,0.03341907230637304,0.0013461237261714045,1.4456394350436871e-05
0.032615686608398246,0.046933087208825074,0.02005721135570462,0.0,0.010653141035364563,0.007614392016517168,0.025037304966951467,0.01950926431397352,0.010262180353207454,0.013222670121854012,0.0,0.011587146770942199,0.0182186235384018,0.014785396199327682,-2.880475176517553,-4.882904948042234,-2.6246501369896986,0.0,-1.370812135521439,-3.9354287660553022,-7.120483861234085,0.36103639503479834,0.08312592706975794,0.03523419332527755,0.0013612594270814744,1.572286247386076e-05
0.03475513217468701,0.04701232843375325,0.01887698557649099,0.0,0.0107738205508982,0.008220749120410096,0.026648851651268263,0.020117173228279685,0.010003653197081457,0.013109979423001886,0.0,0.012170583299104292,0.018407102319411332,0.014488108794842169,-2.9604150247719216,-5.058042369471074,-2.514145858837552,0.0,-1.4223506032649338,-4.06955867188,-7.377248433157708,0.3694463996842643,0.08304639390872848,0.0345208087882142,0.0013534572424679391,1.513317908232301e-05
