nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2)
3.583674868152431,1.7443867658413807,0.8311126945293063,3.622577551794227,-5.971253045100667,-3.998588467459779,-3.2309738208905547,-4.176166450107103,-3.9660035793979587,-5.789116090435054,-6.261680237365889,-6.633857903356779,-5.59531855221169,-3.468742362072371
2.8503780953545017,1.4229863779587955,0.8908330270507483,3.259005766206925,-6.598130632112109,-3.972938482742674,-2.534516581214438,-5.404318987756135,-5.749062988672835,-4.864284308893764,-6.924850024531658,-9.242338884265704,-5.381671297272676,-3.011102172292241
3.0842270669230833,1.2730820971924157,1.0722014030561504,3.2557858071899823,-6.885971978622511,-3.4616272028591695,-2.7485953666545724,-4.830295583212159,-5.585412264907632,-4.3493668010847655,-5.335499607327823,-7.125129825792878,-5.077722678713307,-3.4496798193495195
3.285783550011576,1.8325242614156723,0.8694258277804522,3.7190851961884683,-4.879280708905116,-3.7863142018384024,-2.360589183398911,-3.7918764992199696,-4.435826188169898,-4.607497471693675,-6.215647365529459,-9.278906536305374,-6.191378052188331,-3.6499099367066488
3.350824189923721,1.577219364921707,1.0939808877761321,3.4205346331208104,-6.040980981379097,-3.3663166597187217,-3.520019145440108,-3.885683965551359,-4.231634419593116,-4.379348490237835,-7.375190783781489,-8.64990315674731,-5.797633284121845,-3.572199357062418
4.0229525701071145,1.7744360507945165,0.8805126819662455,4.222215484859502,-5.644048907381491,-3.2681019838439127,-3.447099474400949,-4.999587022542342,-5.339202075447117,-4.407489325524202,-5.435050478881123,-9.386202459439906,-7.154977819361195,-2.676244155511444
2.9658446654123165,1.4953086275966037,0.958526068636253,3.2529754231035533,-5.041520975638273,-3.216895249858998,-2.6437349160120616,-3.8726877368015327,-4.271389376930394,-5.358046542658733,-5.768627896988234,-7.617145180225131,-6.227173463901859,-3.1438419669813844
2.8211343431389637,1.8497492560103113,0.998947221212835,3.115497660454775,-6.449041218931201,-3.612430868232054,-2.648140755579615,-5.247166636788023,-5.301692715975554,-4.527544505051621,-5.322140865757535,-7.8235161854297814,-7.091673181111425,-2.621926638971957
3.8369894750763844,1.6639566420614824,0.9755398113424526,3.987416166712058,-5.153663748604121,-3.005824740070692,-3.31879121868817,-4.9451048639488375,-5.31731016150447,-5.800366074247503,-5.869412979997393,-7.46532303191995,-6.089595836177617,-3.29953435961732
3.30759394043423,1.3736055913262797,1.1859171582285504,3.434082782069417,-4.954607130849257,-3.255188918440343,-2.4120323422970977,-5.505991902888791,-3.9549519308368106,-4.42773193909012,-6.151754810577405,-9.425556133421377,-7.289733211600654,-3.209774893159467
3.375025174799105,1.5255132111173384,0.9536239829881858,3.9598116707461926,-5.308439133192225,-3.2590223919386268,-2.966685168164178,-4.134536974505386,-5.6682629483263085,-4.45847021709517,-5.818374464458134,-8.365539844866372,-7.433501908741762,-3.472139874616994
3.812961595796952,1.3753809451726964,0.8555818774438779,2.894188540490047,-5.105938188118914,-3.2426090660931046,-2.4264495407026443,-5.351745130563536,-4.182583110560631,-5.152047944573144,-6.0697070359917875,-6.918969204459518,-6.817596364146004,-2.829777180925391
2.8445105937109876,1.2558444573486383,1.0157850918845823,3.71288903661478,-5.952255817920749,-3.752980001262684,-3.0943338390347295,-4.157204775910147,-4.877260299787537,-5.421361422234955,-7.190422174330809,-7.108428318297774,-7.137075318658439,-3.3137674506844723
2.9997395623095326,1.6769267939372567,1.0077445055201044,3.516809753961462,-5.821752512150102,-3.644043758427074,-2.589505165740443,-3.9730685364693836,-4.112538194503939,-5.580988633173016,-6.272333377948299,-7.905128835632202,-5.232257581392248,-2.847605615688382
2.98361166702625,1.4775580903909118,0.8953210447453075,3.063287303475409,-7.007663376697729,-3.1781591255873365,-2.902652332987966,-4.559154316967897,-5.05337496744909,-5.803207507152519,-5.54484390842877,-6.574321988905428,-4.991393848509644,-3.288714013962702
3.0107191449096224,1.275413069285833,1.1518467175600167,3.1860314478354104,-5.053409616231474,-2.8282859272155956,-3.1661189352539836,-4.673183049611739,-5.607075077748292,-5.8790555237052295,-7.479665908972432,-7.434236378965023,-6.8785512849147326,-3.0515528407830317
3.1151193675868893,1.7152393337431728,1.0115010086208962,3.0996649212791794,-6.064445878088129,-3.56910114219813,-2.401117112224659,-5.532910292784752,-3.9863424965494194,-5.483788178029402,-7.644362911783577,-8.09429693363321,-5.767939898229006,-2.690253230223159
3.2670210161865274,1.7311122219767847,0.8086731144837264,3.084605947266877,-5.678373009118645,-3.724882193826591,-3.4398505672178468,-4.312641401644925,-5.739304078217609,-4.803969631105927,-5.570655243314675,-9.108434070229691,-6.431226544656783,-3.607809661679495
3.9618247890102847,1.6131127292124257,0.9253249746428227,3.592475207631278,-6.610197292317173,-3.424388231481577,-3.4102134792655057,-5.549713669504922,-3.9063392326778787,-4.725198420542972,-6.016432778775519,-8.566792581110771,-6.292035672795833,-3.5247932760622755
2.8530355615313314,1.5602301863377712,1.134701328646237,3.130808470971328,-5.9209757080384975,-3.388865977559437,-2.6901516027069263,-4.746896971625608,-3.9172612440416015,-5.010078773325905,-5.825211294402568,-9.217111271347552,-7.12589255826807,-3.0603632276931156
3.6130724732875907,1.7331499877932541,0.8131191839397084,3.924694288741239,-6.6824178758595485,-3.7539082139578452,-3.522376259012887,-4.562014547917528,-4.254979185834425,-5.167850080100466,-7.747646722485445,-8.311563059011577,-5.436968780861094,-3.1200674073387695
2.9927308208060053,1.7747898173968877,0.8966228624743808,2.8454137140229574,-5.651708874253662,-2.8657899021570756,-2.8354258955694682,-4.130668716773126,-5.2839224281177435,-4.894246984984987,-5.978089356226025,-7.464940497831827,-7.093233224633999,-2.974273996387614
2.773595706120928,1.6260258757909651,1.1260873411340913,3.197370752960275,-5.178851636671802,-2.927094964899752,-3.0206621805769385,-5.269822063460159,-5.327021631111569,-5.898567548686519,-7.685059106450533,-8.276908894907956,-5.093027945363837,-3.333891299388496
2.917709371445509,1.6772069310816575,0.9861760984891321,3.9690836636384033,-6.215012453416328,-2.7950549170437644,-3.076803763079382,-4.902174949236344,-4.969511868406981,-5.24331041469216,-6.41239310418349,-8.979218558196282,-5.478683698086443,-3.5933192315113396
3.023932734322073,1.479664441793013,0.9785677527763559,3.2753732256662462,-4.942953993319345,-3.5982949001756492,-3.3118763131825,-5.359506914312114,-4.784358405446969,-4.683026833058442,-7.549895746354487,-9.695127684828506,-6.552767607392063,-3.2476349797785025
3.327324389967229,1.2684905553746555,0.9854709693801991,4.1071445615648745,-6.164898498244712,-3.845378995320164,-2.5321293316562388,-4.392399754224245,-4.081639737640372,-4.162508689072858,-7.556352015592241,-8.541018573821479,-5.135664937414639,-2.7532185961009072
2.7997307284778556,1.5309557203978268,0.8498920070202804,3.9351599349354744,-6.734084496851729,-3.770198299449168,-3.041690714394985,-4.204315679700649,-5.2640097882750645,-5.391145798394972,-7.862575877760053,-7.9513609918215025,-5.427719242482393,-2.8786420958128573
3.4132078619042625,1.48906918960696,1.1893458394410648,4.094265074502905,-6.520167652467139,-3.2311149348592965,-3.1221726996011707,-5.070031662658332,-4.956949447902937,-5.820035489023874,-6.20743584135805,-7.682798391217441,-5.242102370652959,-3.5796613203720646
2.9125537003343203,1.305209033512609,1.1713409381134359,4.056713233239978,-7.089791872491456,-2.975029188553058,-2.768507088492291,-3.7810606330875953,-5.720891256816464,-4.79281954714185,-6.47087918850302,-7.669877041825137,-6.693555812098484,-3.0164740877097165
2.913666876786866,1.6987547292999576,1.1483053629926459,3.2133273672726537,-5.0382614460598125,-2.930561147044486,-3.2047744723389537,-3.768401325595137,-5.4835128097532415,-4.9596368993331135,-6.722073632872698,-6.932728819841633,-7.323824462228672,-3.0042832681171765
3.264403080381896,1.5332400309352896,1.0765643076363944,2.9542686649213743,-5.905740708559325,-3.021158006444453,-2.675161203499737,-5.162125317797356,-5.279954631421914,-4.516845603238114,-6.604279716130735,-9.494652407430587,-6.766607040408445,-2.8109626127820526
4.037576746922959,1.2811275592692082,0.9330585517191583,3.363172564031269,-6.23113787946353,-3.916378094415923,-2.3875464275878384,-3.856166890412446,-5.467664219937211,-5.001974349912422,-5.359720385351322,-7.364211860693848,-5.603803355196053,-3.5684701808178554
3.9209777535524464,1.6275030790315155,1.1391520921358897,3.0585523465066533,-6.84448635869786,-3.1945154023075406,-2.997700883803254,-5.5135085624025315,-4.707548714575927,-4.199109992843991,-5.34000964084955,-7.45121025574273,-7.330533302386479,-3.263103947066803
3.664788469731956,1.598597925486437,0.9045669729368291,3.674719652407354,-5.292658749763365,-3.3686491373127274,-2.388651347516523,-5.230170707492123,-4.666895213715322,-4.171122650923856,-7.019968792989059,-8.184801528548789,-5.311130771969545,-3.597935215461965
2.8681624282101805,1.8464076509231357,0.8775330775559915,3.3700830014374343,-5.121314542509649,-3.8419539114685257,-3.0044673544942797,-5.124529019682623,-5.259586223754701,-5.730541190259155,-5.512483156545351,-8.548109124984466,-6.6042045813502614,-2.967198223365463
3.799113109621117,1.295802689763123,0.8835534202469286,3.653486935625391,-5.8059982976750115,-3.7037708257614215,-3.2153166588974615,-3.8482256620290696,-4.644082530940949,-4.587272938170515,-7.19407126953992,-8.288203620500115,-7.359822041101549,-2.607692832025915
3.0345597215718527,1.553485317279194,0.9832684836560006,3.603254488150648,-6.710706545566204,-3.567530036767614,-3.0024423847483175,-4.086041014665979,-5.215500034427587,-4.676569991662485,-7.647860663345189,-7.1967628003385435,-7.113572276000966,-3.2358854212166253
2.761147169621311,1.7077579009231598,1.100507131328987,3.771716509471763,-5.40014371446581,-3.68015860795558,-2.7448726300645316,-4.926060647127624,-5.417554299729316,-4.800609401878534,-5.962085800058824,-7.146981213653137,-5.684722531753793,-3.068620460019436
3.198633749649651,1.664795426762844,0.9219100733990822,2.969939723908845,-5.591522694888011,-3.4832429975670496,-2.685573956222392,-4.809784463650269,-4.244851850104121,-4.493043206043608,-5.5195432006736755,-8.621278625812977,-5.840093566836637,-3.6763456625856614
3.757476984034862,1.586399776709247,0.8315934761598675,3.4422388051305903,-5.371385894097018,-3.9588402766175412,-3.2892108035700645,-4.340132030137362,-5.6020955279194515,-5.921171942739378,-6.5043395200320555,-8.226248581788884,-5.99258041095671,-3.0506396216057854
3.174567012505837,1.3359981033247432,1.0389885238564416,3.9078331980655276,-6.727752843826478,-3.560409930760625,-2.5925021366393532,-3.9527514859460022,-5.794873966782154,-5.467503493002104,-6.5424794853823816,-7.313174275754156,-5.278725436358327,-3.8051990726818574
2.9387501494134436,1.429082278104675,0.8581965744759896,2.9943618088598094,-6.462230283875723,-2.7802151649808753,-2.522234300059426,-5.109908064750684,-4.118654623708989,-4.444305093277359,-5.950661484994227,-8.882039151459281,-6.019382179123059,-3.1274563289468156
2.7758861813948084,1.7989200690522908,1.0832675404577883,3.523285900354421,-6.123300759067694,-3.93838601559043,-2.8004030412866223,-4.727526364105443,-5.450733527900675,-6.088471511268618,-6.133838658514279,-8.862324710392418,-6.4946433594443675,-3.689314553153468
2.765740647955244,1.6017873817212245,0.8734521255868416,4.02895274597879,-5.314966667657842,-3.8368257779252763,-2.5492201569215576,-4.261764879445251,-3.9976946317820654,-4.490184608929067,-5.507453225227591,-7.644362654871087,-5.738054756266868,-2.647340500247572
3.8059850011179384,1.3125123436306443,1.1372425773142005,4.235468711861955,-5.899378666418158,-3.6226253346610875,-3.305494910007889,-5.126586277511773,-5.149672335657243,-5.8085570087448,-7.117732741492076,-6.899996754882012,-7.351839037233557,-3.5999934055449856
