cfall(0),cfall(0),cfall(0),cfall(0),cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2),cfall(2),cfall(2)
0.048286158993973434,0.14734803885517947,0.10985267359965067,0.048468331350740565,0.024985429428082573,0.008143464238998878,0.023299857559080844,0.0025777149739171852,2.941123328046764e-05,0.0001119555847242034,0.00012079888455916018,4.67056200168013e-05,0.00016875797810479186,0.0002605968704224019,0.00015526230935529033,0.0002556985197579851
0.06366597639964224,0.06153440399721778,0.08294558893521892,0.08172660572637638,0.07706816713765481,0.009059286049368794,0.01889354657134404,0.004954269189072448,3.393216528126445e-05,7.498483618414032e-05,0.000179923148225574,7.990523674506275e-05,0.00011356264833759503,0.00017746807595193174,0.0005983832567356343,0.000499947451130968
0.04409605077812911,0.09023337284801812,0.03065885854997079,0.07420134834593281,0.0337106930483512,0.003603509737793383,0.017351347328920075,0.004523016025660366,7.571947698130685e-05,9.738976989504398e-05,8.68290966145872e-05,1.6269275597205874e-05,5.5134900823189444e-05,0.0001346090135323517,0.0005280555850389356,0.0003488027082108404
0.02087965203652545,0.15321957969924244,0.0999451091757066,0.03278073802560011,0.025710830262030082,0.012087134315105642,0.005027155680960556,0.008258326129982941,1.284337680975101e-05,0.00024761187452194955,0.00018869318814907594,4.642771885433052e-05,0.0002585979813356288,7.473132594318744e-05,0.0005386089086695732,0.0004333615063687563
0.041154037149040895,0.0441887545091605,0.043674721124925986,0.04195587488752414,0.0363982236284818,0.00925322891781594,0.0077859169216868244,0.009186875293209601,8.004782698615333e-05,0.0002186793070615384,0.00029272987446870343,6.39443175063028e-05,7.900950303605804e-05,0.00020867318587691194,0.00027938570799681964,0.00010311457921682107
0.04702343062987998,0.14338679671464738,0.10592955697498162,0.0858806942456194,0.03766850253916092,0.009239456010374566,0.012554042160230365,0.006143480688019962,1.5004542238754657e-05,0.00018360609587097016,6.51502058392704e-05,3.0839267781430175e-05,0.00019016429523761017,0.00032347676585415294,0.00018178289247813994,0.0002214586476270186
0.07590864393890116,0.041030349784363276,0.12456248969194327,0.08291821162001341,0.025604096632011377,0.010542638412716694,0.011449971288904666,0.0059322927205268435,2.158513370509872e-05,5.1629818177415626e-05,0.00030291493621255577,7.827254374617122e-05,6.878164884107064e-05,0.0001485059779763631,0.00016282174494212606,0.00017638979854107497
0.029314488894738817,0.1242958693092915,0.03905245006154534,0.15022984236572645,0.01652543785544107,0.009506120500026853,0.00734935661891065,0.009005447511527532,3.6872974119646595e-05,0.00027869227081038777,0.00028750804148213957,6.333316887187926e-05,0.0002220476170138156,0.00017420813325651153,0.0005835506695100006,0.0001274068031650566
0.07516347492417268,0.1538456752678156,0.1177837221527275,0.12878952325166693,0.016797647081161986,0.0020185528433936044,0.006070323534970629,0.011574153931304391,4.253041611181643e-05,0.0002388544571033068,0.00018064778968832746,3.386202370759026e-05,9.698432606993114e-05,0.00012028882812549533,0.0004436086725268222,0.0002381431574430999
0.057809504285119814,0.038098007387953325,0.07508485720789304,0.07851288119789449,0.020976834316069164,0.0030607750636961455,0.018711760307375667,0.007992605379240982,8.583131835312484e-05,4.309422862061834e-05,0.0003020779418106197,6.897929272094288e-05,0.00017412764642494525,7.822714516360735e-05,0.0002099097188950601,0.0003531893647013486
0.04417624860900319,0.14766060984002333,0.04526484455560983,0.1274644032134184,0.04390234662860029,0.007640970456507749,0.009778526123215456,0.007716988729266322,1.621715306712611e-05,4.60645296046046e-05,0.00013384394551980755,4.7925318159149626e-05,0.0001982860903335633,0.00028216719850276246,0.0002236700186788983,0.0001185729919699853
0.0525363082198917,0.04167679459644959,0.14085806248352872,0.05682333304150209,0.05066746059550313,0.006688056541608809,0.018246314824889504,0.005097608354309377,2.5571095790260885e-05,0.00020252186883138205,9.636507748382052e-05,1.944276190887577e-05,5.814308307748907e-05,0.0003757484298891965,0.0006472766251094293,0.0004218407266467964
0.03998300426242867,0.07201211141202771,0.07077853377399004,0.12076309671736038,0.07286104269230087,0.003077890804325385,0.023664465300879085,0.002190614756747101,6.475510826819032e-05,9.534332819961062e-05,0.0001452763504514919,4.4375917123982675e-05,0.00023331240529776497,0.00011938508496177276,0.00020130910479097944,0.00021643123421213157
0.03913067701488594,0.10591851570237014,0.08173397240605527,0.11381136176034055,0.04113785570138814,0.0028992786599438387,0.013821228491187073,0.005824232219655302,3.4481319814045835e-05,6.29678366642462e-05,0.00016829895443645716,6.865473522290392e-05,0.00033875823048463657,0.00022625902692819844,0.0006035249348277456,0.000316051162536782
0.05621395838204513,0.0445494743678663,0.1372701066593066,0.05983331328826386,0.08539422673710043,0.003996517886966913,0.010652950665997227,0.004868583957010435,5.771815079341574e-05,0.00016409218338312337,0.00015137727076812833,3.440573835509781e-05,0.00017781680126550614,0.00034926139294738526,0.0005888468092519847,0.00019096733554379688
0.054619566114067486,0.07726695258610569,0.05089298355863174,0.04246486528547787,0.06523256840930139,0.0024367977246682274,0.01723813371114177,0.004074056730647304,5.335966937581066e-05,0.00010406477182275484,6.615191419879772e-05,4.0610124355007065e-05,0.00013888912021183816,0.0003426608468290373,0.0006462148162910564,0.0004989981421213256
0.03459849054094183,0.10058516214015499,0.03530115173343183,0.1089966194534039,0.024217649106708476,0.006329138166102264,0.022915462332408664,0.010145941135856415,2.985782478463408e-05,0.00012506690092274056,0.00031212358459846467,2.4172265864600285e-05,0.00015258077069992871,0.0003686165546908038,0.00030248314877819895,0.00023903972935793142
0.07218234825177075,0.10389996307942867,0.14994285737719257,0.05839771090453774,0.07336338512780996,0.0033910007184172085,0.014516774388920769,0.0043696700074010685,1.4308175525635675e-05,0.0002732147298599272,0.00013018736268594533,6.156740891644796e-05,0.00020776478271658362,0.0002273745577225759,0.0005741680525803179,0.00016746248010083252
0.029543513406123125,0.1511236722289032,0.10297706856951819,0.12199006631741624,0.026509445048126856,0.008437361349380619,0.00803586570200652,0.011306562980498746,3.117071155086889e-05,0.0001766298418374669,0.0002886161557123378,5.4652809709156716e-05,0.0002450715804339518,0.00010568487474494317,0.00027840162009362256,0.00011808297002214575
