cmax,cmax,cmax,cmax
304.6724334015079,196.0928455829092,288.61710338055036,108.0423517909001
171.39490860581273,51.2227222019799,61.65861768957792,147.98279045589965
442.86178268849966,151.8614853253291,49.029722371157106,163.47025290233313
583.949853493475,61.49382391322758,103.33204117285771,46.04485302823077
261.7973486953582,118.44463428193,187.5670879107431,62.143091213529196
449.4108801751906,48.214803378011695,140.4853339995106,73.36041833140104
354.39797403354214,165.9167245310431,109.343137656363,95.43782541093948
437.555331806452,31.253836735547797,246.7053300344739,44.121808879982964
115.91357555077735,195.75947774937595,367.3013808880473,139.35640477951424
262.0239447011047,40.59108278777026,272.53225568683547,84.37737672884525
150.67006094933856,113.05255897767432,53.67862132041482,154.424236274792
234.06965021079895,143.55808487321403,147.07488541717896,96.30878044701605
409.68001893528833,56.48362352205254,368.63252965655977,134.390004793529
649.2441160242229,185.90516641546913,243.4571444896298,156.29852596380323
130.21032277291366,58.512229966692026,57.32888489017524,67.2344055669074
313.2947763913359,72.25079095950721,321.1982533913727,71.92586494279692
247.58182616738446,121.7148681121759,89.557552027391,138.4306887319136
121.7071019982082,202.68678408872495,302.1727152357626,48.33081392440788
79.60620085634291,171.43748722851046,280.1516385281203,127.50343552430714
546.6405143604854,36.28401325892891,162.82084545578107,35.96179721935178
602.6500452226353,136.40788093977505,153.536636550509,28.151798202599934
265.9081620584261,82.06428800301975,287.8129560656033,113.84997810445977
617.3544581610972,108.86679985732619,82.37407445033949,125.15010901658395
540.2454698843616,125.10203473931075,301.7424506595086,92.386302336031
395.05603229068424,100.72315664631351,50.6579224610977,34.770735137880614
95.4070731459235,138.79813005319676,147.96563245609838,94.59222685017592
629.768317679413,68.23003826947766,180.30543847176958,131.46645545917758
215.78356561639583,36.81908387096851,139.6793572540671,42.73289359946406
643.2662525354765,170.09928138899772,255.4140522094104,148.7717590297965
566.4025186880731,56.79636226955189,342.691956540833,99.18642533466468
568.7006916093553,186.13557280853865,149.19402984768675,35.09329783803472
215.25721508159072,100.64418284212563,317.58706439669675,147.169766917613
80.47837437804526,115.8908986254461,182.67234449714493,51.82326330335213
149.3448163752046,84.33050004988431,359.64898977435297,66.91678452278639
392.65165684831504,150.9402569797938,164.55992695422935,163.74977728725065
663.2404506576493,68.68395457176571,209.55989604073253,63.583714105684486
249.96410902207032,29.510504769083276,247.38544810693264,93.71259968672791
107.63542017617777,73.58104592454409,347.98169797944877,54.42916085576101
164.61045737899457,112.00909899694702,374.04315397627056,54.80142309856757
486.17762180819165,161.62261883424355,122.12851505449278,127.38536603043572
300.5513081336086,138.0499026672187,255.45647088841838,98.65378825834027
131.3064870150498,175.05433167373457,150.1291255630014,46.509773912681844
101.10722616535648,130.50071336414106,270.2863930423841,21.139090270332595
388.5667738221453,64.07445393095762,259.37760936868847,44.695465807785865
497.64518762858347,93.28465712827376,357.5677947894947,39.19442778505157
284.2565870959244,43.47153430757084,353.5142044344567,149.6494595126793
233.55833328445945,143.09538732244997,317.32014533046595,101.55411285867685
