micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.18351648050859906,0.8030561964536815,0.3726768851859722,8.13546231588153e-06,1.4526622124927673e-10
0.27989603035437044,0.5550543714915438,0.054498936456550844,5.248186143561761e-06,3.0173974395058376e-11
0.08463371098512787,0.6838274124963647,0.19423518343308654,1.8002599606412252e-05,1.2652599686343104e-11
0.2418208158281168,0.5429063250242648,0.27120005864332364,4.083179672892518e-06,7.215416126133012e-11
0.1416839835221504,0.7313043047201295,0.09734931483086823,3.5504018914632386e-06,9.343039855603068e-12
0.19954213376923524,0.16240123349836727,0.21025163391491702,6.937792121172569e-06,2.0800399636506582e-11
0.014895236432035344,1.042663485010189,0.13635081577148617,9.89047249385477e-07,1.6512171735294998e-10
0.20947743138549396,1.5785557166731325,0.18340707920761606,3.907291487916903e-06,2.2755735083430717e-11
0.0012688887856365392,0.6017787749788921,0.01162235218604248,1.4005414496467704e-05,6.518778542922445e-11
0.07583393725902161,0.19505385846375,0.2863007741555532,7.765715518484834e-06,2.8287708589883842e-11
0.06198577504465752,0.18676353949647342,0.08750865017930944,1.219021367952226e-05,1.210195169144382e-10
0.14973807446561133,0.870113552041601,0.10519423903159465,1.150885073098499e-05,5.077138576696317e-13
0.095235950464546,0.8398981029405453,0.04875189450279139,1.3351212350074117e-06,9.439971979318554e-11
0.11069440328768214,0.3485379630238044,0.09937299926263561,1.1363096889851766e-05,3.50359011742949e-11
0.0038951316225890025,1.4476297214606466,0.1801058626549099,1.8280483916727695e-05,2.724616787959525e-13
0.0636216734760848,1.3443597564701384,0.3972692646032967,2.651526281652707e-06,1.3787296244584565e-10
0.14234377234023138,0.4104370002350746,0.3291969615931001,5.840368893023305e-06,1.3393810070133384e-10
0.1381400041071392,0.3193471001650756,0.13976701619454632,4.889202907399547e-06,2.7603869051736836e-11
0.23706464829249516,0.9008951124873368,0.2515105431011352,2.8967800331600636e-06,7.44880987889285e-11
0.05867940715707616,0.8604605202512562,0.20099249755797693,2.848566354700498e-07,1.1826621359093488e-10
0.03186374415847786,0.4630088169731982,0.310863016549926,8.604171111011176e-06,1.5835805826555084e-10
0.19073212151779328,0.310713385002123,0.06423061850688083,6.035857499410821e-06,1.6274135554631478e-11
0.280559428092638,0.68792539580714,0.3680411390159073,3.623418804349206e-06,1.333653964999148e-10
0.0647296739319256,1.562162622829132,0.14204046707454515,1.0517378227211823e-05,3.09446222328758e-11
0.06551614278852744,0.7933174508175368,0.15479030863416787,4.373833049364511e-06,8.389517921136573e-11
0.107780027858287,0.7708913342588759,0.26276137872243377,2.1870858013996236e-06,8.309649508730663e-11
0.07984578425469042,1.1880531669668029,0.08367522621809367,2.848187670560778e-06,1.590428231674809e-10
0.17222392207126394,0.01902332827228404,0.3784575803029814,1.3024733611178832e-05,4.4516586837380647e-11
0.1523562083403395,1.2552586709516405,0.3734208678896014,9.525183429437808e-06,4.07700619569712e-11
0.2520011042760266,0.19351104638375982,0.013917190199977515,1.176008322468701e-05,3.420752025137084e-12
0.04534360633780758,1.0465056338236323,0.4333833669330207,1.3517261270297755e-05,9.471619694514123e-11
0.08082223487048838,1.0699668545743088,0.2257483064862878,1.6742195771675912e-05,9.088572330942188e-11
0.26657741575323335,0.4472688712461232,0.08565264716402685,5.437077628792744e-06,8.613761632237708e-11
0.053673259269026025,1.2236501659931927,0.2906699318160181,2.6933532646014067e-06,8.434983181438002e-11
0.1669835311215326,0.03233237363980959,0.36737680744577283,1.1331114471999145e-06,1.0362004281016597e-10
0.1897389217880417,0.25033226996727,0.24198991059928976,1.7496026196322912e-05,1.9060492607920022e-10
0.11220880860019476,0.06415742916275434,0.19461439889946908,1.5668241636524205e-05,7.859268220264127e-11
0.18328844904981287,0.5988867175480868,0.25920228523823063,1.5542632342596133e-05,1.5900492117612993e-11
0.23824184437279558,0.6912932374518383,0.24801210022682318,2.077014200245458e-06,7.371275752138336e-11
0.023570969882845495,1.1458947677556832,0.0832332444941438,8.201017636944788e-06,1.8048762668850004e-10
0.1305348894407548,0.5786032915197494,0.04242856530163133,6.1883278394247375e-06,1.9917045308592408e-10
0.048926991677931284,0.10508191201773759,0.01772728413996379,1.0013213107568056e-05,1.2262868384946906e-10
0.11829625364619022,0.021255662835122435,0.23309867462472406,7.847209347149135e-06,2.441875876092529e-12
