nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2)
2.1463501975360044,1.1789567659648348,1.1519737139229607,2.4860094948723166,-4.270736518647718,-3.0837291626564687,-12.271499134336205,-8.13144047096554,-3.9972134888187605,-0.1901077873520789,-3.4614202936037586,-0.9737966880541986,-14.938632257205677,-1.682420730512217
2.530946449995298,1.4174850668567798,1.4442661596555508,0.19459164191754658,-0.7887647970977518,-3.850738103011194,-3.693182172313964,-14.50914119394475,-4.59719069027709,-3.9378872145222736,-8.348270554626517,-6.553854079672046,-6.917878514056204,-3.953058046173802
2.1287497670300795,1.1993223054624973,0.9189936853102311,4.0925012460338825,-2.325259583470185,-3.7551892599390992,-8.570042487643622,-4.70953664541725,-4.844682280321566,-2.995862089992261,-9.572913366554294,-8.664739020560328,-19.482952354856973,-3.5415825720451504
3.2537072425070668,1.1472365230673633,0.6896963648501283,1.7554840399069884,-18.45038572030331,-3.8083007288383657,-1.8657311992281294,-19.615947268683005,-3.3862723033025515,-3.116396238515594,-6.614290085295815,-4.171951968402294,-15.55237478834258,-1.4583715372798345
2.9838807652187134,2.6450720378269432,0.9060125361882192,4.924959214184671,-4.667261765824204,-3.0340497948874265,-9.76490306969381,-10.573546467415062,-2.9781847626989686,-0.6865728112341918,-0.8134986622753964,-6.786936130278253,-4.105778980531486,-3.36806320709339
3.0911486934908905,1.3596962968183983,0.8473973617503389,4.663655999311651,-17.092795074515585,-3.3675991048648033,-8.200209968744675,-17.59730678109117,-4.696083824924751,-2.2413906278751976,-16.275145681129043,-2.0738258015131272,-0.6540854602584787,-3.3557218001125837
2.373823929581152,1.9098701435948893,1.247765277140032,1.4798429901527321,-19.60438981692412,-3.458779371967106,-0.9636487014305786,-12.213590577401785,-4.319461783267599,-0.25238158614121353,-6.177308528628107,-2.880197963862961,-8.802230093115755,-1.0761723674102752
3.377732968851112,2.790065503210339,1.1993788657332212,3.7020675417179403,-14.220822649369296,-3.696521301986181,-4.418605473437021,-14.095544845518997,-3.7489197167938735,-3.7781736765571603,-3.7420307218995212,-8.90603662284587,-3.494011868742877,-2.1918105984771943
2.3738190696541546,2.0840707710122364,0.7824988368473405,1.6849899401794335,-13.004591972222082,-3.9366807530276793,-0.3793624804117961,-19.372460900188642,-3.3500125072628864,-3.18098452598859,-7.144395210160692,-6.47314229443292,-6.592362139448712,-1.8122934715949177
3.3811052807992894,1.2279239627163046,1.1568932346546847,1.471938992325077,-19.426852725670262,-3.585169328111046,-11.37249225420436,-10.703234746286315,-3.180703338437135,-3.48666533520195,-13.725917789231941,-9.40053266321152,-6.332257801753311,-2.2965217258012482
2.6988502253875764,2.4103779578347093,1.037357749226877,2.3993002347656445,-9.824641581143585,-3.3636518747329434,-6.865948168965472,-14.24973939909973,-5.437026546435387,-4.232492512166458,-7.276121370530268,-1.3585544709054531,-11.85102406092352,-3.491439519011613
3.5132049965877092,2.664978948838897,1.3805824431209666,3.073474001677293,-2.8715016681771175,-3.9845850415515924,-17.86600754478648,-18.157736265663235,-3.149581262981068,-4.659049260636463,-10.12234898792049,-5.320201703500738,-13.816999881191006,-1.3887844901737005
