cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2)
0.0015825938134715533,0.04331741660686558,0.05045565567007393,0.0174387724966556,0.0050599170197266246,0.003771919332814848,0.0032181598946202676,0.00810359708075544,0.0028543725726231997,0.022862847227453298
0.0017173400524839472,0.09062007932356908,0.05593663161389438,0.012185380608377934,0.0055284445511917,0.004233732889919446,0.0036533094333548524,0.006917225412543958,0.002726759698460521,0.022247025496156515
0.0013558041372271562,0.05043959947000921,0.06660065269982908,0.00836017500061259,0.0056035721671602486,0.0018037930161090962,0.004210970859412183,0.013095152588260984,0.002441393635778835,0.013505818406226333
0.0019191228069843508,0.042675051851635164,0.048146927104643696,0.007841859528018556,0.00501970811126767,0.003369563156796228,0.0030737516232080975,0.014936435661042555,0.0020943497269455035,0.03213460691294852
0.0014497572392586674,0.09153833691146675,0.10446393194836084,0.008070913633631594,0.002373767403073686,0.002179639379639273,0.005355269032109754,0.01409100080106029,0.004106423661719726,0.03304981978033987
0.0009698042795276914,0.03480093374869764,0.058243393890392015,0.00826482209492969,0.003357077723837449,0.0023711225591816943,0.0023821061586848076,0.008231786936967803,0.0037258563768511922,0.020877211795303677
0.0026238157073696466,0.08187681868026984,0.09187951129255534,0.012693395275053906,0.005900866654129195,0.0021367979079159535,0.005331806345572289,0.013535813908662118,0.003353002335651706,0.013002329312033363
0.0011121931052829545,0.07826833007410643,0.08433829184586,0.01877900679113324,0.005675676631914303,0.0019096608119457598,0.0035703989141074675,0.007799845434871613,0.0019364056116608166,0.013927965664948971
0.001142701597229276,0.04421370112997107,0.08161350868055131,0.013285983012873672,0.004288658892137008,0.001762539237841398,0.0031106549489185904,0.008296433282534304,0.0017917516223779689,0.013805314003075043
0.0025144579990637054,0.06930172259706566,0.03720112947482767,0.012178121459275219,0.006672412877052633,0.0036850682700869065,0.0027350531500414475,0.009107184223412609,0.001667398072913267,0.028016295337323045
0.0014421245312916465,0.06422610470943194,0.10529540412337546,0.010393956967515758,0.0052631769977771505,0.004802414576571919,0.0033234660033901815,0.017931058065413195,0.002368867734891458,0.02047131231141077
0.001105909677798689,0.04532572934222246,0.05026861368998839,0.00773819785609511,0.0024690949271589,0.00261897230487207,0.005002997504165815,0.016310196142656892,0.0028277264278062757,0.02664077147533179
0.001929338398226982,0.08743648071466611,0.05155833955462724,0.01591323587215019,0.004115070110448958,0.002527548782097189,0.0032929015915761518,0.012280999903846158,0.002361911928824101,0.028688682362951707
0.002215558799735405,0.0581961648653528,0.03903869826672726,0.01260660698152688,0.002432790856571108,0.0017473250547817348,0.0031684637955684634,0.016611208768434728,0.0035861282019962375,0.034384725000764095
0.0012642005532092976,0.07273573673122564,0.04112979093346538,0.010779808781535536,0.003378956831254108,0.003778030420622151,0.0055735305852845415,0.011351063201531035,0.003364585667588807,0.014524603603783456
0.0010107458346003079,0.08902627599910273,0.07818578205791948,0.014010842315272408,0.004204926516492024,0.003922374187242752,0.002758258300843018,0.014432674505152909,0.003436189410528446,0.03289881959549014
0.0012391889449407984,0.08834106687932482,0.054014818467337786,0.01131033425145399,0.003479468141215849,0.0026672555579351277,0.005515179535418057,0.012696082427229048,0.002654147811410695,0.027110880299930647
0.0017249167053902587,0.036259437101523954,0.04863616333651534,0.007066933257267884,0.006505957882822606,0.002597942730467344,0.0028413969268000594,0.013963977517788984,0.001959995297659471,0.02285687088723328
0.0017984263394717785,0.03698313430922552,0.04660196897814052,0.01669371456700474,0.006215359141117458,0.003078965229873119,0.005768230547001127,0.013118459378269626,0.002968086624389635,0.012647042869117312
0.0022020173829190495,0.07589278562595751,0.08111937963242025,0.017363337777259118,0.005314020014767296,0.0029216728300085312,0.005093097964795897,0.017450504973105775,0.002915793769654608,0.013704399541129501
0.002302450425866394,0.09599295684597887,0.08646922187228431,0.011559955769408915,0.002860171818896024,0.0027273650788326035,0.005482151947253079,0.018378284993900654,0.003058386393980146,0.021059642032033234
0.0020903634383362107,0.06700657910632093,0.07478751082375601,0.015652898733933582,0.00296773234760587,0.0029391360515095256,0.0029397111166969705,0.01332701016468787,0.0039665521011255575,0.020317658850415504
0.001066015886444308,0.07629036896588093,0.03837681767837382,0.0184510030484735,0.002649303523093776,0.004199527829306691,0.00469909084417326,0.01518554376669021,0.002922892343040744,0.015958029183125264
0.0010241136649363828,0.0481139957785965,0.05463743545117658,0.013367709353929997,0.006233437381235987,0.002354864502158351,0.0037373990783675795,0.015035822767254233,0.003415807125031944,0.011808852353224302
0.002269285267118719,0.05298343930814782,0.06495249374023367,0.007986926481830362,0.0027155685857428616,0.002951330116778098,0.0031640669493476856,0.01033802477934814,0.003805025057553841,0.022629881067441376
0.0009683041270184644,0.08732442374081124,0.10040595459691085,0.00886528849170203,0.004133209169322174,0.0019246159159723615,0.004267676748181926,0.01935272295627304,0.0022075052336905632,0.021667140263273696
0.0021241786461630463,0.048717554680004216,0.10300254327144506,0.009159721563771414,0.005178296464911757,0.004923938943104009,0.002276993180982959,0.011557342593383443,0.0030081307056132062,0.01724639553595115
0.002153873859131016,0.0654668941585321,0.06165435391028494,0.012994020076059858,0.0029709519846349494,0.0027756268820009512,0.005866015079956238,0.0068096434196617504,0.0015097113779292556,0.019851564064662413
0.0010401907038987302,0.05738824838294074,0.09666448240607542,0.009095177933853468,0.004715889122504761,0.0035380218322399698,0.004073717112638828,0.008199100935233163,0.0018849559906623159,0.025305142696583745
0.0009323405862594635,0.07205390171770268,0.09598479389705541,0.01283589078168951,0.006273772898853808,0.0038225607854992004,0.0025265147604780517,0.016024732694424216,0.004241488887261147,0.021307885918407918
0.0010613696457878177,0.06875822541059604,0.07843904468186319,0.01978251113753893,0.002881517455126112,0.0031687459669935535,0.005229617537959712,0.01848131367787413,0.00366105634761745,0.013655199327060085
