micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.3935467755576656,0.6026143035125279,0.4974177479493701,0.01115707149430517,-1.8796271911512696e-05
-0.29705731573759964,-0.16504809353534847,0.6358937824397332,0.01123568037578268,9.16145155592091e-05
-0.7249529980252643,0.6191224728593151,0.6010808053060352,-0.0012051484582951627,-1.3635006558579879e-05
-0.21044174886314915,0.04664832894520246,0.28354863744446945,0.005822240596547705,8.245828039608384e-06
1.1434551473227192,-0.09503527983924402,0.04349327728834512,0.0037235789853981346,4.121399684340718e-05
1.6911560380019233,-0.04328054734381062,0.2726899404428472,0.01095726620358536,-4.070991745600046e-05
1.1298417320085452,-0.0683492536289293,-0.19086675603919157,0.022364337192106665,0.0001431264066149119
1.7645356200480173,0.0469678414890988,-0.15720237834541184,0.01389545684838902,3.803049874792026e-05
-0.4043591778904989,0.21085214269569233,-0.22251104620909462,0.021098252866521026,1.7559963200033864e-06
1.303570418558583,0.053071525436893446,0.2787101978555008,0.00949472893898495,-1.3029108894894594e-05
2.273887423736005,0.4516142280905585,0.7115629076942432,0.020634475213684764,6.957999576221702e-05
2.1231225826730493,-0.13889644823534925,-0.05574568598344215,-0.006552726754862782,1.5066066152652869e-05
0.4382202354187632,0.018360167325550486,0.597257109444791,0.0034161064541948574,6.186901937476153e-06
0.9249196227800651,-0.09380516652170412,0.569867284138169,-0.005614379402247334,0.00014737738732010348
1.6502934709774375,-0.044104513880611734,-0.25230117512844236,0.018094765710554694,9.137146876952345e-05
1.5136626510095201,0.44829249814991334,-0.18158591941041874,0.003470903313416724,-2.682618809497406e-05
1.9374068257668755,0.32103638907169985,0.08348676164793395,-0.005966132790847244,1.2196464343132436e-05
0.23757929760452057,0.4124613133707351,0.3999593104385799,0.02039080776244245,4.4442985032389856e-05
-0.4120821828349666,0.39839051701177575,0.5271301701726382,0.00996087032222388,0.00010419343599091222
0.7703940845114747,0.2345502332685149,0.18322233094602325,-0.007186587944188954,-2.8421714601339112e-05
-0.6906837732299198,0.3323129536868512,0.06641537247076912,0.00827426211727049,0.00013151329478521863
-0.0022365558895551807,0.13792931381064158,0.5217287749764262,-0.0006784587042680812,-3.46040180342414e-05
0.12561459120750695,-0.07634969296155619,0.7014479772175354,0.017859852146061343,7.66807513020847e-05
1.9638154649931883,0.47615798613323845,-0.06545969922961101,0.02056188795167929,5.786844838313015e-05
1.7615108903184375,0.5556385179342042,0.07017958617096354,-0.004478338415114344,-4.412967491611664e-06
0.55966061205897,0.4884926986933441,0.6302739619205464,-0.007777531823001897,5.2149460515513145e-05
0.5290187699501416,-0.023987282995172,-0.13429894091163935,0.0028036854849160953,0.00013858194078250385
0.2313212651855865,0.23115993469929483,0.46751556557982354,0.0036361472761374074,0.00014435641654419215
2.2513334520170716,0.0015327744098131701,0.2551604580809418,0.0016281059141366287,6.968098875493525e-06
