cmax,cmax,cmax,cmax,cmax,cmax,cmax,cmax
148.40197878993112,39.9283201011446,206.4952172888233,308.8766068438916,8.384872732194875,574.3863544408049,3.5923102808034653,96.8214506623206
120.35371411296332,13.590782612670044,52.75243107919662,302.3533335007757,50.701820337827854,76.38510441192226,297.1185304257268,123.78151105136673
200.8643541508858,59.31413601493732,68.7969014924873,37.43313066544813,23.063680667229217,401.003992777639,97.6467938627988,90.23443405516281
105.13474759513943,27.666863637563807,28.284770300519362,258.87332092445934,14.08001610397462,18.393409597983624,3.0024951930842483,125.24926406094032
5.596066985490987,30.828843489616922,173.48933745022853,386.71230690110286,9.81578107644274,82.32922228011529,125.5237781300127,7.363499234837249
49.9356882946163,94.71810613321867,347.85598245759843,429.259341317315,2.2510234447589204,165.93321956077165,243.66334885791917,34.84170776593174
96.23105929816666,109.23136126062403,115.6448098901548,664.6862563069761,27.619324767467653,257.32268969298866,30.143914556222555,10.349697203279291
124.31009526332332,21.78669041567197,42.1232010067943,494.2803311853937,15.672742974256332,144.73813458326742,223.276669333542,96.43430539985202
118.8391096743386,1.571944296985638,323.84101704740476,872.3169492863419,2.772006954892678,273.4175276568631,154.15993457232665,141.79376000584762
20.95677470213742,12.194366602183424,288.72611469701303,57.30269734151378,29.6419423682805,383.8924574667096,211.45412002185475,27.030642904382425
231.60380719551233,97.89613977527921,62.96345878638632,724.059917284,50.82938801574985,244.49170994867728,302.83363254919834,98.41043040076154
82.98306668627352,115.690712219034,138.87297549559565,633.5718188387358,51.673600553505665,255.385461874645,191.6582748449946,6.206163984464627
18.647402312998093,53.81066919545144,66.21014770867502,264.45880937777275,47.23757392638737,586.5597255049879,53.88298632263708,187.19389516950844
37.29690470594734,111.1721515927666,47.499747705755816,508.7241166721915,36.622295050896454,35.13608747797809,161.7290045384487,134.5598913037419
257.6095272088141,73.10767271970883,205.2549351034969,360.14295176701205,53.304320305086634,380.21016091530316,46.04998843068287,47.04410775836587
150.2256274039108,93.80431259112177,361.71895066229354,61.08528026419131,60.157925151993894,153.10022546749144,345.1657949782293,83.89488872964347
232.67951804056852,38.19757844838065,85.6177669801993,299.44371113195484,17.975180310239878,215.10894432956994,313.30150144002664,99.47819485275431
1.684694075116843,67.72170092802423,248.7346497055492,249.14401506549189,3.08770683558929,46.892450699094894,199.9723879093488,205.1145716279646
140.76783339205394,61.97006161745162,273.0289460293195,280.44670588607374,20.410468319869533,559.154323930294,226.90784351490052,139.70373553515958
206.36397254861873,43.965816134511485,364.05583856494775,682.7235630207767,29.90174036381629,471.0743308777534,195.15039521336533,10.97956885584875
238.85159845031433,61.34702411776737,179.21709813337796,834.1624606553163,22.147207151020577,137.33533131737917,347.670142463725,181.63605647695266
125.31505141362952,19.792686191485473,156.6954884653505,362.074573587245,23.38666440078822,399.15369745576874,230.68195997857197,29.907210513568838
47.816547497901965,43.0615334888291,117.03328010280305,781.195397641507,12.670029394728456,521.8078352514052,123.19154465098535,215.38953264103696
218.2781680852915,17.51844835423003,239.3923996554223,750.6802567161238,11.787771430391748,386.2259471607409,20.833928399240843,42.60481756025827
67.14523873189907,36.742737773292085,372.4469664040822,778.2642233140925,32.44690585972217,185.35193479356002,339.48189198146554,214.8753173245383
79.96259480862118,24.96408615780246,212.09891011181833,5.331879556133844,64.4253460158982,29.556508199737785,60.38121765884627,211.15587625838873
58.568118240195055,9.913661441591056,116.73907422131147,138.1148916275994,30.02232563783569,530.8402493157794,179.1852463229521,224.49146377589238
15.366804499674073,102.55058025229292,193.4170941307373,17.962227191925265,24.345495973431383,37.89902797602472,113.82126038134811,143.56020999887727
76.12770315289606,33.03883761589192,164.63384526051465,307.329953219885,27.683983504600484,209.25062232536274,85.9377639550414,13.228687798125263
162.3874777661223,35.60484629838162,209.84257180294622,451.44942442460984,9.10844347533132,458.2032916995683,97.0165214262593,209.8904270143663
