381.19282195, 113.93790492, 210.47719968, 93.30907481
381.19280453, 113.93781994, 210.47716981, 93.3090712
381.19282126, 113.93791705, 210.47720739, 93.30907475
381.19302132, 113.93797036, 210.4772823, 93.30907521
381.19283973, 113.93791754, 210.47720338, 93.30907672
381.18937793, 113.93320861, 210.47598132, 93.30934276
381.19325519, 113.93799129, 210.47730247, 93.30910282
380.94659168, 113.53206714, 209.56504443, 92.32677658
381.19281302, 113.93791221, 210.47719966, 93.30907497
381.19333594, 113.93800754, 210.47732684, 93.30910813
