0.43323689, 0.57842219, 0.50202625, 0.00209155, 6.774e-05
0.44869281, 0.67160463, 0.49134221, 0.00200307, 7.021e-05
0.47108585, 0.57389598, 0.48673787, 0.00186856, 7.267e-05
0.41009039, 0.59714553, 0.58435359, 0.00219273, 6.579e-05
0.48153606, 0.66355743, 0.59248725, 0.00194571, 7.069e-05
0.46356011, 0.66903113, 0.59341326, 0.00195454, 7.063e-05
0.45546812, 0.65767323, 0.48632591, 0.00195566, 7.055e-05
0.49354061, 0.69738065, 0.59245269, 0.00183342, 7.451e-05
0.40850115, 0.57063231, 0.59133779, 0.00191944, 6.48e-05
0.44933344, 0.6317842, 0.52464991, 0.00200008, 6.975e-05
0.44935481, 0.68667245, 0.58423484, 0.0020067, 7.041e-05
0.42991987, 0.62623474, 0.5184643, 0.00216239, 6.379e-05
0.45183987, 0.69737289, 0.58445139, 0.00192104, 7.163e-05
0.44908404, 0.66097744, 0.53561467, 0.002002, 7.045e-05
0.45107555, 0.5751656, 0.59347862, 0.00200062, 6.873e-05
0.43663253, 0.65933081, 0.48795046, 0.00209923, 6.869e-05
0.40457369, 0.69687406, 0.54876193, 0.00181285, 7.681e-05
0.45319616, 0.68797037, 0.53965143, 0.00200707, 7.027e-05
0.44976783, 0.69140491, 0.49508511, 0.00180879, 7.556e-05
0.47122864, 0.69558373, 0.58615446, 0.00191899, 7.171e-05
0.43018756, 0.67349559, 0.58996397, 0.00187624, 7.389e-05
0.44938171, 0.63653167, 0.49381002, 0.00200043, 6.966e-05
0.44981367, 0.61839902, 0.57433811, 0.00199914, 6.998e-05
0.42707832, 0.64903018, 0.51624819, 0.00180025, 7.685e-05
0.4485406, 0.64035551, 0.50796838, 0.00200256, 6.965e-05
0.43406333, 0.6329264, 0.59049125, 0.00180073, 7.683e-05
0.45351465, 0.67936997, 0.48790114, 0.00183658, 7.486e-05
0.44621288, 0.69219974, 0.48600021, 0.00201057, 7.04e-05
0.4943937, 0.57339021, 0.48620265, 0.00207771, 6.662e-05
0.43740896, 0.62930126, 0.49422536, 0.00180004, 7.666e-05
0.40536795, 0.59026577, 0.49104187, 0.0020713, 6.555e-05
0.44917887, 0.60894441, 0.57840356, 0.00199947, 6.955e-05
0.4649824, 0.66961893, 0.49800567, 0.00195362, 7.065e-05
0.40590629, 0.57060065, 0.54011985, 0.00204603, 6.3e-05
0.44876752, 0.68122949, 0.51466835, 0.00183739, 7.473e-05
0.46765701, 0.60240668, 0.56408864, 0.00198002, 6.975e-05
0.42721033, 0.69610281, 0.55607822, 0.0019064, 7.28e-05
0.41895854, 0.58265909, 0.5055495, 0.00218594, 6.306e-05
0.44868268, 0.61450616, 0.57948272, 0.00199961, 7.027e-05
0.49238676, 0.57265435, 0.5740605, 0.00211949, 6.564e-05
