cmax,cmax,cmax,cmax,cmax,cmax,cmax
28.859823921962963,249.52286070250557,529.7573949789041,3.5157071494305177,15.744447370618477,49.1995890252152,23.997595323232577
45.083812810572866,189.3917820198319,519.4712084522996,1.6658703817465679,35.277836451887865,99.93319806003163,30.630581759165874
22.50022391783432,117.54557569479061,345.8241644726012,3.2792205812231616,22.36668044741078,59.34218551485314,47.809674473062316
21.10329740151738,136.24887954805752,372.53559261628743,3.0594239494945152,30.844223073432325,52.47553366187698,43.6120808517853
36.0496807724474,93.98947098783961,476.2442863176185,2.1456771957993332,13.561238231646708,108.66641529399999,63.022177422206056
43.17711248784322,138.39356829781974,256.99900902274504,3.7895456848389024,22.56365984975043,46.65286761335841,42.79260713478462
17.634821196802207,242.40310915755052,326.27539208800727,3.720071309932743,19.481065826145862,76.5051015883358,45.00854201176102
22.600197032342393,252.76855597550409,548.3071140452793,4.606396613005406,33.475856410263575,82.34249841083138,61.140592105994024
19.420252567713344,119.70905233609298,234.44773423153137,2.6410570584424464,21.328254952547567,57.85117738304219,57.13571289353296
28.272859780888446,134.3207356662295,448.3593157580468,2.0509575199192405,31.252727538096952,43.09129827598281,63.936138273822245
41.98407738678969,120.17909722387765,217.37451036314903,4.20947657105547,28.96457625234281,92.17553760307405,54.664624907495664
18.943473507224983,147.65610530961487,264.82369559580576,4.3619309628019,26.95915504386139,62.31735186394869,24.233009062299015
26.762416616616854,141.9315313886005,528.7306566853675,3.6401839083366823,33.29310582183184,72.9161193871462,26.642552575346972
40.03707797835884,216.85502836210637,456.3491949548834,4.067094975854596,23.851094312745378,76.70496220364956,39.88426378941763
17.33883118255514,104.55732544284837,228.51454984529573,3.636513316044098,19.54454354583184,75.6428018373527,60.525358378822
24.726643561912873,156.58586276212833,539.8869895735108,2.3321541295731922,13.847517835891033,59.231358968532604,28.43251535192219
47.180022527304914,224.9967052850797,487.3636152994821,4.388673888600698,31.288129845578748,51.492754416452684,59.88003693506904
34.298293983216475,224.87970668821876,600.3192589671021,2.6176111199099648,14.641246188664242,54.59513719064563,39.86563491092902
43.49448727544227,234.04566032009106,217.989416128412,3.234391368248211,22.017864075570696,54.15808578530477,26.654210795348362
27.64130065631972,248.1804690729533,353.97726076892474,3.260129989578772,28.87245501348427,64.77222017844704,63.28662955700131
48.26076073308967,129.30655488196263,428.81685753372574,2.562810591413663,18.83617186505922,40.26652105158996,47.711266361135564
33.08840776655243,94.85434521499818,334.8179796217429,4.506450835093292,17.74948537600734,48.367115406841734,42.54646869193521
49.026464985649824,127.63350669997807,504.01828538452776,4.037182769051897,17.70330105581759,92.11622614588947,37.31467470692789
37.36609240958812,194.96711025087387,445.38311415214616,1.8889272641741068,32.04725989414171,61.55850487288019,29.52029594719373
17.84557967130721,187.6335862283776,506.3526755921814,1.6530810525691397,24.290233399182743,54.48718313984534,49.24242998760634
22.254092157164717,204.84129095362414,381.29619890923107,4.597535963957551,15.300502659503838,63.07997632876939,26.37936141334533
47.01488940319257,236.90236878152874,325.9148999175169,3.7119489473093736,31.61333280482918,79.14006086995968,44.27497486930828
24.481125599714908,102.01367606261466,600.8027759199306,4.481337782922658,27.19443497455843,62.92723432865255,36.51601170834442
40.4565374027179,240.30296471184326,596.4471624340005,4.095601746744396,27.408759507702907,43.81049737462866,28.450034706068394
46.15228822139362,190.30579826144947,218.95473219515074,1.9247089371713029,27.92404245859334,37.8796187884664,28.414746210952444
34.60821504909734,205.00597400314325,495.34334158611824,2.3176617902737915,29.09230131234086,55.293681562260005,35.49218702084851
41.1342163688948,197.73685863612093,580.1660665124965,3.7043612553610994,25.63940648005132,44.52560758710693,37.31177953155564
25.251678133496938,127.96621866120238,633.3945385435516,2.8579127189336337,33.409117324250715,84.83539694979471,55.67688605229088
33.08702407247134,185.22746815573376,426.7826083421115,2.2247775609537426,29.338850766276128,58.55792718306418,22.545586556552514
37.80058576493654,116.46303685801242,619.3971912717532,4.65257144640828,33.956745365290764,65.26190251915833,22.1646345107413
47.13451256539494,159.64767351057804,630.6615721887779,4.68358392668561,32.47222693121664,59.58366690521893,38.05920232988279
44.58751016005628,140.51058488687977,287.8818810750198,3.381764039866721,34.46771457985874,89.70223475062298,46.01263031384269
19.70682429443536,191.7812429922572,640.7231555448332,2.048268848756877,24.43991165672968,103.30298039459666,53.35305056343079
39.501519452843844,206.8272624457828,369.5811950244947,2.539493901646379,31.424667731484327,98.25850460093855,58.78410969894446
46.636938234363555,173.9508926040813,430.6520067154958,4.1545445726936805,27.599134338666364,90.14751579432775,55.719084785752344
45.87017627997969,144.13516697846416,376.50066963517594,1.900742207490781,25.878723383908174,40.195670534755656,41.52071477969579
34.40727294535003,135.28509536606492,469.05830204467463,1.6976007998049583,12.896356529981146,99.19504204947437,36.9881975806843
20.692996917512197,175.82584072942635,546.0972278324027,2.2906272879898983,26.949371419656007,43.9010598745326,23.72231401025013
34.03470284174888,178.98924091693831,489.0948576442288,3.9234922679125175,35.42044990710083,76.22252612258964,35.38712833647358
42.74114442736722,132.58314721707677,403.7577109034235,1.8510604202952512,12.60841784197098,109.69863110084438,57.44714518202485
39.46714880109204,156.33990643925443,289.5165576304637,2.1005985365474755,18.00582955595029,78.69199985295904,52.22762467610268
38.28651343168514,134.14863027470216,625.5920706851734,3.96127013342646,25.304497260273617,83.37905596757642,39.54280268439497
24.675122653538196,147.22730072801698,540.8738274996788,1.6460591636152189,14.785743372165989,40.950198151631454,23.251338499715715
44.73019927236324,207.02915181336408,418.8947465075498,1.913069314083205,23.798781002803977,73.01038280854243,28.94768040613065
30.81710442485311,154.54281431634823,479.8155421624531,3.6322996827764604,13.087296234529068,65.59594609698534,48.411976375712165
33.103496533142895,233.31625268439143,498.23826159614634,2.121390166660575,13.693649937610317,85.68144586547368,22.63998635328974
35.830594182024285,247.7196015250927,462.45389648662797,2.8421437638608706,27.438917242616476,71.86896678686375,44.9615219405852
47.568338689625335,152.4096537017332,628.3119424442831,4.497122054259405,16.698987234943115,42.70209756563741,25.833454059229346
17.101320246501142,102.24418925001969,508.69291256903347,1.827803675072733,19.655415127050272,100.86564832270909,22.50069323664051
43.37745992543488,134.4790212610248,265.8108758773122,3.8295589291652825,27.094628322717217,103.31040101452898,53.10805488356709
43.0148707027,134.50994648226472,291.2990038252808,4.001967205250747,31.364033742414335,111.7878856500505,39.24256010719134
28.776596831161847,219.54302924762345,361.5455223087977,4.578423441931408,32.60190604423228,69.67455205312638,53.787455915034386
41.399914844794516,103.73730543978041,603.0977498722136,3.2168075918331436,31.834979186585798,61.50372007729588,60.00749882533662
29.343655398227384,87.86407605461132,604.3142498602833,1.8921173657156276,19.663527302169957,108.75464752881037,62.376107318314915
35.42345030806844,194.6760004932055,407.8315744506775,2.538274469433807,19.88794908887798,87.93888420577788,53.85210476582024
42.62210844295301,221.81432056066328,254.21862431093686,3.182144975048261,13.381410240399463,78.71466617428017,40.48581155905521
45.794238031023895,146.35738215895753,265.3388170638705,2.0575733825690747,30.276255161219332,83.86635474871957,25.84827507327998
19.275524601794913,206.56669061096864,246.28809273660323,4.22995218972914,28.949813451755908,43.60115854814248,25.148021705663254
49.05910609053879,150.3745768700527,374.37612323876306,4.200958615224009,34.73396585721261,111.45007978671532,53.89526196613449
28.916566322520218,100.36212327217103,549.1731738487979,3.3868935991545763,22.18132822192743,105.4765788821052,26.281491739164508
32.75662844159835,87.95282689999608,416.5240760574743,1.7801704821818796,14.851629990433725,46.314468508282864,49.41604299099073
41.119481015758964,186.33942759671146,628.734195844053,2.799585854475853,18.857090070764656,102.64493461420952,31.114621056336464
48.28634380154017,88.0905696466484,632.0478954842847,1.7381117182418437,33.3874347287537,77.07758318147249,64.19748623312992
18.935286636268163,181.26293691702716,631.8000903162126,3.2739131013444767,27.1055673152463,89.68115167384629,41.04526578501425
37.209416642774094,186.50206165077324,602.4979445111253,1.7454284170926653,18.74311655021353,108.78086130574191,59.7813427073094
31.536672841928528,192.6628068218643,334.27390868188706,2.201987711116036,23.128761718559574,64.00141710195396,46.597212809587504
19.065243019844498,253.59590691858062,639.0706201262292,3.834117484863185,24.86631279225889,60.714571221474586,56.49318584739879
39.096128694278015,113.9701135673213,606.6986893323523,4.232119177354141,34.79519791900618,91.928963129127,47.87685342523896
30.302020197590423,246.42929913689028,587.4074724851756,1.7446997443398062,12.632807387934047,65.73475251585373,56.353793223618815
49.08011226739317,111.87170526980685,470.4762076014181,2.8188507412192694,35.27794554755047,100.65891923517816,57.54813430257893
31.96687427323402,157.3489544020784,332.5650409302037,1.7804015892829668,32.75333703012127,98.46757568475581,64.48785995130362
49.38901562343888,181.5342533636519,545.6645885276196,4.62325033562377,32.39153737625787,56.05110763073982,40.87339781833402
20.762260699999334,250.09677668850026,475.6550928138784,2.3316569776110807,28.12081642574056,83.85961803434219,36.90099687541214
20.24740054258776,201.51058964196153,438.73231138863116,4.0714188535540465,24.48392402668784,101.4136125238905,45.23199406730288
35.010953060667745,236.78441965723533,388.4976324713307,2.0288487310420504,12.690784231520135,94.13529417552142,48.17331070819898
39.73463234727438,122.62983577953264,273.639734502311,1.6465429301372223,20.414101411358327,81.74382651409748,38.36649393928849
30.93667242678306,241.51529545292473,364.74985082001916,3.2447663653113947,30.807672305787435,67.24070867409526,48.24972810979856
44.95800238864259,249.31754726911444,278.24159679948633,4.565080400516782,23.810791033908917,56.868329122421876,41.24283751824524
48.84107498442074,170.73031216677356,356.36319242362856,3.626882733813523,17.763494850676633,43.189749608149796,27.041828042157917
20.72551268560649,112.12726328411463,274.69568423924636,3.650799183370287,16.365122025579474,63.425046249289736,60.061901625958505
32.14073412867479,200.81993102561665,289.0975446167008,2.2153248601877467,12.980846790395493,50.17012973041234,33.47938457837422
22.341345981132644,101.25683580621356,266.8734245732584,3.074492057704723,16.95200924173902,64.82023957860565,43.146942646758845
39.283029344769055,92.76168805266902,558.7464715308884,3.609281246370905,13.962216766772926,103.01839680800829,61.09751322286797
18.515572675210503,133.62295548131902,561.6665503110164,3.994431009227707,16.428504464553058,53.201199250253275,37.430300420029425
32.4892585113037,192.3398207032109,373.63286501500215,3.0801110916260734,29.93930251521016,40.25124021679484,32.354788606792894
40.04053633419023,239.97557608219827,435.02130010973644,3.3027631528490105,14.572128272154625,71.05592751175911,44.402542457566
24.501526619946077,132.30983572329353,377.2321901349877,1.6642278328887246,19.72989997399628,53.35860052474085,35.58238614365033
20.45215035003529,239.17069228726194,470.2447550282409,3.7731274212623673,30.940109726576118,74.8831649196793,25.23757238775922
34.22451588001208,186.9366722995912,535.5389738992619,2.9813105479349744,15.06192726709353,58.783192934904335,37.11253874514131
