micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.9427216464482828,0.08771244864178561,0.05036174124134759,0.0002847411810558535,1.4526622124927673e-10
1.4378220737382044,0.06062487067262008,0.00736472114277714,0.0001836865150246616,3.0173974395058376e-11
0.43476221396469805,0.07468988728722431,0.02624799776122791,0.0006300909862244289,1.2652599686343104e-11
1.2422302182951206,0.059298020937116315,0.03664865657342211,0.0001429112885512381,7.215416126133012e-11
0.7278286824768,0.07987547017574231,0.013155312814982192,0.00012426406620121334,9.343039855603068e-12
1.0250452077186742,0.017737998804433323,0.02841238296147527,0.0002428227242410399,2.0800399636506582e-11
0.07651662550703094,0.11388314763460801,0.018425785915065697,3.4616653728491684e-05,1.6512171735294998e-10
1.076082695473428,0.17241506614148291,0.02478474043346163,0.00013675520207709157,2.2755735083430717e-11
0.006518264309776799,0.06572826425740326,0.0015705881332489832,0.0004901895073763696,6.518778542922445e-11
0.3895578968785357,0.02130442628851639,0.03868929380480449,0.0002718000431469691,2.8287708589883842e-11
0.31842007728419963,0.020398930284808995,0.011825493267474247,0.0004266574787832791,1.210195169144382e-10
0.7692024373233459,0.09503667437347585,0.014215437706972249,0.00040280977558447464,5.077138576696317e-13
0.48922577293431174,0.09173644328234111,0.006588093851728565,4.6729243225259404e-05,9.439971979318554e-11
0.5686356333271344,0.03806846683512427,0.013428783684139948,0.0003977083911448118,3.50359011742949e-11
0.02000923778727233,0.1581148967614784,0.024338630088501338,0.0006398169370854694,2.724616787959525e-13
0.32682366511687405,0.14683541029406852,0.05368503575720225,9.280341985784473e-05,1.3787296244584565e-10
0.731218008597079,0.04482928400625816,0.044486075890959466,0.00020441291125581566,1.3393810070133384e-10
0.7096233087695507,0.034880144435505835,0.018887434620884637,0.00017112210175898414,2.7603869051736836e-11
1.2177978508176122,0.09839873801439358,0.03398791122988313,0.0001013873011606022,7.44880987889285e-11
0.301435310738405,0.0939823383769576,0.027161148318645533,9.969982241451734e-06,1.1826621359093488e-10
0.1636836172524548,0.05057135136843184,0.042008515749990004,0.00030114598888539117,1.5835805826555084e-10
