cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(0)_pft5,cfall(0)_pft6,cfall(0)_pft7,cfall(0)_pft8,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(1)_pft3,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft3,cfall(2)_pft4,cfall(2)_pft5,cfall(2)_pft6,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(0)_pft5,nfall(0)_pft6,nfall(0)_pft7,nfall(0)_pft8,nfall(1)_pft0,nfall(1)_pft1,nfall(1)_pft2,nfall(1)_pft3,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft3,nfall(2)_pft4,nfall(2)_pft5,nfall(2)_pft6,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(0)_pft5,krb(0)_pft6,krb(0)_pft7,krb(0)_pft8,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(1)_pft3,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,krb(2)_pft3,krb(2)_pft4,krb(2)_pft5,krb(2)_pft6,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.1966645765370791,0.07092641425962246,0.08800974988735909,0.07656045577881747,0.09876854133939977,0.09588353037957674,0.07770935725388455,0.038503456252557154,0.016599738941902354,0.00020511246916912125,0.006712222267143166,0.0020007599795066017,0.0028796182571622685,0.0008814036988592954,0.0030924003652364742,0.0038175706551459407,0.007027640217016879,0.0049180590694028956,0.0019601345203747425,0.03491216931039531,9.706275383425719e-06,1.0232882875423002e-05,1.959323414250526e-05,1.3979759027294348e-05,7.037234389208513e-05,0.00010148958058993023,0.000142563689513317,0.0009579623802502315,0.0034820091045521732,9.953249013628238e-07,0.0004923246185697705,0.000155082904977092,0.00020405122276983872,1.0194694351647984e-05,0.00010457515009727877,0.009651419526204274,8.12013842592448e-06,0.006742524048651199,0.0002099967969251847,0.0024018643314567454,-0.9787017493553835,-2.4911742558136964,-1.0961858152493587,-4.835184887731018,-7.647808879998403,-1.0784331029123408,-1.0081053661753627,-3.272179532216142,-3.4275927371814765,-6.2890640786450405,-5.504299072180018,-4.282432493007245,-4.951695511366155,-5.013458372225843,-2.6529282711529425,-5.047261347414456,-5.422786215368506,-4.607811553119392,-2.9136562119179876,-3.902491033746026,0.5218170730257019,0.8901650583354798,0.9371478239539286,0.013574279183864058,7.190021311255209e-06
0.19910348901882843,0.06629666858572388,0.0928641283727103,0.07820725483315728,0.10077972857237202,0.09400703445735077,0.07297740338366046,0.03997039716331507,0.015722027165450046,0.000199341737282141,0.007255020999397309,0.0019503871962610838,0.003116880838894598,0.0009324222471337425,0.0031234557435115763,0.004150565098343673,0.007166798886955487,0.00516077416708232,0.002008202387679191,0.036113252207980936,9.865040659828783e-06,1.0102521078569486e-05,2.058395357713416e-05,1.469355580856029e-05,7.085247974097022e-05,9.757529938252528e-05,0.00015531237237721108,0.000962320942570861,0.00341644689127372,1.0304074171038026e-06,0.0004961506747325209,0.00015896433385322747,0.00020541147114234233,1.0339490759355085e-05,9.75004238954144e-05,0.00992036250712227,8.555591501634707e-06,0.006550896136977797,0.00019597793714128155,0.002418748192819215,-0.9586190306088106,-2.3916150971681964,-1.0761335963529084,-4.876914294630442,-8.082160226002944,-1.0628121628185971,-0.9875313107247621,-3.3708997446730544,-3.3017167985854994,-6.6916720886542045,-5.417785940357331,-4.3824646363290585,-4.964448979151304,-4.92859210615192,-2.465006970441793,-4.754725659208523,-5.70468078982472,-4.581211679892471,-3.03706361438552,-3.8843645068907033,0.49409499499842185,0.9441768458755888,0.9148945789529833,0.013309780088050794,7.141928127258902e-06
0.19265897007369762,0.06756321676271701,0.09094454051415296,0.07833937197149764,0.09722584124605316,0.10027843140203997,0.07815394928298755,0.040479492906383564,0.016649421467790863,0.00019883550395772122,0.007145636336788466,0.0020693487849900746,0.0031380002340263137,0.000878090005495262,0.003226256407740336,0.004143308970648696,0.00734890127450852,0.005022787672181868,0.0020277784934836316,0.03486422570051417,1.006897646507966e-05,9.7852249454179e-06,1.9733372953622696e-05,1.3823222823440876e-05,7.043626792271689e-05,9.87149817137386e-05,0.00014566646493624786,0.001048084879640746,0.0034691365975665,1.0250450778380426e-06,0.0005057914708515331,0.0001647097836392316,0.00019773464155027013,9.570548575365865e-06,0.0001024509360507477,0.009756305609179696,8.113692421440477e-06,0.006810765403208299,0.00020889197741297597,0.002624977638392041,-0.9556843227362883,-2.4205442019365444,-1.1361028280824237,-4.621585436546415,-7.548696920549164,-1.1406640534092016,-0.9549909709128381,-3.4555160338657678,-3.260532917508292,-6.694561379440361,-5.724838158667807,-4.200981982786796,-4.992353715636365,-4.774140893656688,-2.4506816863116105,-4.824708218910816,-5.573013549551136,-4.575181038459463,-3.1427425603528354,-4.150367619899516,0.4893056222451708,0.9625458583951672,0.8573120213075769,0.013374899438491825,7.014347274459985e-06
0.1873891078377465,0.06692313326362166,0.08840652084743908,0.08003849751127498,0.09386122573825732,0.10014230237181601,0.07463878686507935,0.03840329388446858,0.01611365719767634,0.00020244969336262285,0.006939743820823084,0.0020172110813269036,0.002996598656881593,0.0008926144488845909,0.0031504197600520758,0.004096197381252795,0.00707457148715703,0.005214098322535378,0.0020067574352892,0.03631520903728386,9.636235029562217e-06,9.579265028103e-06,1.9989427225473322e-05,1.4012777571063648e-05,7.180612164652826e-05,9.673279287373529e-05,0.00014366322228618976,0.0010210104303900556,0.0036806363859529473,1.0243771495419655e-06,0.0005075706755809672,0.0001510794975429209,0.00019216651119361632,9.941478710594372e-06,9.970905753353138e-05,0.009602695106988092,7.986569760928991e-06,0.007040682375628147,0.00020799294249932793,0.0025320178058072327,-1.0084444462305195,-2.564703196398294,-1.069444583535186,-4.671915816302531,-7.520766399968435,-1.1523393855358495,-1.033203280328552,-3.3385089275814526,-3.323114340561335,-6.631425564330618,-5.830584877734594,-4.483011481495095,-5.270425092158787,-5.139210301589128,-2.657143418299984,-4.91925605940298,-5.463206407971187,-4.624009208354478,-3.0612803242827065,-3.879366941596952,0.5312793352412939,0.9195383355500623,0.8821103323464492,0.01353575006927595,6.948551857178476e-06
0.1880304068775186,0.0660434286608438,0.08560043124204121,0.07628972362617896,0.09250276247008567,0.09892590059477883,0.07750224736988764,0.039226560909124866,0.015811427487039537,0.00019251861931968343,0.00728520538254794,0.0019920689779985732,0.002862273122067358,0.0008993347382627139,0.0029539323688201375,0.003884099287871438,0.007103333460490468,0.005020527242422585,0.0020088418500185867,0.03494785713730173,1.0241905827467882e-05,1.0155019110637465e-05,2.0080853437023e-05,1.4171223226434013e-05,6.704836342228163e-05,9.897091607281898e-05,0.00014496724133907787,0.0010287937663243658,0.0034270541786018812,9.583185153231002e-07,0.00048287426850809916,0.0001587243001229421,0.0001942894318304195,9.529147478419672e-06,9.76591733968778e-05,0.010069720565884444,8.423598976224765e-06,0.0066819774464397215,0.0002002298557617542,0.002601507702372706,-0.988041919251654,-2.5427323627180507,-1.0842878160702327,-4.90813950953241,-7.6295660790858335,-1.152624776611588,-0.9842876839931552,-3.3376849616417186,-3.2613082491495438,-6.8965277046496265,-5.398078557596781,-4.137176597983521,-4.904536650646172,-5.134941642204939,-2.643079005882136,-5.095463914310638,-5.787840846185491,-4.799782040424943,-3.093613438960397,-3.810335492239023,0.5169860741698672,0.9162659991706104,0.9095956686071265,0.014091399136085038,7.330557515551041e-06
0.18712154705827733,0.07102611881707173,0.08882401768376057,0.08148983786498784,0.09616163425135454,0.09352534524493575,0.07740924794895297,0.040330547119444234,0.01632641294815941,0.00020877394336673877,0.007172281776238203,0.0019665516065634943,0.0031293301665719516,0.0008978194570128094,0.0031323742601354183,0.004122650241883417,0.006992719841157168,0.004938712202007575,0.0019317978296598233,0.03395708492457418,9.96211120228096e-06,1.0299004887742567e-05,2.0800508451371817e-05,1.405176196460383e-05,6.828747305309106e-05,0.00010281700465627703,0.0001460168627369171,0.0010162139404280464,0.00341613412374501,1.0337572172003213e-06,0.0005015063832362424,0.0001563349364038413,0.00020116916571152074,1.026028863664972e-05,9.651038459461575e-05,0.009995962740193048,8.553244632183394e-06,0.006955788544719994,0.00019375443650170504,0.0025817660911954658,-0.9869845545069452,-2.474848933315521,-1.1482381278123934,-4.783520398944639,-7.721724892935658,-1.0578751789298129,-1.0067330202670852,-3.3084440220768117,-3.1842593546904707,-6.244054285163828,-5.375915030981329,-4.2484962134276,-5.305700526038838,-4.704154444549456,-2.474164981033953,-5.045255317552978,-5.480947761442633,-4.689491501143519,-3.1201899906080297,-3.956111499769718,0.4988721052675164,0.8951600138303228,0.8965506642106685,0.014053977348965751,6.944242122433173e-06
0.1836373289148105,0.070740178138955,0.08905086578123511,0.07722059191073441,0.0971086170278896,0.09794353060670985,0.07155993742265739,0.038353304635163,0.01608373452663299,0.00020310260388001404,0.006679651450438999,0.001971393534884903,0.0029147358158414694,0.0008845228923576529,0.00305250841101589,0.004054235499224468,0.00716069314548372,0.004890429416715073,0.0019292573559201605,0.0363177655650892,9.552014363533191e-06,1.0429025053392e-05,1.954407698302029e-05,1.4096850922129012e-05,6.739760733270628e-05,9.847625483665839e-05,0.0001508284744480431,0.0009944590685032051,0.00361014248988242,9.950546093406345e-07,0.0005078720675683282,0.0001542165141840708,0.00019960813159135632,9.652735752538437e-06,0.0001025416171247849,0.010148933729553888,8.070746349307258e-06,0.006706290568212051,0.00019813208611267746,0.002517767605559194,-1.0056680541882888,-2.3794038094608854,-1.1041599372515247,-4.890666335903791,-7.764285474943722,-1.1422409635842894,-0.9904942874806992,-3.2346386046850757,-3.434520050495407,-6.7722712472399245,-5.397486391197308,-4.233343316526816,-5.210241993617764,-4.7164423647292315,-2.4978761777919996,-4.815716108569259,-5.789431241940988,-4.846221968996404,-2.922700108452629,-4.160244043205086,0.5257609986781719,0.951435409044375,0.8815824948918859,0.01433062357570739,6.838106955837309e-06
0.18960613164836623,0.06707615386468455,0.08698807604162326,0.07837282357199495,0.0972514548005565,0.09789073788599495,0.07311678647978784,0.0392176619807932,0.01650152702129714,0.00020326673191037062,0.007189547518295603,0.001974318777570632,0.003034588250164608,0.0009046422463977839,0.0030793424150602727,0.004119152821489722,0.007079788300246053,0.004861030544900395,0.0020742455090326808,0.0352978268724676,9.728183470191104e-06,1.0445798120989372e-05,1.9188223012385394e-05,1.357684738249038e-05,6.739069946983485e-05,9.709753404085414e-05,0.0001429844292835131,0.0010214144229785083,0.0034422161621077887,1.0444917282971298e-06,0.0004809826586809454,0.00015900715558957244,0.00020115225593372223,1.01785228294773e-05,9.841140866858589e-05,0.009635371240856972,8.127246403446094e-06,0.006885795590045702,0.0001903485839539203,0.0026162184214455417,-1.004770135696873,-2.4608515818988876,-1.1336194779269395,-4.731050487769882,-7.931034151702349,-1.0637814808493782,-1.0102532076715594,-3.1790393680482647,-3.2316191855324456,-6.77921470818212,-5.654845071682406,-4.321714056682228,-5.169359918353628,-4.670090138354727,-2.5038590488075747,-5.025051396117609,-5.77095675286277,-4.548928759921162,-3.038610121851124,-4.124421347201832,0.4849785509085626,0.8964281399743689,0.9195159484241331,0.01357867667173091,6.74395146055701e-06
0.19806628769934817,0.0696200584367689,0.09328219386430295,0.07796681420130303,0.09906955236253595,0.09897278090320388,0.07765619327611613,0.04043056121853213,0.016693308555930913,0.00020732087241310932,0.007050105343520557,0.0020209304523353556,0.0028650346412224157,0.0008861351489528432,0.0031487759079754487,0.003982968885479819,0.0071587219675012925,0.0049668166570166206,0.001908146413061798,0.036422797961160845,9.730112097531061e-06,9.723311575088755e-06,1.930484596131664e-05,1.365101991252844e-05,6.939198971503706e-05,9.650950387684949e-05,0.00015489377620809622,0.0009802868101192255,0.0033860569302387165,1.0332310316516027e-06,0.0005070120347220776,0.00016115955559679963,0.00020267813886664784,9.698393693912314e-06,9.690739787519855e-05,0.009793722755975093,8.29939881411803e-06,0.007156189730484523,0.00020229064779940162,0.0025072497973970724,-0.962404636239843,-2.5128181123822784,-1.0678006222361887,-4.818489728300507,-8.187986340327736,-1.0469367651464394,-1.0153277033906525,-3.363912617811484,-3.17887989568639,-6.667361081544882,-5.822450476149308,-4.377623455794113,-5.153517672904859,-5.102646435682948,-2.506256021097744,-5.173676807081784,-5.488236916759752,-4.878050366795259,-3.0325601574777004,-4.014122569196306,0.4969801952646065,0.8998989379320324,0.8793662687195828,0.014122313619687233,6.817106673432283e-06
0.1918294186946467,0.06587336686525835,0.08651953912328383,0.07785940216010062,0.09341605708593695,0.10237620585186773,0.07514029799775025,0.04088935475426298,0.016882131979600538,0.00020136923162750484,0.0072813585552047675,0.00208525492496858,0.0029840142230547063,0.0008933393196127955,0.0032068904407584263,0.00409159934300761,0.0071180273451829975,0.004813258227607371,0.0020911775197930806,0.03518011658828425,1.041143813450896e-05,9.983419878086122e-06,1.9323437709329456e-05,1.4436309430136902e-05,7.279983244147597e-05,0.00010482058704838977,0.00015199349674154629,0.0009694831353704683,0.0035867686299499504,9.72547240151044e-07,0.0004765345589370082,0.0001618911519791593,0.00020566482898333498,9.78941253165907e-06,0.00010000175108863619,0.010529414121386287,8.037389102132284e-06,0.00669218408616829,0.00019678203181625365,0.0025877996817637167,-0.9648106936525633,-2.426987959181057,-1.107368931414049,-4.922034510385876,-8.277976503810539,-1.1508773523726021,-0.9923429826438028,-3.4194472217484333,-3.3786013770163943,-6.486260939422682,-5.877436279303876,-4.478606086162738,-4.969369265447498,-4.702398718152708,-2.5642278555866334,-4.825447233994947,-5.301270888519425,-4.64080442168761,-2.8880710924536226,-4.070968439171223,0.5214655919161636,0.9620490145876862,0.926961232612292,0.013589516787135096,7.1921766212417484e-06
