cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft4,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(1)_pft0,nfall(1)_pft1,nfall(1)_pft2,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft4,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,krb(2)_pft4,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.024544222670519464,0.018759851820093404,0.0045150007023727285,0.0023549124307337137,0.0254393526619122,0.0002147286456155425,0.0008736157142709448,0.10459750053485217,0.0014099158950803656,0.000992771247474698,0.011600657004614765,0.0030105215569320616,0.010555260045056315,0.010746112965874518,0.02809585750857616,0.019698888277934926,0.02800172669970899,0.00759837751259945,0.0009790373183006028,0.0009934906573793238,0.01079321444563171,0.010676640780438661,0.00821421575201114,0.008396810725313614,-3.1789864527127336,-3.374119899001347,-0.8472854518642692,-4.62800557512283,-3.581603213891558,-5.774470138915636,-4.828839082833927,-5.026829795320798,-9.608119900100418,-7.921815634191188,-6.48233187355452,-5.937366496152133,2.901131311045175,0.6554421481716572,0.5174358973301483,0.0042661033341512365,6.429217246813844e-05
0.024942350085353414,0.017826046121255636,0.004767900224766346,0.0024147664444046325,0.026879187716511228,0.00022287371589392748,0.0008852234954390736,0.11157939900964735,0.0013953343668436427,0.0009539138525319237,0.012386551569386681,0.0029284004648978167,0.010758657629021177,0.010708860853768754,0.029120654239759795,0.01966600933899649,0.027453463437899672,0.007489802627525075,0.0009525015900968667,0.0010301444468570292,0.010669521964035035,0.01111407453241485,0.007963424589315133,0.007975344105418183,-3.327249633438708,-3.2273014005185505,-0.7935944479876752,-4.497440712861473,-3.411443724834334,-5.8569337984151835,-4.925370120386457,-5.171766356926366,-9.877283708427234,-7.966373048054322,-6.030293054123243,-6.183597534017919,2.7550980589847893,0.6144632165994612,0.5669951022961697,0.004021726856893026,6.699723798254587e-05
0.02407107298590798,0.017748627431299367,0.004662716503463107,0.002463564469523482,0.026177861539353618,0.00022449717507743903,0.0008859749851017691,0.10450173481100818,0.0014133146832067376,0.0009632732215958244,0.01252776530356688,0.002830711946391909,0.010920385606652545,0.010872717814419423,0.026681019654914536,0.018292059590390975,0.027982134418362316,0.007601086087268891,0.000984000735726376,0.0010365817472673953,0.01055965895965238,0.011198386239983244,0.008313770919627669,0.007899848955994599,-3.3298206689288348,-3.3459764732012283,-0.7904485952742129,-4.45342213895058,-3.46455721040463,-6.071585811503141,-4.8920789201194,-5.335801361281028,-9.958768811469993,-8.46949666362434,-6.290300121026096,-5.966465021478673,2.8523219096575088,0.6545941762682727,0.5379460924110018,0.0039439244952546885,6.632394576929271e-05
0.023491492771226908,0.018344808900636243,0.004557724799107756,0.0023837714256444297,0.025837312480727632,0.00022409233996007377,0.0008462158646494438,0.10796771807517425,0.0013928335212668036,0.0010010925853375012,0.012299763906223976,0.0028462905747200498,0.010521617548536814,0.010839593541406848,0.027727123326396368,0.01940509492623701,0.02859053914195246,0.007163633239441289,0.0009546868728570351,0.0010154770318188836,0.010778332582899963,0.01122456424138483,0.007799758589267196,0.008273809747833498,-3.3312571289333315,-3.269325365886666,-0.8130515998878871,-4.682698214871574,-3.3972945434509927,-6.036749549004106,-4.874450914719001,-5.143681083164206,-9.627928776596226,-7.844069458451652,-6.071063933616671,-5.943707473205638,2.724363851997784,0.6163873336600244,0.5138898967383595,0.0038670752301350354,6.50913771871692e-05
0.023604201802482582,0.01744427351985896,0.004536336716587902,0.002542763231035001,0.02688530146656889,0.0002190090429008441,0.0008435501107333511,0.10991488236804023,0.001368971318271151,0.000987449875612826,0.012274405936795931,0.002991232976621742,0.010740142982397193,0.011003741579859255,0.026980206424978337,0.019217497843719927,0.029395128147105574,0.007807089727063463,0.0009512784075825291,0.0010367495499859114,0.011024386827874539,0.010739089626182606,0.007692555744777926,0.008080700838783214,-3.3620473215223696,-3.29616631906996,-0.7863317332805502,-4.873419958799391,-3.5343865016672,-5.8948691722791775,-4.945182677926869,-4.974909008082485,-9.331640388682706,-8.395941350974953,-6.157328735644741,-6.129269902827933,2.900288882189461,0.6318877957531698,0.5418003752271373,0.003976248326331488,6.501146799265535e-05
0.024238434106005513,0.01879367192626448,0.004399532239416002,0.002548246458262116,0.02494374246882057,0.00020982721847233256,0.000851972566003513,0.10995209760178128,0.0013851569938532037,0.0009631017208242786,0.012584816203718617,0.002858594056512551,0.011334134099876665,0.011155135421766875,0.028374599425330025,0.019210360149631185,0.028229483252899222,0.007453716398226658,0.000993552703166384,0.0009666716096922849,0.010674967474551343,0.01053573836904824,0.008381155868635597,0.007993646385265667,-3.333803613400434,-3.2570187845713576,-0.819195715403361,-4.772004153724214,-3.384210772812739,-6.031306573629869,-4.691406732254256,-4.995178581578547,-9.352933974208531,-7.8664580642056015,-6.041513947012216,-5.946946322026338,2.810657558669973,0.6093949890117042,0.5637378063000665,0.0039064623533207055,6.606588228965407e-05
0.02265815034266958,0.018098624843344527,0.004557176763632386,0.0023754802560165423,0.026939296567086362,0.0002119460533348184,0.0009079530599808907,0.10581619395914159,0.001365244392439594,0.0010119758260599362,0.012542916614794978,0.0029140514468534526,0.011421060802422497,0.011191753005606524,0.02783323602512438,0.019520081894484953,0.0267573451354412,0.007388441330765778,0.0009647386378223592,0.0010051265823924642,0.01144373959341369,0.010786361329221165,0.007712356557401357,0.008021751602098321,-3.4080653851900298,-3.274004339272886,-0.821017734555255,-4.546248812859411,-3.3596007570965334,-6.097454425686792,-4.8953996457759885,-5.0719975403038315,-9.726895128604074,-8.37346289131368,-6.236436956627564,-6.217991101837127,2.72026999082836,0.6406936568836225,0.561089145086465,0.004251473126333964,6.539241420924801e-05
0.023108753881669046,0.018710760509136566,0.004436873347934236,0.0023745049115921,0.025179496964840477,0.00021789683305693211,0.0008999960016958856,0.11101664036860524,0.0013775359039227318,0.0009530798358963292,0.012249407282808596,0.003021410251984925,0.011505825376239651,0.01086970829330731,0.028941152861471663,0.018853855775480027,0.02833596055835786,0.007265653663271506,0.0009636373247485937,0.0010003558093878578,0.010585610513958496,0.011306162415594454,0.007719830781883506,0.008047959827200751,-3.195536827640639,-3.4017557728069185,-0.8441846898533132,-4.794792107423681,-3.5943842709514846,-6.16367291197869,-5.092229008213959,-4.900038734039967,-9.867472610657716,-7.9048342507303895,-6.106009132078392,-5.922964748883887,2.9109962471117115,0.6164441902137624,0.5444647098944383,0.004057429151453652,6.457656727476647e-05
0.023650175336225453,0.017724856148849923,0.004473130624971567,0.0025090897259991175,0.02550703665810779,0.00022892408224356255,0.0008597759902835877,0.11338445575305167,0.0013414136937242597,0.0009435570161707447,0.011772197409186119,0.0029647165758180777,0.010715641151062966,0.010567486446441959,0.02742606491784041,0.01937878731909582,0.02834366597742709,0.007455416479012235,0.001036264724523383,0.0010199785427644468,0.010983577756413293,0.010730436353870988,0.0077131491889323505,0.007780806640183296,-3.488125015416263,-3.161945386542942,-0.8278737288996115,-4.479421872899738,-3.505466262074179,-5.847471840333476,-4.650309170351679,-5.347734435574925,-10.161620799622352,-7.93528889417224,-6.257833238777073,-5.994978620202052,2.767854210002511,0.6589578074335003,0.5467520704867308,0.004039894383988766,6.472786241239821e-05
0.023243223132358947,0.018378314906930926,0.00440663806403971,0.0023831528901288967,0.026441854643574583,0.00021273114754628524,0.0008547824848296992,0.10553879646012723,0.0013717236553648811,0.0009932279484980646,0.012368592019032001,0.0028792980654636416,0.011466282011704056,0.010886276907713042,0.02741554005043664,0.018170263564235796,0.028825648312999826,0.007418985694862588,0.0010451587984553535,0.0009602082489899578,0.010828101041963667,0.011463624483894574,0.007910672808609255,0.008232710227049005,-3.2020623763146476,-3.4763741675810365,-0.8410211015526327,-4.834662003794604,-3.3411605025487336,-6.090430011790897,-4.751797282719408,-4.9089048663526595,-9.297596837631566,-8.075568486452836,-6.344666888867153,-6.186435219002037,2.6998704090349914,0.6150616093993847,0.533253192422662,0.00395861055164615,6.794111301287298e-05
