0.00583754, 0.06591352, 0.02650539, 0.00411145, 0.00123134, 0.00100933, 0.00741605, 0.00459846, 0.00475041, 0.0038782
0.01013203, 0.02517621, 0.01807849, 0.0058359, 0.00201321, 0.00071459, 0.00467998, 0.00327979, 0.01086705, 0.00604837
0.00649023, 0.04128621, 0.02068484, 0.01087224, 0.00086933, 0.00144209, 0.00783, 0.00337947, 0.00731399, 0.00439567
0.01511354, 0.03016808, 0.01865964, 0.00660876, 0.00157475, 0.00086741, 0.00680719, 0.00335235, 0.00462586, 0.00403344
0.00578187, 0.05361131, 0.02328141, 0.00365672, 0.00123739, 0.00085397, 0.00467764, 0.00451463, 0.00712098, 0.00780123
0.01072876, 0.05412464, 0.02656291, 0.0108499, 0.00201307, 0.00166266, 0.00660603, 0.00325128, 0.00463036, 0.00380465
0.00551767, 0.04700802, 0.02530269, 0.00415442, 0.00082471, 0.0011066, 0.00475006, 0.00458795, 0.00794539, 0.00898169
0.00960398, 0.06673257, 0.02511039, 0.00402241, 0.00091631, 0.00072202, 0.00664454, 0.0046058, 0.00464565, 0.00677839
0.01243592, 0.02228624, 0.01833548, 0.00613847, 0.00106065, 0.00137646, 0.00413773, 0.00344384, 0.0037162, 0.00416427
0.00630866, 0.05664241, 0.01880917, 0.00750465, 0.00126991, 0.00213535, 0.00618367, 0.00334521, 0.0048957, 0.00392194
0.01221294, 0.06820174, 0.02765526, 0.00099947, 0.00030568, 0.00046129, 0.00403369, 0.00616487, 0.0024148, 0.00827971
0.00399751, 0.069373, 0.03371176, 0.00124176, 0.00037417, 0.00228413, 0.00986344, 0.00616988, 0.00375013, 0.00320016
0.00141427, 0.01087225, 0.00844502, 0.00247561, 0.00039062, 0.00114341, 0.00415117, 0.0021372, 0.0012637, 0.00255413
0.00536854, 0.08465167, 0.02736573, 0.0115702, 0.00179095, 0.00039226, 0.00482732, 0.00331984, 0.00364687, 0.00106129
0.01300953, 0.00682432, 0.01089545, 0.00224755, 0.00106156, 0.00021668, 0.00365906, 0.00237522, 0.00130328, 0.00131378
0.0015282, 0.0744727, 0.0060258, 0.00106914, 0.00015703, 0.00035103, 0.00926944, 0.0022206, 0.00916959, 0.01388073
0.00208207, 0.00445597, 0.01815422, 0.00163073, 0.0021123, 0.00020243, 0.00565442, 0.0055317, 0.01190223, 0.01429481
0.01727504, 0.0621321, 0.01253072, 0.00540534, 0.00100298, 0.00049473, 0.00222292, 0.00034386, 0.00722346, 0.00191851
0.00271177, 0.00448246, 0.03093388, 0.01308275, 0.00149872, 0.00028952, 0.00550666, 0.00235792, 0.0027252, 0.00076742
0.00349347, 0.08357332, 0.026353, 0.00086807, 0.0006113, 0.0002338, 0.0042418, 0.00477669, 0.0020498, 0.003086
