381.19312559, 113.93788578, 210.47727626, 93.30907508
258.62150352, 76.03244897, 269.40478666, 197.73445543
381.19297695, 113.93792051, 210.47728893, 93.30908307
381.19297299, 113.93794868, 210.47720267, 93.30909192
381.19305812, 113.9379334, 210.4772636, 93.30908271
381.19298499, 113.93793524, 210.47722254, 93.30908695
380.96922781, 176.67547645, 216.413488, 94.68696782
381.19329329, 113.93826139, 210.47778815, 93.30911243
381.19291438, 113.93800728, 210.4772725, 93.30909349
381.60124479, 113.3508205, 226.05410008, 93.16206804
381.19314378, 113.93819153, 210.47749405, 93.30910612
381.18748184, 113.93607985, 210.47382117, 93.30834887
381.19323761, 113.93789203, 210.47717897, 93.30908011
381.19262398, 113.93716807, 210.47764698, 93.30913128
381.1895005, 113.93734374, 210.47620708, 93.30905073
381.86670962, 180.14885075, 216.54978783, 98.13493556
381.18909923, 113.93730539, 210.47605099, 93.30905163
381.18678387, 113.93828197, 210.47249136, 93.30853544
381.19301432, 113.93795374, 210.47723534, 93.30909048
381.18965836, 113.93736903, 210.47606179, 93.30905092
